SC_type,AB_compound,Def_site,Impuirty_atom,0/-1 NN,0/-1 Error,0/-1 DFT,-2/-3 NN,-2/-3 Error,-2/-3 DFT,-1/-2 NN,-1/-2 Error,-1/-2 DFT,+3/+2 NN,+3/+2 Error,+3/+2 DFT,+2/+1 NN,+2/+1 Error,+2/+1 DFT,+1/0 NN,+1/0 Error,+1/0 DFT
II-VI,CdTe,M_B,W,0.9490946263074875,0.09885704876685068,0.8500000000000005,2.0650241374969482,0.052309099177088786,2.097104000000001,1.4773439407348632,0.07756992959324664,0.8500000000000005,-0.6420211531221867,0.08749622801765297,-0.7586609999999999,0.0930424723366741,0.1220434033196882,0.4395880000000002,0.4704434759914875,0.08620730227055957,0.4395880000000002
II-VI,CdTe,M_B,Y,1.351476702094078,0.059238081139309805,1.332087000000001,2.180133581161499,0.03987783891354428,2.0904299999999987,1.7224333941936494,0.05070022894404043,1.7916180000000002,-0.17730885688215495,0.07187870063982986,-0.15643600000000019,0.3623837359249592,0.07310131203634952,0.3076209999999998,0.8994686305522919,0.0620164839091771,0.7339480000000007
II-VI,CdTe,M_B,Zn,1.1361779659986495,0.07832380739290477,1.0481989999999994,2.0671920120716094,0.05342443408667413,1.9066320000000014,1.574627324938774,0.05861312070444311,1.4203830000000006,-0.6869182512164116,0.043045416960399194,-0.6566009999999995,0.4482757791876793,0.11196425854764114,0.7368549999999994,0.6772946417331696,0.07383144148319645,0.7965170000000006
II-VI,CdTe,M_B,Zr,1.1489640384912492,0.0492127096815006,1.0795790000000003,2.1467255890369414,0.039671475855473606,2.177481,1.6010725528001786,0.04404614683687192,1.4130219999999996,-0.46903966590762136,0.051415555218151825,-0.5447939999999997,0.010275847609591438,0.053576928920976936,-0.1417970000000001,0.5940571568906308,0.057891376245941525,0.7445680000000003
II-VI,CdTe,M_i_A,Ag,1.7180492162704468,0.04148184803922733,1.629559,2.5423562586307527,0.0364959723043435,2.5071149999999993,2.1870223224163055,0.03620304517647555,2.1152730000000015,-0.7200000748038292,0.0339186424605494,-0.7179989999999997,-0.3527115426957607,0.038960966560411994,-0.3983640000000004,1.2425359576940536,0.06732230798399057,1.2098719999999994
II-VI,CdTe,M_i_A,Al,1.8065723150968551,0.03738505386640697,1.7683349999999998,2.5033033072948454,0.043392810115305866,2.500922000000002,2.170527774095535,0.038287528125953915,2.1324390000000006,0.14110217628767713,0.10024619583036766,-0.5127430000000003,0.45821482613682746,0.0972843272898088,-0.1588370000000001,1.4380992233753205,0.04586689515634433,1.3736600000000008
II-VI,CdTe,M_i_A,As,1.3533903360366821,0.042444617006847006,1.2401350000000004,2.2055712699890138,0.032623922241949904,1.9239100000000007,1.7308216720819474,0.035131820136266145,1.5709280000000008,-0.1360766303841956,0.09668513703110013,0.1853879999999999,0.31536396518349646,0.06941231875230493,0.3250229999999999,0.869555552303791,0.05155968147894919,0.5655290000000003
II-VI,CdTe,M_i_A,Au,1.4129386961460113,0.08550319442748838,1.1502160000000001,2.3858905017375944,0.035836903012391404,2.3548650000000024,2.0067296028137207,0.049767933494327864,2.0136459999999996,-0.6967821672558785,0.02547920967223555,-0.7193429999999995,-0.347057094424963,0.03900542535870351,-0.3935700000000003,0.8578315287828445,0.07296429379886873,0.7621369999999994
II-VI,CdTe,M_i_A,B,1.5636349201202393,0.06718907135591479,1.3995600000000006,2.2732890129089354,0.06655048041592278,2.130557999999999,1.9262345492839814,0.07296870414724899,1.6589859999999992,-0.23072520254645495,0.16716752439520915,-0.7463739999999996,0.10753557451535016,0.16035278098407282,-0.43830700000000017,1.1354343220591545,0.09028695704515546,1.0783679999999998
II-VI,CdTe,M_i_A,Ba,1.9764059782028198,0.04630902289027369,1.969835000000002,2.680892491340637,0.05594826415261166,2.631870000000002,2.310458558797836,0.045253089963054945,2.32077,-0.5114619925618171,0.0342643525593781,-0.5165240000000003,0.9879999592900276,0.05017868039646879,1.1172839999999986,1.5162599354982376,0.04432155084996481,1.5568979999999986
II-VI,CdTe,M_i_A,Be,1.7285631775856019,0.04881805109201872,1.6551109999999998,2.4769776821136475,0.05771612402407462,2.3704709999999993,2.08094180226326,0.0490790353794278,2.0091729999999997,-0.6645022585988045,0.037978756012344614,-0.6633110000000001,0.7226210176944733,0.09008499956166803,0.2092219999999998,1.2362857460975647,0.06680379708035467,0.780082
II-VI,CdTe,M_i_A,Bi,1.6844744443893434,0.03752373049653961,1.5055359999999995,2.3841088712215424,0.04481235332652178,2.2524930000000007,2.0270030975341795,0.040766905506321824,1.9109449999999986,0.2758988544344902,0.10845538416965206,0.5680319999999998,0.7430951237678528,0.06828126809718153,0.8652510000000004,1.2648445695638657,0.046854620874189214,1.1194150000000012
