,Type,Site,Impurity,AB,(+1/0)_DFT,train_mean,train_std
810,II-VI,M_i_B,Se,ZnSe,0.81,0.9036348372862207,0.024174866277527903
811,II-VI,M_i_neut,Se,ZnSe,0.89,0.8986421502753974,0.023037274879719172
812,II-VI,M_A,Te,ZnTe,1.01,0.6822466941023061,0.0532743550482678
813,II-VI,M_i_A,Zn,ZnTe,0.72,1.2144150602759094,0.021716393399519376
814,II-VI,M_i_B,Zn,ZnTe,1.13,1.215739958379964,0.02136941011209974
815,II-VI,M_i_neut,Zn,ZnTe,0.78,1.2145839900008855,0.02167325638703305
816,II-VI,M_i_A,Te,ZnTe,0.67,1.0062616313366726,0.021361449209161665
817,II-VI,M_i_B,Te,ZnTe,0.74,1.003787685162472,0.022802221858990675
818,II-VI,M_i_neut,Te,ZnTe,0.9,1.003658385153566,0.021806292662366868
819,II-VI,M_B,Cd,CdO,1.22,0.8912342404109858,0.07395497752270026
820,II-VI,M_i_A,Cd,CdO,1.0,1.1222838707720026,0.03550586090280937
821,II-VI,M_i_B,Cd,CdO,0.96,1.1192568337917053,0.029928640945323583
822,II-VI,M_i_A,O,CdO,-0.01,0.09394133950506299,0.040387825268056204
823,II-VI,M_i_B,O,CdO,-0.17,0.08734686304534293,0.04597490949675457
824,III-V,M_B,Sr,InN,2.04,1.4657210726001892,0.09696154347482758
825,III-V,M_B,B,BP,-0.53,0.49005597817477237,0.051521876751856696
826,III-V,M_A,P,BP,1.22,0.6505227516376089,0.09036929445736945
827,III-V,M_i_A,B,BP,1.07,1.0108205125681358,0.04701906020834223
828,III-V,M_i_B,B,BP,1.18,1.0094312573768438,0.04591437346706659
829,III-V,M_i_neut,B,BP,0.83,1.0024572681551078,0.04000346595134061
830,III-V,M_i_A,P,BP,1.24,0.9379857021003545,0.03859130572985543
831,III-V,M_i_B,P,BP,1.2,0.9403805218961032,0.0423619400106514
832,III-V,M_i_neut,P,BP,1.07,0.9367484893914326,0.04592709914767276
833,III-V,M_B,B,BAs,-0.63,0.22953519359094124,0.058406572385419395
834,III-V,M_A,As,BAs,1.01,0.39436625834174677,0.0752533734880802
835,III-V,M_i_A,B,BAs,1.0,0.7020206030878733,0.04585715687064263
836,III-V,M_i_B,B,BAs,1.12,0.6992035625951265,0.04302475621076862
837,III-V,M_i_neut,B,BAs,0.86,0.7041432074044733,0.0390563164669534
838,III-V,M_i_A,As,BAs,1.15,0.8747602716970574,0.03723568029691113
839,III-V,M_i_B,As,BAs,1.08,0.8798304604991063,0.03833875084596637
840,III-V,M_i_neut,As,BAs,0.96,0.8753055010993613,0.04081100951560775
841,III-V,M_B,B,BSb,-0.62,-0.2003768600778435,0.05480758541865557
842,III-V,M_A,Sb,BSb,0.85,0.36002830241700806,0.07232702703826514
843,III-V,M_i_A,B,BSb,0.61,0.36955586270988183,0.045086441289785985
844,III-V,M_i_B,B,BSb,0.78,0.37688345848659266,0.04720853148471862
845,III-V,M_i_neut,B,BSb,0.59,0.3808582221484963,0.03862138063620907
846,III-V,M_i_A,Sb,BSb,0.98,0.7764903659330973,0.03899849752620223
847,III-V,M_i_B,Sb,BSb,0.93,0.7725304180564319,0.03428500403334175
848,III-V,M_i_neut,Sb,BSb,0.79,0.7738903130121295,0.04160738586411542
849,III-V,M_B,Al,AlP,0.76,1.0316490710588897,0.0650987749617943
850,III-V,M_A,P,AlP,1.03,0.7711363922287832,0.06807917456819744
851,III-V,M_i_A,Al,AlP,1.83,1.4804736854566163,0.03764039661717461
852,III-V,M_i_B,Al,AlP,1.66,1.4852063684109036,0.03757040262204945
853,III-V,M_i_neut,Al,AlP,1.55,1.4878349434733606,0.03648280472402056
854,III-V,M_i_A,P,AlP,1.0,1.2212926851876957,0.04158302966321369
855,III-V,M_i_B,P,AlP,1.11,1.2232557872166818,0.045008427091426106
856,III-V,M_i_neut,P,AlP,1.48,1.2188493681056165,0.0357038656385976
857,III-V,M_B,Al,AlAs,0.36,0.6576941189242002,0.04165373545732016
858,III-V,M_A,As,AlAs,0.62,0.5671950385916619,0.0552279677223224
859,III-V,M_i_A,Al,AlAs,1.64,1.1062559711813527,0.029573543861544125
860,III-V,M_i_B,Al,AlAs,1.46,1.1059246781245045,0.032253128447471614
861,III-V,M_i_neut,Al,AlAs,1.33,1.1055125449195127,0.03086510175814506
862,III-V,M_i_A,As,AlAs,0.92,1.0950398562423085,0.031074371139367056
863,III-V,M_i_B,As,AlAs,0.97,1.0970977808698164,0.034174085630593605
864,III-V,M_i_neut,As,AlAs,1.29,1.100051297064824,0.03387916899252847
865,III-V,M_B,Al,AlSb,-0.09,0.2700403226410633,0.0823060792379341
866,III-V,M_A,Sb,AlSb,0.6,0.5237497684366017,0.06516209071434162
867,III-V,M_i_A,Al,AlSb,1.13,0.8695178701184574,0.05023691302581281
868,III-V,M_i_B,Al,AlSb,1.15,0.863364292362393,0.052104678501148166
869,III-V,M_i_neut,Al,AlSb,0.84,0.8683088884624517,0.04682246206041055
870,III-V,M_i_A,Sb,AlSb,0.82,1.0394651076455836,0.04916156658552427
871,III-V,M_i_B,Sb,AlSb,0.78,1.0368415002684666,0.044489220992812516
872,III-V,M_i_A,Ga,GaN,2.6,2.3742914200047065,0.06278953728362427
873,III-V,M_i_B,Ga,GaN,3.0,2.3655674830407905,0.08373354433785749
874,III-V,M_i_neut,Ga,GaN,2.46,2.3527411735455654,0.08890224222188206
875,III-V,M_B,Ga,GaP,0.18,0.9015364212879409,0.05228864117535472
876,III-V,M_A,P,GaP,0.82,0.7138548252530377,0.04048248570735722
877,III-V,M_i_A,Ga,GaP,1.53,1.439104143639506,0.04471393909590259
878,III-V,M_i_B,Ga,GaP,1.56,1.433553011755865,0.04360429802225783
879,III-V,M_i_neut,Ga,GaP,1.3,1.4383034662059153,0.04507628603841677
880,III-V,M_i_A,P,GaP,0.87,0.9924824754479683,0.038267380892865244
881,III-V,M_i_B,P,GaP,1.31,0.9971388012887719,0.03793632816380872
882,III-V,M_i_neut,P,GaP,1.42,0.9988301252725649,0.03751426292196439
883,III-V,M_B,Ga,GaAs,-0.14,0.480588644180203,0.04169552656912355
884,III-V,M_A,As,GaAs,0.29,0.4027433236472472,0.03867359766046853
885,III-V,M_i_A,Ga,GaAs,0.75,0.9679033563657079,0.02812884297202499
886,III-V,M_i_B,Ga,GaAs,0.84,0.9668257023313069,0.030745461838242043
887,III-V,M_i_neut,Ga,GaAs,0.77,0.966686513036948,0.028629260856951458
888,III-V,M_i_A,As,GaAs,0.66,0.7856067538196253,0.028447002244059737
889,III-V,M_i_B,As,GaAs,0.83,0.7900921202266369,0.034762951628107185
890,III-V,M_i_neut,As,GaAs,0.74,0.7853182507097294,0.03410162601806658
891,III-V,M_B,Ga,GaSb,-0.26,0.021975856656044866,0.044669981052122915
892,III-V,M_A,Sb,GaSb,0.39,0.3621967005716078,0.035222187492544785
893,III-V,M_i_A,Ga,GaSb,0.37,0.6594955378293663,0.020029894395955178
894,III-V,M_i_B,Ga,GaSb,0.47,0.6637362545069128,0.01991835888792291
895,III-V,M_i_neut,Ga,GaSb,0.41,0.6590267391518381,0.02069685028813433
896,III-V,M_i_A,Sb,GaSb,0.62,0.717012861883864,0.028257530006211066
897,III-V,M_i_B,Sb,GaSb,0.73,0.7106772032775547,0.023241073603382564
898,III-V,M_i_neut,Sb,GaSb,0.44,0.7088629795070414,0.022757788490616722
899,III-V,M_i_A,In,InN,1.8,1.6597418154625132,0.044114556832036744
900,III-V,M_i_B,In,InN,1.62,1.6479346710136142,0.04935624330099344
901,III-V,M_i_A,N,InN,-0.08,0.37818619305729306,0.061382623336611465
902,III-V,M_i_B,N,InN,0.02,0.37707032544730534,0.06506918674341886
903,III-V,M_i_neut,N,InN,0.73,0.40266538213308084,0.057124332965338594
904,III-V,M_B,In,InP,0.41,0.8050900049210874,0.059827077372265634
905,III-V,M_A,P,InP,0.58,0.31486922122910177,0.052025050700714115
906,III-V,M_i_A,In,InP,1.34,1.2791131504125635,0.04344986834821682
907,III-V,M_i_B,In,InP,1.33,1.2692161577563474,0.04111817652364856
908,III-V,M_i_neut,In,InP,1.28,1.2726445832925843,0.043521173797203425
909,III-V,M_i_A,P,InP,0.65,0.8351325542842222,0.04197847576174857
910,III-V,M_i_B,P,InP,1.28,0.8375055541759423,0.04232796212063848
911,III-V,M_i_neut,P,InP,1.17,0.8391508292631034,0.03947873035182759
912,III-V,M_B,In,InAs,0.22,0.39698991738231515,0.04199375108959643
913,III-V,M_A,As,InAs,0.19,0.1093774416435771,0.0369151884135987
914,III-V,M_i_A,In,InAs,0.84,0.8503334215980214,0.0336508898543638
915,III-V,M_i_B,In,InAs,0.82,0.8499643284317699,0.032049589480874906
916,III-V,M_i_neut,In,InAs,0.84,0.8553846174160832,0.030901135945916047
917,III-V,M_i_A,As,InAs,0.64,0.6698077810399237,0.02709627091559037
918,III-V,M_i_B,As,InAs,0.86,0.6737334551678424,0.02189409354877367
919,III-V,M_i_neut,As,InAs,0.75,0.6660964236756666,0.02700691597372154
920,III-V,M_B,In,InSb,-0.06,0.04044503949076429,0.04631679063018345
921,III-V,M_A,Sb,InSb,0.25,0.11274087871932688,0.038954276069904516
922,III-V,M_i_A,In,InSb,0.49,0.6365656050814394,0.02702675328313052
923,III-V,M_i_B,In,InSb,0.53,0.6427936786213433,0.028696799647406106
924,III-V,M_i_neut,In,InSb,0.53,0.6373266845215501,0.02684534250045063
925,III-V,M_i_A,Sb,InSb,0.62,0.6794541355678294,0.02470912093795335
926,III-V,M_i_B,Sb,InSb,0.66,0.6776503872591997,0.02510354121249586
927,III-V,M_i_neut,Sb,InSb,0.5,0.6764351860499522,0.025852511672153095
928,IV-IV,M_i_A,In,SiC,2.46,1.8318216811815848,0.041744989358282275
929,IV-IV,M_i_neut,Br,SiC,2.46,1.5764094163590676,0.08855052887115407
930,IV-IV,M_A,Ba,GeC,0.49,0.9143639334554642,0.10046898102345517
931,IV-IV,M_i_A,Sn,GeC,2.19,1.5382467459268565,0.03807037614229706
932,IV-IV,M_i_A,S,GeC,1.08,1.1665649976042995,0.0499490531522788
933,IV-IV,M_i_A,Se,GeC,1.49,1.2641253988009966,0.042092065617160786
934,IV-IV,M_i_neut,Pb,GeC,1.96,1.4957458562986035,0.03632663791647603
935,IV-IV,M_i_A,Se,SnC,0.62,1.0907700075449935,0.055043055836912325
936,IV-IV,M_i_A,Si,Si,0.69,0.4802042473674552,0.03675421909817825
937,IV-IV,M_i_neut,Si,Si,0.1,0.474359515698504,0.03584897783176857
938,IV-IV,M_i_A,Ge,Ge,0.51,0.5142391740601403,0.026190859355269044
939,IV-IV,M_i_neut,Ge,Ge,0.07,0.5115407152756676,0.025678065022272028
940,IV-IV,M_i_A,Sn,Sn,0.35,0.4715381635867388,0.034336673643660005
941,IV-IV,M_A,C,SiC,-0.34,0.593509983911774,0.0766533876139931
942,IV-IV,M_B,Si,SiC,0.36,1.3750783937191655,0.06776506075407328
943,IV-IV,M_i_A,C,SiC,1.66,1.488138864922068,0.05130715721156246
944,IV-IV,M_i_B,C,SiC,1.79,1.490414840436864,0.05385555576322995
945,IV-IV,M_i_neut,C,SiC,1.69,1.4885448371164023,0.0431760683520017
946,IV-IV,M_i_A,Si,SiC,2.21,1.7118714480767552,0.05172410869750435
947,IV-IV,M_i_B,Si,SiC,1.89,1.7155360804817945,0.05079007476647764
948,IV-IV,M_i_neut,Si,SiC,2.54,1.7242866072869958,0.04686237165704443
949,IV-IV,M_A,C,GeC,-0.42,0.3588884186009159,0.06887324037992332
950,IV-IV,M_B,Ge,GeC,0.11,1.1775705249125559,0.05675615341228148
951,IV-IV,M_i_A,C,GeC,0.86,1.1412237808059742,0.04789896956965622
952,IV-IV,M_i_neut,C,GeC,1.14,1.1372763584209689,0.044448555862530076
953,IV-IV,M_i_A,Ge,GeC,2.22,1.481446823436702,0.03459103313482487
954,IV-IV,M_i_B,Ge,GeC,2.04,1.4731007647301844,0.03959189986362014
955,IV-IV,M_i_neut,Ge,GeC,1.58,1.4776054946442925,0.0355916353066824
956,IV-IV,M_A,C,SnC,-0.36,0.014193961804863505,0.07286700762525188
957,IV-IV,M_B,Sn,SnC,0.36,1.0265310467861717,0.07186012131355503
958,IV-IV,M_i_A,C,SnC,0.48,0.9589653927837809,0.05039787222247408
959,IV-IV,M_i_neut,C,SnC,1.76,0.982242566640077,0.049656069536974407
960,IV-IV,M_i_B,Sn,SnC,1.61,1.3544701617599966,0.04031460220786232
961,IV-IV,M_i_neut,Sn,SnC,1.46,1.3447888642600305,0.0430496004443207
962,IV-IV,M_A,Ge,SiGe,-0.2,-0.09825847563475304,0.05324764174387132
963,IV-IV,M_B,Si,SiGe,-0.22,0.17443010380207466,0.04625051932104458
964,IV-IV,M_i_A,Ge,SiGe,0.65,0.6957604808002047,0.022591657699201677
965,IV-IV,M_i_neut,Ge,SiGe,0.51,0.6957022570948515,0.021526684276635465
966,IV-IV,M_i_A,Si,SiGe,0.6,0.6262568129864398,0.03041219002043134
967,IV-IV,M_i_B,Si,SiGe,0.65,0.6243172533988848,0.02950813306696017
968,IV-IV,M_A,Sn,SiSn,-0.12,-0.1654285233395524,0.053340058287543395
969,IV-IV,M_B,Si,SiSn,-0.27,-0.1557814060415723,0.052226094391305815
970,IV-IV,M_i_A,Sn,SiSn,0.63,0.5942638756985642,0.026059269444339568
971,IV-IV,M_i_B,Sn,SiSn,0.71,0.5953816648074219,0.023678994334057683
972,IV-IV,M_i_neut,Sn,SiSn,0.32,0.5903571870384077,0.024774725835039313
973,IV-IV,M_i_A,Si,SiSn,0.45,0.4452857642942457,0.03466006782704462
974,IV-IV,M_i_B,Si,SiSn,0.6,0.45226025106331147,0.02861142961917833
975,IV-IV,M_i_neut,Si,SiSn,0.58,0.44362517963035986,0.03258935067126768
976,IV-IV,M_A,Sn,GeSn,-0.02,-0.21852076010572205,0.04302070696780055
977,IV-IV,M_i_A,Sn,GeSn,0.53,0.42607964685195326,0.022278360853140843
978,IV-IV,M_i_B,Sn,GeSn,0.59,0.42490571227104024,0.02263338519819182
979,IV-IV,M_i_neut,Sn,GeSn,0.26,0.4286662457948903,0.023591276983174106
980,IV-IV,M_i_A,Ge,GeSn,0.43,0.34371772301645576,0.02586610594715586
981,IV-IV,M_i_B,Ge,GeSn,0.49,0.3449051598669774,0.023358922814596002
982,IV-IV,M_i_neut,Ge,GeSn,0.16,0.3447513218862011,0.02527147779025175
