Type,AB,Site,M,âˆ†H (A-rich),std_1,âˆ†H (B-rich),std_2,(+3/+2),std_3,(+2/+1),std_4,(+1/0),std_5,(0/-1),std_6,(-1/-2),std_7,(-2/-3),std_8
II-VI,CdO,M_A,Li,2.604741913,0.147466092,1.947144465,0.126954669,-0.634181604,0.085638653,-0.524834783,0.07945713,0.277948671,0.16666005,1.023641955,0.097989687,2.053656538,0.059638592,2.359498616,0.067010565
II-VI,CdO,M_A,Na,3.066543965,0.249139052,2.478721252,0.17292116,-0.70083906,0.090220036,-0.607518496,0.086580476,0.132673292,0.182831784,0.680353452,0.202965492,2.084074948,0.068269764,2.510245679,0.040413765
II-VI,CdO,M_A,K,2.990980361,0.182144924,3.290455623,0.134364432,-0.594401516,0.081574101,-0.607215809,0.067841041,0.105811071,0.218402085,0.555744418,0.129819021,2.073019069,0.1168514,2.636030704,0.072863987
II-VI,CdO,M_A,Rb,3.087173329,0.08644738,3.671289857,0.14187931,-0.753074529,0.092363741,-0.526655091,0.017134108,0.099994327,0.279477315,0.482765718,0.222112652,1.733385406,0.214749783,2.457100791,0.116656558
II-VI,CdO,M_A,Cs,2.999762698,0.091528488,3.717815347,0.077063213,-0.657442782,0.102527655,-0.541952385,0.044117867,0.284237637,0.207436972,0.655358436,0.206087869,2.04565216,0.102730282,2.539331379,0.082074165
II-VI,CdO,M_A,Be,1.519027957,0.20822398,2.779912978,0.14566133,-0.556915398,0.134771577,-0.47334407,0.12267186,0.213577128,0.104694044,1.499403576,0.089501631,2.141786067,0.125754666,2.326752084,0.110849952
II-VI,CdO,M_A,Mg,1.190450082,0.14995954,2.40373409,0.162277733,-0.542533996,0.102958593,-0.243509042,0.08835118,0.320254164,0.177162011,1.535865094,0.074743777,2.15144764,0.049614446,2.57045226,0.050069571
II-VI,CdO,M_A,Ca,1.750151899,0.094870396,2.976558702,0.221174678,-0.563759087,0.100785958,-0.473487765,0.067670247,0.258213918,0.161568446,1.379776,0.114547857,2.256531776,0.084899461,2.768961868,0.05024885
II-VI,CdO,M_A,Sr,1.838354182,0.078317316,2.916182458,0.167161295,-0.633434345,0.099173159,-0.366941824,0.094429364,0.249503026,0.144479789,1.441887457,0.109964072,2.220380851,0.06840658,2.745505023,0.036840502
II-VI,CdO,M_A,Ba,1.863564196,0.109818935,2.871837173,0.111256237,-0.471551913,0.1088246,-0.428201388,0.115015139,0.390607846,0.141866552,1.458339602,0.171625504,2.181064768,0.091140513,2.768842291,0.043015407
II-VI,CdO,M_A,B,2.645384512,0.575793253,3.815033478,0.479389232,-0.719784884,0.118795919,-0.564422924,0.08468427,0.971373557,0.200494429,1.261630341,0.060258452,2.015046538,0.070035449,2.158875959,0.092948484
II-VI,CdO,M_A,Al,2.03491419,0.214787805,3.029521726,0.12678099,-0.559786094,0.075760935,-0.305141506,0.075116476,0.973912997,0.207586487,1.452170143,0.062285091,2.016203076,0.041563743,2.368946797,0.045347894
II-VI,CdO,M_A,Ga,2.040519675,0.189676281,2.977694237,0.11356271,-0.563366581,0.093623586,-0.212338218,0.084492897,1.030628818,0.167110633,1.208478049,0.043108899,1.893936766,0.100041378,2.336732738,0.027720107
II-VI,CdO,M_A,In,2.025716419,0.14783648,2.994388114,0.106347858,-0.570779766,0.10604448,-0.252659412,0.12528881,1.147522316,0.160969612,1.415624363,0.04639646,2.150580373,0.08841465,2.543915098,0.037204959
II-VI,CdO,M_A,Tl,2.391260447,0.094019633,2.432322783,0.089696082,-0.922236272,0.082547405,-0.354909331,0.083341018,0.906871192,0.17855697,1.38920026,0.066979326,2.210881264,0.050886277,2.635018903,0.034300627
II-VI,CdO,M_A,C,5.318837147,0.18648566,5.356218179,0.258672142,-0.501315222,0.152185324,-0.310136583,0.09059468,0.345348666,0.150441198,1.070739493,0.069726742,1.898476919,0.211636961,2.102307259,0.115826882
II-VI,CdO,M_A,Si,3.612881925,0.235276312,4.153365599,0.262636237,-0.162996007,0.188223485,-0.098341883,0.097145046,0.785165771,0.18140515,1.259134471,0.041301452,1.672510743,0.129080837,2.294068594,0.078751003
II-VI,CdO,M_A,Ge,3.074944905,0.195793356,3.699411134,0.180744633,-0.512391827,0.10348528,0.116734402,0.087838522,0.925000721,0.163042288,1.338912735,0.062575648,1.961937864,0.029002697,2.307334968,0.05659447
II-VI,CdO,M_A,Sn,2.326112964,0.183734133,3.311755669,0.200269378,-0.635866597,0.075018627,0.140007387,0.076282863,1.122450198,0.145818288,1.471637123,0.054490053,1.98994227,0.045103689,2.484801978,0.057570245
II-VI,CdO,M_A,Pb,2.403880155,0.075464393,2.706970392,0.07859523,-0.771721071,0.077165325,-0.06715461,0.093458143,0.86839148,0.15956221,1.594481949,0.072907158,2.190790662,0.073090973,2.574623131,0.069147835
II-VI,CdO,M_A,N,5.152244284,0.286543298,4.435523229,0.219400756,-1.028033711,0.072405543,-0.686353695,0.067903803,0.102144107,0.09779894,0.94155505,0.081041017,1.804203847,0.024205841,1.907120951,0.074400215
II-VI,CdO,M_A,P,4.137220472,0.171962594,4.014299984,0.196403595,-0.525841014,0.104984921,-0.358519112,0.06692302,0.570969446,0.162006109,1.186794126,0.086578569,1.909567846,0.082911395,2.315142605,0.079329015
II-VI,CdO,M_A,As,3.536855571,0.183982577,3.768475616,0.197638102,-0.529708558,0.088655255,-0.153973157,0.075795532,0.763423141,0.137081905,1.116998467,0.053893837,1.760428463,0.055204749,2.318695661,0.052915949
II-VI,CdO,M_A,Sb,2.883982068,0.226318174,3.79492516,0.265470315,-0.542798476,0.083420825,-0.086175261,0.090452797,1.150808182,0.12680264,1.452849502,0.03150084,2.04569179,0.053961938,2.517680045,0.061386418
II-VI,CdO,M_A,Bi,2.727809001,0.096791959,2.964195492,0.078753563,-0.68723275,0.108831416,-0.034179844,0.086097208,1.132313642,0.200592974,1.647562064,0.047809087,2.105241845,0.02532015,2.585608678,0.059462404
II-VI,CdO,M_A,O,5.279606882,0.225590827,4.014535923,0.148705474,-1.098789251,0.057917723,-0.770025003,0.086296124,-0.077833097,0.106252642,0.465313711,0.094000808,1.825280158,0.082497464,1.929997539,0.069744355
II-VI,CdO,M_A,S,5.286928665,0.187027019,4.260767641,0.18739567,-0.708098571,0.087177011,-0.252617132,0.180969676,0.386621683,0.122520111,0.779061191,0.084979396,1.723546116,0.087887564,2.225715277,0.078713668
II-VI,CdO,M_A,Se,4.619859183,0.160742991,4.037089177,0.146292589,-0.672642269,0.057141968,0.164888045,0.088753781,0.526832948,0.108404637,0.904822768,0.056312231,1.855613423,0.086894216,2.367780883,0.054520233
II-VI,CdO,M_A,Te,4.04729875,0.146503434,3.781145993,0.175199929,-0.521785325,0.087018276,0.249160662,0.107119606,0.909828721,0.111544199,1.212703995,0.057761991,1.985916986,0.041832882,2.557302033,0.065607454
II-VI,CdO,M_A,F,5.263627855,0.247917515,4.187713791,0.169582024,-0.963922872,0.05749852,-0.433037695,0.150426533,-0.043633881,0.091657147,0.463697357,0.102275097,2.121304004,0.070671439,2.072943754,0.056102199
II-VI,CdO,M_A,Cl,5.334682266,0.159680084,4.65551814,0.161305051,-1.139172406,0.036996052,-0.793725366,0.072692825,0.220158805,0.083276524,0.674580797,0.130438311,2.071848295,0.046087239,2.222559455,0.064396855
II-VI,CdO,M_A,Br,5.183125662,0.106502653,4.620499776,0.133502374,-1.040093302,0.038424065,-0.604768057,0.109389992,0.241510717,0.099574916,0.646469326,0.116670587,1.982148545,0.108312836,2.455659784,0.067809186
II-VI,CdO,M_A,I,4.585644633,0.105656093,4.170808268,0.127052664,-1.053581308,0.058513254,-0.442510698,0.116908058,0.50299344,0.108034623,0.888428569,0.130102586,1.945080109,0.080042462,2.598793267,0.041953168
II-VI,CdO,M_A,Sc,1.842020344,0.113351067,3.376969714,0.178107845,-0.323792594,0.124536672,-0.190717091,0.114922428,0.831531971,0.121035965,1.455240097,0.058403097,2.149271408,0.069278288,2.609993151,0.041594783
II-VI,CdO,M_A,Ti,2.045221424,0.172582293,3.920199906,0.160734353,-0.336477884,0.084858426,0.26685345,0.077227783,0.897284669,0.157700918,1.376787604,0.032589234,2.082968684,0.060973388,2.554166669,0.030525455
II-VI,CdO,M_A,V,2.338859451,0.168833125,4.249110013,0.187234677,-0.363445012,0.105290714,0.266647157,0.08818878,0.959271455,0.161842423,1.268777564,0.034096593,2.07752709,0.048438389,2.422878287,0.033405515
II-VI,CdO,M_A,Cr,1.861797973,0.168701498,3.857828647,0.188564752,-0.49101473,0.101454121,-0.059319945,0.081972703,0.911348055,0.169635365,1.069707908,0.04927077,2.031640278,0.047732081,2.40253973,0.031755288
II-VI,CdO,M_A,Mn,1.690762887,0.116754185,3.187918468,0.162048204,-0.53769444,0.085312387,0.138125929,0.055730294,0.791732089,0.122505479,1.306768858,0.03637179,2.086681656,0.071450679,2.447954233,0.035929119
II-VI,CdO,M_A,Fe,1.966788242,0.190183684,3.832756784,0.196051845,-0.561087807,0.088079289,-0.138812332,0.108359274,0.814863313,0.170813713,1.098650662,0.023102189,2.019241035,0.02945256,2.361161043,0.02597558
II-VI,CdO,M_A,Co,2.562314171,0.297509037,3.983156571,0.20930591,-0.704042102,0.074372231,-0.500153777,0.106834579,0.506021982,0.165830331,0.956349596,0.054527764,1.922181201,0.033487033,2.277772658,0.038837094
II-VI,CdO,M_A,Ni,2.601025051,0.24540305,3.722644011,0.117472527,-0.674549157,0.08278263,-0.492271212,0.107305188,0.518632859,0.171593814,0.86151159,0.064865982,1.81829225,0.046709113,2.249701773,0.051708202
II-VI,CdO,M_A,Cu,2.594522725,0.165189454,3.019349452,0.070517195,-0.835203634,0.05880446,-0.595530832,0.069888233,0.432395098,0.172304387,0.710886609,0.069857774,1.925254958,0.049459934,2.259337218,0.050023103
II-VI,CdO,M_A,Zn,1.708093933,0.139710866,2.917742652,0.09360607,-0.636473713,0.046142237,-0.403283607,0.070855936,0.361204298,0.170998546,1.196970748,0.07584964,1.935701188,0.026806584,2.38591058,0.046817897
II-VI,CdO,M_A,Y,1.995857652,0.091176889,3.793166282,0.11702512,-0.358916952,0.123446511,-0.0718458,0.153123391,0.811579045,0.136659918,1.520688398,0.117813421,2.346187543,0.073714698,2.745060414,0.032587528
II-VI,CdO,M_A,Zr,2.439667425,0.168928112,4.709384058,0.191979672,-0.273912575,0.08961213,0.511989153,0.144910469,1.057410582,0.167851186,1.532362792,0.038796156,2.277528304,0.062186213,2.622111541,0.053575126
II-VI,CdO,M_A,Nb,3.004337035,0.106118302,4.933269178,0.142505062,-0.197341902,0.108780616,0.420945038,0.056244778,1.091932976,0.176095978,1.28807994,0.03074697,2.208119612,0.059878195,2.582469122,0.037336118
II-VI,CdO,M_A,Mo,3.543838898,0.100500789,5.306047639,0.187904716,-0.112008891,0.13575666,0.530242539,0.065685163,1.106083062,0.196612008,1.062936596,0.057887369,1.9393398,0.059081446,2.464197097,0.052111121
II-VI,CdO,M_A,Tc,3.334765993,0.067791728,4.844197289,0.162816114,-0.269409108,0.135260614,0.527188863,0.074493446,1.142445554,0.15671366,1.181584541,0.069473141,1.914712029,0.076506336,2.442226981,0.034852052
II-VI,CdO,M_A,Ru,3.038054186,0.081672814,5.339652125,0.314185018,-0.354463977,0.130676687,0.087773689,0.109657181,1.242664394,0.270373161,0.977608786,0.067367021,2.024650385,0.045459813,2.391844632,0.044031027
II-VI,CdO,M_A,Rh,2.708741177,0.191511338,4.675108701,0.22556096,-0.587892676,0.120535471,-0.197367312,0.111505446,0.79382631,0.170505835,0.919628397,0.065414967,1.917614383,0.018087096,2.32383582,0.058005301
II-VI,CdO,M_A,Pd,2.500277717,0.271717706,3.491240976,0.112923938,-0.777423918,0.073906465,-0.430179062,0.112893766,0.493781061,0.164677504,0.869726703,0.087491172,1.820685998,0.06224167,2.368890431,0.03957335
II-VI,CdO,M_A,Ag,2.607933882,0.1177711,2.699878186,0.100058859,-0.923781968,0.044800665,-0.612965296,0.051185897,0.527298787,0.17665224,0.735970014,0.066224959,2.106053214,0.02992173,2.496908087,0.047362831
II-VI,CdO,M_A,Cd,1.42452933,0.146019909,2.468022338,0.131322396,-0.604456568,0.038050532,-0.396739845,0.065901489,0.519162653,0.170083893,1.38766783,0.047097323,2.08322484,0.02414986,2.591200779,0.036486133
II-VI,CdO,M_A,La,1.90599731,0.116500517,3.345200041,0.12071058,-0.366555115,0.148153708,-0.201908494,0.164062121,0.841903392,0.113272922,1.56503754,0.129645744,2.309854508,0.066790981,2.606050237,0.039039541
II-VI,CdO,M_A,Hf,2.090689875,0.196855916,3.080867332,0.148156246,-0.196848628,0.062659265,0.671102447,0.133726591,1.149880718,0.146248391,1.842591905,0.043073635,2.258812701,0.081654892,2.715715596,0.038000109
II-VI,CdO,M_A,Ta,3.148677791,0.090611272,3.750240615,0.158573538,0.055319912,0.080736986,0.443003832,0.043238017,1.223260473,0.140996196,1.609768778,0.064882756,2.229126895,0.069330934,2.685596676,0.033107132
II-VI,CdO,M_A,W,3.852415511,0.070251813,4.316147204,0.114780116,-0.039659736,0.086925123,0.524225656,0.053296599,1.068610059,0.107628065,1.348468154,0.101105308,1.939965826,0.063699109,2.491357658,0.046073007
II-VI,CdO,M_A,Re,3.956593372,0.018553301,4.283408995,0.123641315,0.095100085,0.109125072,0.749584554,0.089891552,1.314035976,0.105749406,1.587068539,0.085611042,2.041816111,0.083046803,2.549621121,0.034326776
II-VI,CdO,M_A,Os,3.809320116,0.05984635,4.52554135,0.193273238,-0.232983939,0.070862815,0.321098859,0.089811943,1.264870729,0.143780353,1.330644979,0.067979052,2.007112799,0.041922857,2.415000267,0.045512771
II-VI,CdO,M_A,Ir,3.585374933,0.073425165,4.468164688,0.314982532,-0.320933216,0.041466175,0.098575621,0.166544207,0.859012769,0.100615813,1.299180917,0.087310694,1.957914083,0.00553021,2.40558488,0.049757491
II-VI,CdO,M_A,Pt,3.336084019,0.123119766,3.733776956,0.178361981,-0.652456025,0.035969332,-0.007620183,0.105211909,0.724979541,0.114332116,1.088520951,0.078023625,1.808130521,0.052345918,2.439246749,0.04129108
II-VI,CdO,M_A,Au,3.19424695,0.099301209,2.887150009,0.120380533,-0.96577343,0.034824529,-0.326805492,0.088325043,0.448644444,0.128956476,0.966386669,0.078444581,1.956528665,0.019892921,2.446007164,0.046572309
II-VI,CdO,M_A,Hg,2.251680516,0.062989955,2.091169057,0.105226667,-0.91049234,0.050083046,-0.578854188,0.091720277,0.185634988,0.262073411,1.433585457,0.087781373,2.016037911,0.031797991,2.555816435,0.038723619
II-VI,CdO,M_A,Ce,1.908972979,0.110823927,3.199444279,0.1069021,-0.397238152,0.151111768,-0.191980005,0.163946196,0.816785521,0.116656888,1.563560299,0.120473115,2.298325721,0.085001493,2.677705054,0.046157246
II-VI,CdO,M_A,Pr,1.811089983,0.123416592,3.187000603,0.10689189,-0.394984455,0.162935944,-0.225284407,0.160652963,0.844782897,0.119462867,1.591594945,0.121626707,2.311742349,0.076782539,2.685556828,0.047426896
II-VI,CdO,M_A,Nd,1.754822026,0.119678277,2.923618382,0.102242177,-0.409461133,0.155694509,-0.229516329,0.15749685,0.863410252,0.125251667,1.600428077,0.11529473,2.298025885,0.087343844,2.715618606,0.050036239
II-VI,CdO,M_A,Pm,1.735384161,0.124908379,2.85555699,0.099603161,-0.444373338,0.15186317,-0.221058577,0.163483628,0.882004506,0.122213309,1.615426147,0.109304645,2.293781718,0.088503976,2.690445662,0.050767591
II-VI,CdO,M_A,Sm,1.684431699,0.118949875,2.396448802,0.110834111,-0.622345478,0.16127531,-0.245418962,0.127240396,0.875658243,0.152886452,1.62508294,0.101263548,2.223284582,0.098877741,2.707906385,0.048257369
II-VI,CdO,M_A,Eu,1.871131007,0.109925277,2.536059376,0.120070902,-0.686601184,0.158175202,-0.282757199,0.146586105,0.767466782,0.141349068,1.608277947,0.099373716,2.201094976,0.090275322,2.664085692,0.037329585
II-VI,CdO,M_A,Gd,1.837840418,0.118063076,2.875917505,0.107209933,-0.314508113,0.120347076,-0.133876027,0.141011936,0.918959481,0.09759639,1.614696392,0.082744209,2.330115319,0.087838756,2.73139253,0.044744081
II-VI,CdO,M_A,Tb,1.86811507,0.110319352,2.806686487,0.106565717,-0.383884443,0.127939259,-0.10087189,0.14026702,0.913991797,0.097943563,1.648091669,0.070794397,2.262825114,0.096790368,2.736458051,0.045654056
II-VI,CdO,M_A,Dy,1.647616345,0.12994346,2.453396723,0.101445251,-0.514921709,0.126360524,-0.120722129,0.144147114,1.006055501,0.109361268,1.652701169,0.069254685,2.248130795,0.100991325,2.710353,0.048810851
II-VI,CdO,M_A,Ho,1.738237955,0.136156228,2.527561703,0.103375742,-0.422511898,0.111876347,-0.074015371,0.144841117,1.021447804,0.104012734,1.674891603,0.063143204,2.267526309,0.100101005,2.712455064,0.050402004
II-VI,CdO,M_A,Er,1.804014409,0.139864369,2.618059792,0.104964883,-0.353972575,0.110719207,-0.009840027,0.14497319,1.025475437,0.101065403,1.70025799,0.057620283,2.274876131,0.095874642,2.716794221,0.051581397
II-VI,CdO,M_A,Tm,1.71029894,0.139679305,2.359751987,0.11058636,-0.497783593,0.120370745,0.03706063,0.139760035,1.023022516,0.11963043,1.703368298,0.05700725,2.223311249,0.104208279,2.722668426,0.051743541
II-VI,CdO,M_A,Yb,1.712078968,0.123767607,2.318516,0.106492206,-0.562318818,0.130559996,0.050221565,0.131527435,0.922914295,0.130115178,1.656021373,0.069142979,2.185092208,0.074704579,2.70915985,0.052142966
II-VI,CdO,M_A,Lu,1.957077262,0.157680098,2.838511216,0.113146784,-0.328393668,0.114365189,0.025827341,0.125343666,1.051653475,0.103483459,1.698428933,0.03735644,2.233298827,0.089836948,2.744261699,0.051384773
II-VI,CdO,M_B,Li,3.045853417,0.091405581,4.610052161,0.088539122,-0.515716893,0.12034728,-0.10831322,0.166325651,1.02811102,0.121195383,1.290696371,0.098452959,2.122358855,0.034685258,2.485988075,0.048135108
II-VI,CdO,M_B,Na,3.0463095,0.096537129,5.213968027,0.118071391,-0.42100685,0.113235058,0.197421945,0.128761569,1.133343809,0.105603677,1.235124025,0.136225729,2.334852254,0.05841326,2.783470331,0.032826805
II-VI,CdO,M_B,K,3.228256078,0.090123127,5.730091701,0.115419994,-0.314730938,0.134719937,0.123361684,0.093533871,1.196022057,0.116434027,1.263643371,0.113398913,2.351917251,0.073769465,2.670431149,0.06227578
II-VI,CdO,M_B,Rb,3.528773816,0.034030393,5.861581183,0.088481567,-0.108353894,0.137601459,-0.001322034,0.061425463,1.234948765,0.125073216,1.546655619,0.10280497,2.382511248,0.074907167,2.579999967,0.083006437
II-VI,CdO,M_B,Cs,3.573902615,0.057172266,5.582875718,0.043172672,-0.093486524,0.135883556,-0.169186102,0.103293162,1.332487599,0.088902258,1.742593285,0.09747401,2.316917473,0.072153981,2.555554267,0.073486299
II-VI,CdO,M_B,Be,2.807726565,0.100809864,5.553297793,0.095771863,-0.307656964,0.093711505,0.701300862,0.092025573,1.157277045,0.097788704,1.58319063,0.126884756,2.673051831,0.100783225,2.678768118,0.079439005
II-VI,CdO,M_B,Mg,2.693047039,0.07904295,5.22576105,0.135181259,-0.316313103,0.089277378,0.765658423,0.145921428,1.211912942,0.08723838,1.546952644,0.148967545,2.308251462,0.042014746,2.730335405,0.039186115
II-VI,CdO,M_B,Ca,3.179095217,0.071591492,6.053941453,0.110164969,0.008248791,0.117339004,0.787767666,0.163318705,1.312131416,0.082131429,1.703598867,0.110597919,2.376063832,0.063381142,2.84667774,0.028681336
II-VI,CdO,M_B,Sr,3.557052931,0.05188052,6.32882692,0.102066799,0.177261347,0.147748342,0.456413347,0.211744132,1.35244826,0.072373391,1.785200554,0.089354637,2.465903759,0.071222792,2.815903576,0.054133124
II-VI,CdO,M_B,Ba,3.503412297,0.0388799,6.069422034,0.03831015,0.199284489,0.118181709,0.321913872,0.165291721,1.371194466,0.070180065,1.93574743,0.101349092,2.44818831,0.065001073,2.771081902,0.053318079
II-VI,CdO,M_B,B,2.94931777,0.129684902,5.574177444,0.157610587,-0.305846874,0.10914455,0.137108732,0.128871082,0.988868015,0.027336726,1.312769552,0.161373958,2.597255907,0.071115999,2.577703834,0.060551504
II-VI,CdO,M_B,Al,2.209459877,0.112947082,4.674941903,0.119390805,-0.225331364,0.11133017,0.563986314,0.043649982,0.998873708,0.089282258,1.493156322,0.12634185,2.404111628,0.073923356,2.652500915,0.055481985
II-VI,CdO,M_B,Ga,2.122718166,0.099245576,4.521675089,0.168633134,-0.33064579,0.127828982,0.395328373,0.082025569,1.076359913,0.052698548,1.65713962,0.090326397,2.228549949,0.044560808,2.678616913,0.053194412
II-VI,CdO,M_B,In,2.401135468,0.08881685,4.812858413,0.135567728,-0.206471719,0.127050908,0.329385871,0.074008189,1.169624066,0.053232221,1.797506767,0.117026158,2.261884119,0.024507516,2.753775944,0.014855652
II-VI,CdO,M_B,Tl,2.617792705,0.087999552,4.534427041,0.109054601,-0.008045217,0.071255674,0.193236748,0.102129238,1.23438349,0.036034184,1.768705593,0.12526612,2.284012143,0.025988231,2.86539535,0.027904104
II-VI,CdO,M_B,C,4.140667934,0.088737614,5.872664835,0.178084274,-0.098306956,0.136910161,-0.09166109,0.072623921,0.741379995,0.043449513,1.174707833,0.128914584,2.428758403,0.091387266,2.550490009,0.06370552
II-VI,CdO,M_B,Si,3.136040505,0.125064898,4.968251454,0.209586662,-0.016518459,0.135816201,0.505659868,0.083727092,0.990766423,0.074068043,1.501703323,0.078087024,2.439955144,0.066391032,2.650607983,0.066650765
II-VI,CdO,M_B,Ge,2.687153934,0.121146717,4.684424822,0.187755948,-0.22552773,0.081367368,0.416570913,0.06334947,0.925812239,0.036455224,1.770333563,0.063409296,2.391186845,0.045073955,2.677542769,0.042515352
II-VI,CdO,M_B,Sn,2.526485342,0.100021925,4.602477352,0.156720922,-0.271986334,0.107854463,0.453334966,0.06338852,1.064175299,0.037370878,1.802806885,0.102887729,2.379537938,0.027511546,2.768176782,0.023059312
II-VI,CdO,M_B,Pb,2.656095807,0.087641715,4.355855115,0.134752438,-0.089158452,0.091223131,0.04243909,0.079538609,1.122906288,0.037661404,1.792756013,0.116152374,2.345538182,0.021734143,2.898433977,0.02587919
II-VI,CdO,M_B,N,3.37270198,0.10460227,3.636632612,0.102861211,-0.867848699,0.085624532,-0.27247597,0.054241443,0.482185884,0.106686402,0.926853922,0.170281813,1.937420655,0.111803736,2.397557442,0.051752073
II-VI,CdO,M_B,P,3.024499895,0.080435992,3.708396388,0.110396031,-0.369000697,0.058231031,0.294128582,0.074123809,0.708179766,0.074590171,1.316559166,0.11785514,2.443072636,0.080752652,2.657796031,0.057880193
II-VI,CdO,M_B,As,2.691927918,0.094694786,3.766890303,0.153515349,-0.415730253,0.078489681,0.242949973,0.046125293,0.832181149,0.05418097,1.652364673,0.083849514,2.509248666,0.044724304,2.703242686,0.059760748
II-VI,CdO,M_B,Sb,2.756979121,0.0827944,4.240972882,0.143825144,-0.330176813,0.080827575,0.319217058,0.080581229,0.930090694,0.055995463,1.777452876,0.111051415,2.439692409,0.028541779,2.775039687,0.021394677
II-VI,CdO,M_B,Bi,2.849051389,0.083559676,4.221067632,0.115481817,-0.107270838,0.099174699,0.220853384,0.082317163,1.157566196,0.029820745,1.786786739,0.105003506,2.320052147,0.034434346,2.878777039,0.026747778
II-VI,CdO,M_B,O,3.388804003,0.140714123,3.023095364,0.120012956,-0.74154833,0.072707964,-0.513976395,0.053284443,0.417507329,0.085434248,0.700960607,0.162916235,1.879672951,0.108444979,2.392017081,0.053830321
II-VI,CdO,M_B,S,3.275538105,0.035409979,3.351057143,0.109811427,-0.468476549,0.056084298,0.268494874,0.075232813,0.843434768,0.063999919,1.197876515,0.106488647,2.397016292,0.083572938,2.610931256,0.052480347
II-VI,CdO,M_B,Se,2.895087549,0.070266416,3.270784777,0.168224124,-0.454909718,0.055028153,0.276026843,0.100368942,0.843462612,0.0600626,1.560168103,0.085411586,2.546012486,0.072259176,2.754509692,0.035989604
II-VI,CdO,M_B,Te,3.071286774,0.053199681,3.847702352,0.120340481,-0.363422815,0.083796327,0.403998271,0.09552204,0.971528904,0.046390314,1.816467432,0.079419057,2.446434436,0.031376619,2.819523712,0.026428745
II-VI,CdO,M_B,F,3.776316636,0.121303471,2.689565451,0.116435062,-1.060673993,0.054607567,-0.280837571,0.17542154,0.403031689,0.120124284,0.630530178,0.148055246,1.986798266,0.120424077,2.216854145,0.060552213
II-VI,CdO,M_B,Cl,3.39637108,0.07398859,3.238113168,0.138567541,-1.052202781,0.083731401,-0.454946976,0.104653605,0.658500044,0.114943923,1.123393932,0.09578424,2.295157584,0.089802339,2.685149175,0.05417295
II-VI,CdO,M_B,Br,3.29019282,0.041859925,3.757372435,0.144508602,-0.946988343,0.102170122,-0.462263662,0.114090031,0.805462428,0.138902754,1.409668229,0.073678766,2.426590357,0.085779047,2.802481236,0.057607012
II-VI,CdO,M_B,I,3.182486249,0.035158712,4.092390412,0.113257929,-0.640971197,0.137360143,-0.332052018,0.163313335,1.048977578,0.157497601,1.846348756,0.083277654,2.606124537,0.093489991,2.91161902,0.036910474
II-VI,CdO,M_B,Sc,2.985158811,0.076312345,6.447501302,0.161923013,0.178789646,0.130015682,0.845945455,0.184504333,1.25456341,0.070912121,1.867847255,0.112047574,2.255699916,0.039992297,2.754818649,0.020802302
II-VI,CdO,M_B,Ti,3.045787481,0.087627698,6.55509833,0.164100798,-0.063263027,0.07224867,0.704368711,0.104203967,1.22556962,0.054142779,1.843717701,0.086993445,2.255942157,0.041091472,2.790362185,0.039481822
II-VI,CdO,M_B,V,3.167200051,0.081835914,6.448425163,0.163256302,-0.151560231,0.050309158,0.589587153,0.036400325,1.198943544,0.067501131,1.806420923,0.093115113,2.216650718,0.017482421,2.673762353,0.032592166
II-VI,CdO,M_B,Cr,2.831858871,0.066374334,5.915859878,0.139729647,-0.343875027,0.082530773,0.321544049,0.05784747,1.251738003,0.061098304,1.699496132,0.076663472,2.28471543,0.046344183,2.705962755,0.049939745
II-VI,CdO,M_B,Mn,2.698428813,0.061007326,5.432855694,0.129661621,-0.512288003,0.05901714,0.658497787,0.079494717,1.20845727,0.051841387,1.721269351,0.081473437,2.2613612,0.031349978,2.784224125,0.02482626
II-VI,CdO,M_B,Fe,2.664956437,0.073249995,5.675139233,0.132205994,-0.368650025,0.050465809,0.396016754,0.076084023,1.096881287,0.040832465,1.71444891,0.082552491,2.380748454,0.068455667,2.727827217,0.03770488
II-VI,CdO,M_B,Co,2.453085527,0.109039138,5.43387172,0.130625609,-0.433791527,0.051618469,0.225162455,0.084054095,0.967253667,0.063707701,1.739107201,0.078604834,2.509677733,0.044703584,2.681593818,0.037441821
II-VI,CdO,M_B,Ni,2.416748269,0.104529915,4.997251145,0.1193937,-0.474825351,0.061320903,0.092707248,0.08025745,1.006851415,0.052455061,1.70712687,0.074984657,2.503519478,0.045121801,2.670936241,0.046159358
II-VI,CdO,M_B,Cu,2.328589785,0.101291896,4.332292098,0.100987744,-0.607421614,0.074828268,0.329715693,0.031711345,0.965101781,0.080726727,1.66878855,0.081964116,2.508871967,0.055911065,2.690578343,0.043470423
II-VI,CdO,M_B,Zn,2.162425059,0.099923115,4.2089002,0.093070554,-0.617493172,0.068935763,0.611237695,0.051052402,1.12237444,0.037447554,1.717274383,0.087278499,2.369116352,0.031268737,2.741419043,0.048984236
II-VI,CdO,M_B,Y,3.356764649,0.059165745,6.652425664,0.136031484,0.218943412,0.112292715,0.703392517,0.148753403,1.352006586,0.050481974,1.935579928,0.078856063,2.453483025,0.040863662,2.803513072,0.022866185
II-VI,CdO,M_B,Zr,3.428092016,0.061175892,6.635168823,0.163170801,0.080276148,0.061449469,0.640527558,0.116547645,1.320042541,0.042941097,1.992933795,0.074215242,2.411183214,0.036269665,2.749174904,0.037352763
