,Type,Site,Impurity,AB,(+1/0)_DFT,train_mean,train_std
0,IV-IV,M_i_neut,Cl,GeC,0.9301159999999999,1.0921138812881268,0.07510784698330518
1,III-V,M_i_neut,Te,BAs,1.075617,0.91262711374509,0.051376912337464185
2,IV-IV,M_i_B,Cd,GeC,2.240143,1.4348477271878834,0.038295380653301916
3,III-V,M_i_B,Zr,BP,1.1638549999999999,0.8548694488432755,0.043083343158352334
4,III-V,M_B,Ag,GaN,2.349557,2.261371765775116,0.08711235731559101
5,III-V,M_i_neut,Bi,BSb,0.9450350000000001,0.8348529963033885,0.0337245214766908
6,II-VI,M_B,Ca,ZnS,2.438316,2.510989074917829,0.048000282492668474
7,II-VI,M_B,V,CdO,1.151263,1.268216460909205,0.07249624044630466
8,IV-IV,M_i_neut,S,SnC,0.7117760000000001,0.9810090807471912,0.04778646204156327
9,II-VI,M_i_neut,Zr,ZnS,2.2778,2.2669542455809664,0.0359662669080112
10,IV-IV,M_i_neut,Br,SnC,0.814702,1.0170629357053318,0.07393330762735384
11,II-VI,M_i_A,Ta,ZnS,2.5628330000000004,2.0453426570515862,0.035486811738276454
12,IV-IV,M_i_neut,Cd,SnC,1.6193739999999999,1.213865865112128,0.0481194210590137
13,IV-IV,M_i_B,Mg,SnC,1.607065,1.0290291669595863,0.06417137358805956
14,III-V,M_i_B,Cs,InN,1.042062,1.485419454224999,0.05313863860858306
15,IV-IV,M_i_neut,Re,GeC,1.1505,1.2586204290312648,0.0352484548894416
16,II-VI,M_B,Hf,CdSe,1.1213790000000001,1.3337621631051022,0.04242861020292827
17,III-V,M_i_B,Ta,BP,0.8750399999999999,0.7742846672747158,0.041038189201546074
18,II-VI,M_i_A,Ta,CdO,1.616858,1.3678255979350489,0.03109324861227094
19,IV-IV,M_B,Nb,GeC,0.82511,1.1635860435680145,0.06382351147966943
20,II-VI,M_i_A,In,ZnO,2.3213779999999997,1.8966439310274203,0.029648266692282148
21,II-VI,M_A,Re,ZnO,1.744193,1.4155059341434328,0.06814973299858998
22,II-VI,M_i_A,Si,CdO,1.405908,1.0143369944491138,0.03162633281836208
23,IV-IV,M_i_A,Mo,GeC,0.991186,1.2318975035306832,0.033594569657825556
24,IV-IV,M_A,Rb,SiC,0.783644,0.9003317189896833,0.06289991148231068
25,IV-IV,M_i_A,Sn,SnC,1.738462,1.3815454763389865,0.03520550722290253
26,IV-IV,M_B,Sc,SiC,1.797282,1.330335271003814,0.0735212722299782
27,III-V,M_i_A,S,BAs,0.500512,0.5769185455351431,0.059272652935417
28,III-V,M_B,Zr,AlP,1.313276,0.9792887726273041,0.04826205306204778
29,IV-IV,M_B,Nb,SnC,0.614056,0.9522499589990797,0.0600921180269628
30,II-VI,M_i_A,Ta,CdS,1.8872830000000003,1.6870011826658147,0.030816323545472847
31,II-VI,M_i_A,Y,ZnS,2.623325,2.501637153137744,0.045409790294733396
32,IV-IV,M_i_B,Ir,SiC,1.185547,1.6898402936917336,0.04589669666502982
33,III-V,M_i_A,Au,BP,1.286363,1.1418873337825317,0.04936228428835162
34,IV-IV,M_i_B,Ru,GeC,0.653053,1.3486694938379975,0.02582932757170648
35,IV-IV,M_i_B,Ta,SnC,1.396484,1.2668015567450572,0.043778312809060006
36,IV-IV,M_i_B,Si,SnC,1.519815,1.2342731719670994,0.041013022250549244
37,II-VI,M_i_B,Ga,ZnO,2.24067,1.8494976566830208,0.03226707785243078
38,II-VI,M_B,Na,CdS,1.8988040000000002,1.8476604078299108,0.03530226558119125
39,II-VI,M_i_A,Mo,CdS,1.822316,1.5344982541289438,0.028564438888074
40,II-VI,M_i_neut,Pb,ZnS,2.5100540000000002,1.8496022947381008,0.043190180020479876
41,IV-IV,M_B,I,SiC,2.031673,1.6883021676941887,0.07350280586818961
42,II-VI,M_i_neut,La,ZnSe,2.1082389999999998,2.0673972368104465,0.025710478438048898
43,II-VI,M_i_A,Tc,CdO,1.4238819999999999,1.1255979812742924,0.02361325373520427
44,II-VI,M_B,Zr,CdTe,0.744568,0.6778753247371542,0.028643714707508414
45,II-VI,M_B,La,CdTe,0.9762850000000001,0.8134946431442689,0.04329415121729693
46,II-VI,M_B,W,CdTe,0.43958800000000003,0.43199638623371817,0.028920977844726865
47,IV-IV,M_i_A,Ru,SiC,2.030186,1.7401662420431543,0.04021716032982671
48,III-V,M_i_neut,Cl,BSb,-0.1024,0.07997455503807141,0.08393458109288614
49,II-VI,M_i_B,Al,ZnS,2.655321,2.1217869004095684,0.038056530275155646
50,IV-IV,M_i_B,Al,GeC,2.020244,1.417877192733752,0.04519862456313712
51,III-V,M_i_neut,Pt,BP,0.265665,0.3131333008460045,0.06199746904097807
52,III-V,M_i_neut,Ag,BP,1.4069120000000002,1.0335181059675798,0.041432211394795616
53,III-V,M_i_A,Ba,GaP,1.612571,1.5813180254395791,0.046101379834099676
54,II-VI,M_B,Nb,CdTe,0.377087,0.5374259859349799,0.030884809017082474
55,IV-IV,M_i_A,Tc,SiC,1.708618,1.671188943363283,0.034474440715764096
56,II-VI,M_B,Y,CdTe,0.7339479999999999,0.8352455469273925,0.03270979357027367
57,III-V,M_i_B,I,AlP,0.7229909999999999,1.2063466619322998,0.05013998094533783
58,II-VI,M_B,Ca,CdSe,1.503391,1.659801440195795,0.03712680314857472
59,III-V,M_i_A,Be,GaN,2.588848,2.1100382184656996,0.06921113706455445
60,III-V,M_B,I,InN,1.507845,1.0794983472399242,0.07073624878729254
61,IV-IV,M_i_A,B,SiC,1.800266,1.6564132591714766,0.03914877653271642
62,II-VI,M_B,Co,ZnS,1.973958,1.4029721721038346,0.0436977054381341
63,III-V,M_i_A,W,BP,0.421746,0.8020811135324276,0.047932186863310716
64,III-V,M_B,Ba,InP,1.436367,0.9723243121003989,0.05920234486279198
65,III-V,M_B,La,GaAs,0.6582319999999999,0.45932565130614444,0.048039812651801066
66,II-VI,M_B,Si,ZnS,0.601769,1.3606881493243552,0.04344061879711877
67,II-VI,M_i_B,Sn,CdO,1.367734,1.2243310305799544,0.02636972888229281
68,III-V,M_i_B,Tc,BAs,0.511016,0.39375533664266804,0.035012517637092636
69,II-VI,M_B,Os,CdSe,0.013287,0.5134889532911115,0.05023384313300379
70,II-VI,M_B,Mo,CdTe,0.705866,0.3593426967007115,0.02614273966203239
71,II-VI,M_B,Re,CdTe,-1.024745,0.3266658473365257,0.03686121190754658
72,II-VI,M_i_A,Ba,ZnSe,2.146619,2.1625337602808834,0.030796435654297297
73,II-VI,M_B,Ti,CdTe,0.787824,0.6747397911849589,0.025144578360114245
74,II-VI,M_B,Sc,CdTe,0.530193,0.7713886506165417,0.025946473743907305
75,II-VI,M_i_A,Cl,ZnO,0.264869,0.43936334686441,0.04424942086057072
76,II-VI,M_B,Ta,CdTe,0.430462,0.4827957900789167,0.04177673180163682
77,II-VI,M_B,Ba,CdTe,1.445813,1.1389670779940981,0.04036057112415064
78,IV-IV,M_i_neut,O,GeC,-0.281107,0.6154593520138313,0.03771974885173314
79,II-VI,M_i_A,Sc,ZnS,2.5601689999999997,2.385525425161947,0.042098493652110484
80,II-VI,M_i_neut,Ti,ZnS,2.427066,2.148381572192293,0.03963821122709555
81,IV-IV,M_B,Sb,SiC,1.8042880000000001,1.5127602029394862,0.07026732409946215
82,III-V,M_A,Hf,BAs,0.9281729999999999,0.7569575754851255,0.08947252568674337
83,II-VI,M_i_neut,Cs,CdS,1.778028,1.8800619717567315,0.05811445151197062
84,IV-IV,M_i_B,C,SnC,1.246668,0.9763590388465717,0.048071391305790225
85,IV-IV,M_B,Te,SnC,1.583503,1.1466396784972877,0.05477532121341715
86,IV-IV,M_i_B,F,GeC,-0.31041399999999997,0.3954200193124034,0.07957233874368909
87,II-VI,M_i_neut,Cs,ZnSe,2.082935,1.9780212976763323,0.04636426421302062
88,IV-IV,M_A,Pb,SnC,-0.185133,0.37463105511781025,0.06256125165765249
89,II-VI,M_i_B,Ir,CdS,1.248897,1.3229252115371468,0.034086684380333125
90,II-VI,M_i_B,Bi,ZnSe,1.632662,1.6508601668240481,0.021482566401086443
91,II-VI,M_i_B,Mg,ZnS,2.7601080000000002,2.241818366226135,0.03731829480932136
92,II-VI,M_B,Sr,CdTe,1.324135,1.1940027676264549,0.04125410196888792
93,II-VI,M_i_neut,Na,ZnO,1.391177,1.8354625178856587,0.03767684071317766
94,IV-IV,M_i_neut,Zn,SiC,2.055246,1.6714508992127357,0.047062616249539564
95,IV-IV,M_i_B,Al,SiC,2.053387,1.7289374649011837,0.04443499231971263
96,II-VI,M_B,I,ZnO,1.658116,0.9853133015106204,0.05949608455603687
97,IV-IV,M_A,Rh,GeC,0.8590770000000001,0.36322876320428515,0.055802379505558344
98,II-VI,M_B,Ca,CdTe,1.198016,1.050831447902747,0.03387120122177166
99,II-VI,M_i_neut,Ir,ZnS,1.091375,1.520723456703359,0.04279291480636124
100,IV-IV,M_i_B,C,SiGe,0.645027,0.32586813099488243,0.03776577992469176
101,IV-IV,M_B,Re,SnC,0.5229779999999999,0.8290889506573744,0.060460260606305286
102,III-V,M_i_B,C,AlAs,0.7640819999999999,0.6582376720787468,0.04179993608496158
103,III-V,M_A,Te,BP,1.212646,1.0525300287893777,0.08386192642168853
104,II-VI,M_i_B,C,CdTe,1.084262,0.5107287756647307,0.021385539385439925
105,III-V,M_i_neut,Pb,AlP,1.784305,1.6151831271008443,0.03920429826897876
106,IV-IV,M_B,Li,GeC,1.796947,0.9972630788526766,0.07864105006426643
107,II-VI,M_i_B,Y,CdO,1.553084,1.5811662475163428,0.03380575073373731
108,II-VI,M_i_A,C,CdTe,0.099245,0.5051076149316853,0.024267912270767574
109,II-VI,M_i_A,W,CdTe,1.28124,1.0110067291306362,0.031017135996439554
110,IV-IV,M_A,As,SnC,1.085608,0.0350694028382733,0.0679072403056753
111,III-V,M_i_B,Pb,GaP,1.762525,1.3908189956072659,0.043234932296558164
112,IV-IV,M_i_neut,W,SnC,0.998575,1.186878782054629,0.04347322805068814
113,II-VI,M_i_A,C,ZnTe,0.2996,0.4633550402515355,0.02801823965614486
114,II-VI,M_i_neut,W,ZnTe,0.9061020000000001,1.0030499036950016,0.03675260716728165
115,II-VI,M_i_neut,In,CdO,1.236045,1.4217909369854886,0.024457193553511874
116,II-VI,M_i_B,Sb,CdTe,1.0428959999999998,1.2054629893547764,0.023600360624322605
117,II-VI,M_i_A,Re,CdTe,1.175366,0.943001259583828,0.022330808157568806
118,II-VI,M_B,Os,CdTe,-0.209443,0.13879376741634636,0.040908461684878814
119,II-VI,M_i_neut,C,CdTe,1.209,0.5089031334877202,0.022942192551564284
120,IV-IV,M_B,Bi,GeC,1.808876,1.387462178208334,0.06643779524357235
121,II-VI,M_i_B,Re,CdTe,1.35169,0.9431016511253029,0.023615568931403545
122,II-VI,M_B,Ru,CdTe,-0.210806,0.2609378487704575,0.022076013868510512
123,II-VI,M_A,O,CdS,0.070012,0.6618549586404114,0.07771893829026302
124,II-VI,M_i_A,Al,CdS,1.898365,1.7797724873840246,0.031436527049617496
125,II-VI,M_A,Ru,CdO,1.467675,0.6943092182101045,0.03914306077696087
126,II-VI,M_i_A,Pb,CdO,1.321094,1.2065293837260913,0.027025009259649655
127,II-VI,M_B,Tc,CdTe,0.170025,0.3553574198312151,0.02931913101340034
128,II-VI,M_B,V,CdTe,0.30480799999999997,0.5979574657020148,0.026367256088862586
129,II-VI,M_B,Rh,CdTe,-0.23398899999999997,0.18949751183815322,0.02165163238863401
130,II-VI,M_i_B,Zr,CdTe,1.507943,1.3101937367340624,0.017241622285125806
131,II-VI,M_i_B,W,CdTe,1.277822,1.0075718083878829,0.03192825625689807
132,IV-IV,M_i_neut,Sr,Si,0.7737390000000001,0.7818752081385147,0.043953246416580986
133,II-VI,M_i_A,Be,CdS,1.4304620000000001,1.7014030927444026,0.03358497159237847
134,II-VI,M_i_neut,La,CdTe,1.529518,1.5554575472444596,0.028800819690006068
135,IV-IV,M_i_A,C,Si,0.20518699999999998,0.13875441635045122,0.04027780661584851
136,II-VI,M_i_A,Sb,CdTe,0.954578,1.2073048585230548,0.02193813159392681
137,II-VI,M_i_neut,W,CdTe,1.245789,1.0025169285805258,0.032822125399260584
138,II-VI,M_i_neut,Sb,CdTe,1.314599,1.2050312550227482,0.021731490206587552
139,III-V,M_i_A,Tc,InP,1.0153370000000002,0.9394316827766321,0.032860627417279104
140,IV-IV,M_B,Au,GeC,1.410639,1.269770772837823,0.06995549934101525
141,III-V,M_i_B,Ti,BAs,0.881309,0.4739881583244824,0.04183977976367213
142,II-VI,M_i_B,La,CdSe,1.9505259999999998,1.6660962301497384,0.028742135846851688
143,III-V,M_i_B,Mg,GaN,2.6825080000000003,2.1712895974168624,0.06324293448392068
144,II-VI,M_i_neut,Zr,CdTe,1.389989,1.3083004659850648,0.01717201530211768
145,II-VI,M_B,Cd,CdS,1.7128830000000002,1.279254619725919,0.04252389915529312
146,II-VI,M_i_A,Sn,CdS,2.026679,1.6981210658197778,0.030269017765345782
147,II-VI,M_B,Hf,CdTe,0.682728,0.7628629167018525,0.037471372034162516
148,II-VI,M_i_B,Rb,CdS,1.7637990000000001,1.859391868990818,0.045918258676776395
149,II-VI,M_i_B,Os,CdTe,1.109426,0.7795080818769654,0.021608752283427252
150,II-VI,M_i_neut,Y,CdTe,1.517213,1.5580683387800573,0.021190773710210643
151,II-VI,M_B,Zn,CdS,1.558606,1.2116857513586514,0.046634540199810705
152,II-VI,M_i_B,Be,ZnO,1.689171,1.697067460227451,0.05420747243534402
153,II-VI,M_i_neut,Nb,CdTe,1.1400139999999999,1.0704752394868595,0.019303299877623272
154,IV-IV,M_i_A,Pb,Si,0.926127,0.6416031590708355,0.026337921354755378
155,II-VI,M_B,C,CdTe,-0.287075,-0.08263411300491583,0.033409167592554655
156,II-VI,M_i_A,Mo,CdTe,1.700763,0.8950253880505951,0.016715143158988588
157,II-VI,M_B,Rh,ZnSe,-0.046465,0.8148653790826439,0.03302657461219698
158,II-VI,M_i_B,Nb,CdTe,1.213552,1.0736880653642957,0.019758280962591388
159,III-V,M_i_neut,Sr,AlAs,1.7925689999999999,1.353241721877167,0.04231472780271267
160,IV-IV,M_i_A,Fe,SnC,0.642886,1.1564636686995482,0.04197248288006248
161,II-VI,M_i_neut,Re,CdTe,0.889301,0.9425059189757643,0.023477465615827482
162,II-VI,M_i_B,La,CdTe,1.680895,1.5537686574577958,0.023393197603124315
163,II-VI,M_B,C,ZnSe,-0.31700900000000004,0.451743432684608,0.041382707514248475
164,II-VI,M_i_A,Os,CdTe,0.718629,0.7762154764031342,0.023368170492179707
165,IV-IV,M_i_neut,Ta,SiGe,1.515896,0.5770156431769018,0.027970687630463047
166,II-VI,M_i_B,Ag,ZnO,1.381956,1.5793538045389268,0.03958051848791192
167,II-VI,M_i_B,Sr,CdO,1.1097299999999999,1.5688905868361596,0.040688044245629676
168,III-V,M_i_B,Hf,InP,1.4184459999999999,1.2129511437309017,0.041642734634496
169,II-VI,M_i_B,Ta,CdTe,1.325782,1.0840258455194616,0.019274260808653746
170,II-VI,M_B,Cr,CdTe,0.9118700000000001,0.5640224539486831,0.02312008194974643
171,IV-IV,M_B,Pd,SiC,1.880991,0.8034434572338884,0.059271294040378016
172,III-V,M_i_B,B,AlP,1.5473700000000001,1.34549305165131,0.034787901709866294
173,II-VI,M_i_A,Nb,CdTe,1.448943,1.0775831483894742,0.018928531288451945
174,III-V,M_i_B,Ta,InAs,0.969859,0.5811469598509598,0.028597890393798186
175,III-V,M_i_B,W,InAs,0.736731,0.5354595099083399,0.03613695176874306
176,III-V,M_i_A,Te,AlAs,0.942825,1.1476216976559444,0.03608417091412821
177,II-VI,M_i_B,Ti,CdS,1.8983330000000003,1.814139303308662,0.030874428009346484
178,II-VI,M_i_A,Zr,ZnTe,1.5411620000000001,1.5300145657512831,0.022003141606468442
179,II-VI,M_i_A,Zr,CdTe,1.367175,1.3100642977357602,0.018317821193175
180,III-V,M_i_neut,Mo,AlP,1.238743,1.2697379811269056,0.032126837729548864
181,III-V,M_B,Mg,GaP,0.79871,0.997617731067931,0.06738363350760297
182,II-VI,M_A,Sb,ZnO,1.620392,0.9245306865816376,0.04756908980589422
183,II-VI,M_B,Rb,CdTe,1.612854,0.9021224546137546,0.036142180660786505
184,II-VI,M_A,Ir,CdO,0.9429219999999999,0.6066611108570262,0.054753454452724296
185,II-VI,M_i_B,Rh,CdS,1.097274,1.5302823868398394,0.03602761188225812
186,II-VI,M_i_neut,Ta,CdTe,1.413564,1.0805053404292297,0.021977989026508674
187,IV-IV,M_A,Bi,SiC,1.624056,1.0657431281124379,0.06424820623252772
188,II-VI,M_i_neut,Sc,CdTe,1.4589450000000002,1.4937096896694046,0.01966019471669535
189,II-VI,M_B,Fe,CdTe,0.137035,0.41432480489216916,0.024837283014842143
190,II-VI,M_i_B,As,ZnSe,1.200391,1.277733849177577,0.020475583173534845
191,II-VI,M_B,Co,CdTe,0.409337,0.35931991780484945,0.025517503320096224
192,II-VI,M_i_neut,Ga,CdS,1.7867979999999999,1.909693566289723,0.029917752700077762
193,II-VI,M_i_neut,Mo,CdTe,1.255908,0.8939480265970265,0.016437972114736236
194,II-VI,M_i_neut,Co,CdO,0.6896220000000001,0.9543347040743807,0.024116219991534293
195,II-VI,M_B,K,CdTe,1.5163440000000001,0.9227736636894301,0.04125700929790772
196,II-VI,M_i_B,Y,CdTe,1.6827459999999999,1.5603105625278302,0.019271520284610603
197,II-VI,M_i_A,Te,ZnSe,1.085034,1.1894410291207547,0.020691593982894132
198,II-VI,M_B,B,CdTe,-0.236839,0.34218438189854516,0.036977720836922995
199,II-VI,M_B,Be,CdTe,0.27786900000000003,0.6523139434800962,0.035450733391937946
200,III-V,M_i_neut,W,GaSb,0.331924,0.25372786414475745,0.04135630906853744
201,II-VI,M_i_A,Zn,ZnS,1.717066,1.8686399844316093,0.036144876843259406
202,II-VI,M_A,Zr,CdS,1.753384,1.225458538272588,0.0337254040386848
203,II-VI,M_B,Li,ZnTe,1.122387,1.0098785620903121,0.03916495156651198
204,II-VI,M_i_neut,Ba,CdTe,1.581995,1.6601838653950804,0.01884150223243607
205,II-VI,M_i_neut,As,CdS,1.6940990000000002,1.4780677335688563,0.027981463696909462
206,III-V,M_B,Hf,InSb,-0.107366,-0.019965330476189178,0.0412367298240684
207,II-VI,M_i_B,Mo,CdTe,1.301108,0.8934099235006109,0.016227335383709518
208,II-VI,M_i_A,Ta,CdTe,1.433051,1.0814990821011032,0.020939854075097818
209,III-V,M_i_A,Cl,GaP,-0.114933,0.5594478508525841,0.04369697764806708
210,IV-IV,M_i_neut,La,Ge,0.496122,0.6185040397110528,0.03652257993318097
211,II-VI,M_B,Mg,CdTe,0.9188620000000001,0.8970578001827028,0.035417032730501036
212,II-VI,M_B,Mn,CdTe,0.6133350000000001,0.5702163434627135,0.022903882617741556
213,II-VI,M_i_B,B,CdSe,1.509491,1.2506514692148016,0.02972760410755525
214,IV-IV,M_B,Rh,SiC,1.9177830000000002,1.2608811456003108,0.05330788806831843
215,II-VI,M_i_A,La,CdTe,1.597092,1.5603987379031088,0.02931278168827111
216,II-VI,M_i_neut,Os,CdTe,0.731474,0.772226557788532,0.023518529337585255
217,IV-IV,M_B,Rb,SiGe,0.454872,0.23660632457026268,0.046662026163044795
218,II-VI,M_B,Cs,CdTe,1.621665,1.0251820472851734,0.03913175039632324
219,III-V,M_i_B,Zr,InN,1.723889,1.6518296913457682,0.0473326097115347
220,II-VI,M_B,Si,CdSe,0.270304,0.699588414922843,0.04113672663450533
221,II-VI,M_B,Ir,CdTe,-0.22928800000000002,0.09448457996693657,0.035764693154052916
222,II-VI,M_i_B,Ti,CdTe,1.378543,1.231243151813605,0.015204531963540829
223,II-VI,M_i_A,B,CdTe,1.078368,1.0965417061767624,0.031006328245251843
224,III-V,M_i_neut,Ir,InP,0.568759,0.8373208453204011,0.03524789118362945
225,II-VI,M_i_B,Ru,CdTe,1.048505,0.9329549655971994,0.02158452132786234
226,II-VI,M_i_neut,I,ZnSe,0.830958,0.7819943015774153,0.03535348387145973
227,IV-IV,M_i_neut,Zr,Ge,0.366151,0.45879839954751456,0.02558258826860206
228,II-VI,M_i_A,Y,CdTe,1.571849,1.5592939681873283,0.019902363186808922
229,II-VI,M_i_B,Sc,CdTe,1.590878,1.4928867702474198,0.019812897216329704
230,III-V,M_i_B,In,AlAs,1.5504229999999999,1.2697546728585731,0.02215257881895694
231,II-VI,M_i_neut,B,CdTe,0.8995690000000001,1.0950323231831605,0.030669910584885985
232,III-V,M_i_B,Os,GaSb,0.206617,0.14439695658189633,0.033763015056392946
233,II-VI,M_i_neut,Ti,CdTe,1.379246,1.2339070226658233,0.012469493415605635
234,II-VI,M_B,Tl,ZnSe,1.158393,1.4722645265350824,0.03986689879621096
235,IV-IV,M_i_neut,Rb,SiSn,0.7475569999999999,0.5773540413846457,0.04624139952179043
236,II-VI,M_i_neut,Cd,CdS,1.655125,1.6276042678460798,0.02992697565798674
237,IV-IV,M_i_B,As,SiGe,0.529632,0.7707496825601398,0.023615312388669228
238,II-VI,M_A,C,CdSe,0.462433,0.1777234223284008,0.03763681723563349
239,III-V,M_i_B,Zn,BSb,0.730484,0.42518270734732067,0.033920219716081744
240,II-VI,M_i_neut,Sr,CdTe,1.580233,1.6192589344291952,0.02310866182004606
241,II-VI,M_i_A,Bi,CdSe,1.530718,1.4339390110559984,0.023851935232628543
242,II-VI,M_i_neut,K,CdO,0.7744840000000001,1.2457051977333924,0.034760899179629004
243,II-VI,M_i_A,Sc,CdTe,1.47474,1.493242238134592,0.020201361506401436
244,II-VI,M_i_B,Ba,CdTe,1.645039,1.6579216891470643,0.01783619284395512
245,II-VI,M_B,Li,CdTe,1.0199559999999999,0.7934960749462402,0.038020759600832885
246,II-VI,M_i_B,Rh,CdTe,0.583974,0.8902681952698238,0.016674754574248944
247,IV-IV,M_i_B,P,SiGe,0.419203,0.5756211235987554,0.027618101797350917
248,II-VI,M_i_A,Cu,ZnO,1.3864049999999999,1.5654162528284665,0.03398526241465582
249,II-VI,M_i_neut,Se,ZnS,1.1384020000000001,1.2929218747932243,0.042735616911814024
250,II-VI,M_i_A,Rh,CdTe,0.711322,0.894771725954935,0.017945043027918783
251,II-VI,M_i_B,Br,CdO,0.404114,0.4170425402936961,0.05302920962212166
252,II-VI,M_i_B,B,CdTe,1.228173,1.0958861181805777,0.027731749183733164
253,IV-IV,M_i_B,N,GeC,0.218914,0.37162584220372136,0.0624389228074537
254,II-VI,M_i_neut,Ru,CdTe,0.84921,0.931676259135078,0.019648113119916953
255,II-VI,M_i_A,Ru,CdTe,0.453823,0.934693392192418,0.0213477574711154
256,IV-IV,M_i_A,Tl,SiGe,0.760846,0.7964860778404106,0.025715779437177316
257,II-VI,M_i_B,Te,CdS,1.2173200000000002,1.3568460139813763,0.034118705208774795
258,II-VI,M_i_B,Tc,CdTe,1.300757,0.9557708782430643,0.015689597826565198
259,II-VI,M_A,C,CdTe,0.088785,0.044303570425897575,0.03697699060876306
260,II-VI,M_i_A,Tc,CdTe,0.893128,0.955109673300574,0.016821066873626413
261,III-V,M_i_B,Cd,GaP,1.5229780000000002,1.349856191343287,0.0322289537567896
262,II-VI,M_B,Na,CdTe,1.2660129999999998,0.8322018458963537,0.03686284738025906
263,II-VI,M_i_A,Li,ZnS,2.5365849999999996,2.230373615855568,0.05222352986197088
264,III-V,M_i_B,B,AlSb,0.9802350000000001,0.6854056709895869,0.040382182170126325
265,II-VI,M_i_B,Mn,ZnS,2.388486,1.991120140769354,0.03382468148755593
266,III-V,M_B,Os,AlSb,-0.336323,0.1395631408524885,0.0698584343087719
267,III-V,M_i_neut,In,InN,1.586934,1.6351699033942377,0.03738831873157186
268,III-V,M_i_A,Mn,BSb,0.343512,0.17868069139665357,0.04261984347939993
269,II-VI,M_i_A,Cd,CdS,1.555332,1.6279977947773219,0.027341020085941307
270,II-VI,M_B,Al,CdTe,0.241446,0.47286043031181163,0.027081090213405042
271,II-VI,M_i_A,Ti,CdTe,1.338351,1.2323967822574193,0.013076059755070547
272,II-VI,M_i_B,S,ZnTe,0.47863900000000004,0.5649777161306698,0.02451223627354026
273,IV-IV,M_i_B,O,SiSn,-0.351634,-0.02513920339246519,0.046822970353467545
274,II-VI,M_i_B,Cd,CdS,1.751723,1.630242588627942,0.028878736882280227
275,III-V,M_i_A,S,InP,0.238155,0.7866716043036452,0.03433704905240654
276,II-VI,M_i_A,Ir,CdTe,0.840606,0.6968780822363729,0.019436635232798535
277,II-VI,M_B,Cd,CdSe,1.343825,1.065553716806336,0.04021771551416696
278,II-VI,M_B,Ni,CdTe,-0.201422,-0.004598491085633644,0.04648400717925589
279,II-VI,M_A,Rh,CdO,0.6896329999999999,0.550146530939326,0.041217007342333106
280,II-VI,M_i_neut,Pt,CdS,0.6886260000000001,0.9182260327492276,0.04530551793335469
281,II-VI,M_i_neut,Sb,ZnTe,1.327891,1.2774694101851085,0.02144861777230472
282,II-VI,M_i_A,Ca,ZnTe,1.769734,1.7922361014749366,0.029581967870164812
283,II-VI,M_i_B,Na,ZnTe,1.661099,1.617704508979027,0.026829930342862487
284,II-VI,M_i_B,Bi,CdTe,1.253332,1.3570671198514084,0.0261884624680124
285,II-VI,M_i_B,S,CdS,0.752005,1.0231614564346043,0.033348235255555775
286,II-VI,M_i_B,Ir,CdTe,0.738977,0.6922584189434376,0.019300261290264704
287,II-VI,M_i_neut,Rh,CdTe,0.492124,0.8914322220862705,0.017365983557884514
288,III-V,M_i_neut,Br,InP,0.208011,0.6188289309573834,0.039293711860678905
289,IV-IV,M_i_A,Os,GeSn,0.075948,-0.031709937500983734,0.03125906004380616
290,II-VI,M_A,P,ZnS,1.317688,1.0569060185745847,0.060970761093991854
291,II-VI,M_B,Sb,CdTe,-0.128952,0.35193641938904147,0.03182828114154079
292,II-VI,M_i_neut,Ca,CdSe,1.5914780000000002,1.5480854829013304,0.022879024896978763
293,IV-IV,M_i_neut,Mn,GeC,1.1849100000000001,1.2419469286446845,0.03740280898863206
294,II-VI,M_i_neut,Ca,CdTe,1.544578,1.4963553155667797,0.02089240467484645
295,II-VI,M_B,Zn,CdTe,0.796517,0.5278983977776182,0.021492094593265846
296,IV-IV,M_A,W,GeC,0.827309,0.5448990286225208,0.06699547228498488
297,III-V,M_i_A,Pd,InN,0.8556790000000001,0.9290498282931189,0.060913815895474066
298,II-VI,M_i_B,N,CdTe,-0.13325,0.06363910251079702,0.04290433499621708
299,III-V,M_i_B,Nb,InSb,0.48619799999999996,0.37622289676364834,0.029749727287095407
300,II-VI,M_i_B,Cs,CdTe,1.476053,1.4604808750011635,0.03255085405196208
301,IV-IV,M_i_A,Ta,Ge,0.286812,0.36418840161296473,0.03165135384650011
302,II-VI,M_i_A,K,ZnSe,1.992664,1.872442321209946,0.03525221200108699
303,II-VI,M_i_neut,Cd,CdO,0.918858,1.127551469641158,0.02571335040816491
304,II-VI,M_A,Sb,CdTe,1.318324,0.5239458613134362,0.023048423110884404
305,II-VI,M_i_neut,N,CdTe,0.953837,0.08019619873711215,0.03608809096365605
306,II-VI,M_i_B,Hf,CdTe,1.535933,1.3609206251620538,0.020150910237135566
307,III-V,M_i_B,La,GaSb,0.8432709999999999,0.7866737093738969,0.03412988537888258
308,II-VI,M_i_A,V,CdTe,1.329189,1.12126328129628,0.014700297126593424
309,II-VI,M_i_B,Sr,CdSe,1.587314,1.6770656648061055,0.0277272506655662
310,II-VI,M_i_B,V,CdTe,1.120431,1.119749755769044,0.01371706628204197
311,IV-IV,M_A,Na,GeSn,0.16021,-0.2155496306753494,0.04459742506459961
312,II-VI,M_i_neut,Tc,CdTe,0.8346969999999999,0.9540066997399848,0.016101466711308417
