,Type,Site,Impurity,AB,(+1/0)_DFT,train_mean,train_std
702,IV-IV,M_i_A,Ca,Sn,0.35436799999999996,0.6081102638814311,0.040890428230153035
703,III-V,M_A,Cd,AlP,-0.076892,1.0398230476434576,0.04357797866251442
704,II-VI,M_i_A,F,CdTe,-0.26274400000000003,-0.25283144072095415,0.05965795599496618
705,IV-IV,M_B,Hg,SiSn,-0.24707800000000002,-0.035911862422089276,0.05484780323187351
706,IV-IV,M_B,Ti,SiGe,-0.263373,0.16090930518865576,0.03356626271925012
707,IV-IV,M_A,Be,Sn,-0.40415100000000004,-0.31853694314195186,0.08132477122197834
708,IV-IV,M_A,Mn,SiSn,0.49140900000000004,-0.36434858333488146,0.039477580828734656
709,III-V,M_A,Bi,InP,0.41603,0.8056226787369761,0.06301613385566879
710,III-V,M_A,Sn,GaP,1.4806290000000002,1.245698829959997,0.042659288893603896
711,IV-IV,M_A,Ti,Si,-0.217969,-0.23571546625419773,0.03903986540998459
712,II-VI,M_i_neut,Mn,ZnTe,1.200041,1.2751490815231137,0.01646180952215452
713,II-VI,M_A,Sr,CdTe,-0.078765,0.706424017371726,0.030663439411936683
714,II-VI,M_A,Al,CdTe,1.168392,0.5242974132863776,0.028848383116696522
715,II-VI,M_A,Ga,ZnTe,1.204814,0.860315835089892,0.040039540783023096
716,IV-IV,M_i_neut,Mn,Si,0.269975,0.42121930734954977,0.028024833254854022
717,II-VI,M_A,Na,CdTe,-0.16106700000000002,0.5401258406215057,0.036098716149466074
718,II-VI,M_A,Sn,CdTe,0.5068229999999999,0.6055511185937009,0.022674361590639888
719,II-VI,M_A,Ga,CdTe,0.9811200000000001,0.6795792289142181,0.032003291463398184
720,IV-IV,M_A,Cr,SnC,-0.149091,0.1657034423951075,0.0679712290361719
721,III-V,M_A,Ag,InSb,-0.22232,0.0014295400253932888,0.04671104538255293
722,IV-IV,M_i_A,Zn,SiSn,0.059389,0.4951379743886893,0.02534830912794068
723,II-VI,M_A,In,CdTe,1.093169,0.728603028030865,0.03083442867140145
724,III-V,M_i_A,Cr,AlP,1.068119,1.4867307503261256,0.03220317245849392
725,II-VI,M_A,Cu,CdTe,-0.20474900000000001,0.3239514584242732,0.0248263261960076
726,IV-IV,M_A,Ge,SiC,-0.244371,0.8325419182872478,0.06254014142166102
727,III-V,M_i_B,Cu,InP,1.136841,1.0977712192317504,0.03821693104659563
728,II-VI,M_A,Au,CdTe,-0.12820499999999999,0.5589117762805391,0.038080468853606365
729,II-VI,M_A,Pb,CdTe,0.19073299999999999,0.5335740846463025,0.04179920571946906
730,IV-IV,M_A,Bi,SiSn,0.44162700000000005,0.043843070055922695,0.044328310479108846
731,IV-IV,M_A,In,SiGe,-0.214946,0.10586139888552144,0.047031974819189935
732,II-VI,M_A,Tl,CdTe,0.660327,0.8482446526804448,0.041396663842166385
733,III-V,M_i_B,Cu,AlSb,0.880187,0.7928932424703203,0.04285362361239859
734,II-VI,M_A,Ca,CdTe,-0.124868,0.5706313213850297,0.028130326456587237
735,III-V,M_A,Si,GaAs,0.625152,0.5305499114494826,0.03374132136406826
736,IV-IV,M_B,B,GeC,-0.31606,0.8412779645185754,0.053192901473671804
737,II-VI,M_A,Ge,CdTe,0.277453,0.5089151432114513,0.022256316396265158
738,IV-IV,M_A,Au,Ge,-0.232143,-0.09102110924093396,0.05309506128430903
739,II-VI,M_A,Hf,CdTe,1.209929,0.7923577809000347,0.03649567875299413
740,II-VI,M_i_neut,Ni,CdSe,0.799743,0.7147852001258027,0.04028890183992227
741,II-VI,M_A,Pb,CdSe,0.309292,0.6785613484420867,0.04805230411348883
742,IV-IV,M_i_B,Ti,GeSn,0.30094299999999996,0.21091517582970148,0.016560069698850457
743,II-VI,M_A,Li,CdTe,-0.23632899999999998,0.5050048855733719,0.037820402676026356
744,IV-IV,M_i_neut,Cu,Si,0.50894,0.4637514432112411,0.029011791219099567
745,II-VI,M_A,Ag,CdTe,-0.19431700000000002,0.5644562286930827,0.023614347450163838
746,II-VI,M_A,Fe,ZnO,1.0576290000000002,0.9896077621953786,0.04570770735153636
747,II-VI,M_A,Tl,CdSe,0.8160609999999999,0.995891334769848,0.03668507895974511
748,IV-IV,M_A,Sb,SiSn,0.44612399999999997,-0.14956258230256442,0.04063329733445834
749,IV-IV,M_i_A,Ni,SiSn,-0.10361400000000001,-0.059824071823107075,0.04332817822506562
750,II-VI,M_B,S,CdTe,-0.248279,0.004520884333368979,0.032262488519132576
751,II-VI,M_A,Be,CdTe,-0.29601700000000003,0.20485658851541508,0.03582337779584087
752,II-VI,M_A,Mn,CdTe,-0.188048,0.6717750225144956,0.025055409604342715
753,III-V,M_A,Ni,GaP,-0.11544000000000001,0.5643847509944677,0.0421110851602723
754,II-VI,M_B,Se,CdTe,-0.205661,0.12857778990749352,0.02847402330997017
755,II-VI,M_A,Zn,CdTe,-0.224899,0.3534438020772456,0.02689912867461462
756,III-V,M_i_neut,Ni,InAs,0.173811,0.09568056078247551,0.043338062776654925
757,IV-IV,M_i_A,Cu,GeSn,0.039753,0.25025526989018626,0.025106125952878245
758,IV-IV,M_A,Sb,Sn,-0.085979,-0.3408675700496703,0.04636918234861233
759,II-VI,M_A,Hg,CdTe,-0.161618,0.4887396983579217,0.03751282015202316
760,III-V,M_A,Al,InAs,-0.20556999999999997,0.028872396775393695,0.038157353566871395
761,II-VI,M_A,Mg,CdTe,-0.196521,0.46053333014025377,0.030698580844832887
762,IV-IV,M_B,Ge,GeSn,-0.08755700000000001,-0.21415991150842323,0.04443064804039977
763,III-V,M_B,As,InSb,-0.180776,-0.06936378525037087,0.03689233643796436
764,II-VI,M_B,Se,CdS,-0.152193,0.6869955213105161,0.04636914837841384
765,III-V,M_B,Ge,BSb,-0.553346,0.10379464771896636,0.045895884950393435
766,IV-IV,M_i_neut,Ni,SiGe,-0.066522,0.13993200286384966,0.037211278580254754
767,IV-IV,M_A,Cu,GeSn,-0.245101,-0.3322377962773648,0.04497991564289058
768,II-VI,M_i_A,Cr,ZnTe,1.588458,1.3457990163900888,0.018808522754533614
769,III-V,M_A,Al,GaSb,-0.167142,0.31784452250560297,0.03799265578978295
770,II-VI,M_A,Cd,CdTe,-0.173128,0.46425052525274496,0.026911322592317013
771,II-VI,M_B,Te,CdTe,-0.170699,0.25898018942915985,0.03212609075957852
772,III-V,M_A,Al,AlSb,-0.153066,0.35681938456278517,0.05338805396370775
773,IV-IV,M_A,Ge,Si,-0.169163,-0.2561458572465195,0.052224846965056373
774,II-VI,M_B,Se,ZnTe,-0.21994499999999997,0.011256927076119676,0.03405176362789316
775,II-VI,M_A,Cu,CdSe,-0.168903,0.46003956203676755,0.034436073749467756
776,III-V,M_A,Fe,AlSb,-0.093947,0.1856537638624222,0.05272459219676184
777,IV-IV,M_A,Mn,Sn,-0.338893,-0.4528964875749718,0.05411007661921691
778,IV-IV,M_A,V,SiC,0.9732879999999999,0.5754467897345348,0.058555492754898325
779,III-V,M_A,Ti,AlAs,0.6976939999999999,0.6011498681271775,0.047588464508275884
780,II-VI,M_A,Cu,ZnTe,-0.175067,0.4291008241511591,0.04864481860547811
781,IV-IV,M_i_A,N,Ge,-0.192664,-0.3703313707206595,0.036177841969635145
782,IV-IV,M_B,V,GeSn,-0.290014,-0.4199788592969235,0.033639901455318644
783,III-V,M_B,N,BAs,-0.45466000000000006,0.0807688673224273,0.05428263066826416
784,IV-IV,M_A,Cr,GeC,-0.202941,0.4273031122377303,0.06316627188665283
785,IV-IV,M_A,Cr,Sn,-0.334248,-0.5072118806742857,0.04923509694153305
786,IV-IV,M_B,N,GeSn,-0.209155,-0.8197493244842116,0.04417369050453367
787,IV-IV,M_i_A,N,Sn,-0.252092,-0.4076989171178055,0.04075408451138473
788,II-VI,M_i_neut,Hf,ZnO,2.45,2.1436623727938224,0.03528354531973978
789,II-VI,M_i_neut,Nb,ZnO,2.09,1.808318595377888,0.03527308764975762
790,II-VI,M_B,Sr,ZnS,2.66,2.662449514156509,0.04655421134495124
791,II-VI,M_B,Sc,CdO,1.31,1.3648293217407286,0.07068806844967
792,II-VI,M_i_A,Zn,ZnO,1.72,1.5142114973043395,0.028659619394717135
793,II-VI,M_i_B,Zn,ZnO,1.7,1.5168923140031982,0.03479413583332422
794,II-VI,M_i_neut,Zn,ZnO,1.46,1.509716253609837,0.03422310967936011
795,II-VI,M_i_B,O,ZnO,-0.46,0.1165628656179363,0.03747530558272634
796,II-VI,M_i_neut,O,ZnO,-0.08,0.1287373437095618,0.03947193803307281
797,II-VI,M_A,S,ZnS,0.62,0.9252125254382676,0.06327997253870417
798,II-VI,M_B,Zn,ZnS,1.68,1.6110100060246046,0.04112163256508807
799,II-VI,M_i_B,Zn,ZnS,2.03,1.8681253160614582,0.03726935434650567
800,II-VI,M_i_neut,Zn,ZnS,1.93,1.8734551455182782,0.030236122678240152
801,II-VI,M_i_A,S,ZnS,0.64,1.1543404361861025,0.03901128351301081
802,II-VI,M_i_B,S,ZnS,0.35,1.1529410138113465,0.03724009504032714
803,II-VI,M_i_neut,S,ZnS,0.83,1.1573668758473878,0.04239992794637904
804,II-VI,M_A,Se,ZnSe,0.99,0.6289395378753033,0.0432130768003712
805,II-VI,M_B,Zn,ZnSe,1.28,1.3537280833493857,0.038595757707742095
806,II-VI,M_i_A,Zn,ZnSe,1.25,1.42627935225043,0.017738950220101996
807,II-VI,M_i_B,Zn,ZnSe,1.62,1.4237668902333742,0.0167219481671204
808,II-VI,M_i_neut,Zn,ZnSe,1.53,1.426000064072302,0.016087312950591428
809,II-VI,M_i_A,Se,ZnSe,0.67,0.906998873670395,0.019863283127267563
810,II-VI,M_i_B,Se,ZnSe,0.81,0.91209339327648,0.01986934430447405
811,II-VI,M_i_neut,Se,ZnSe,0.89,0.9073957136760539,0.019214024719722243
812,II-VI,M_A,Te,ZnTe,1.01,0.6723327264209488,0.04790632239700206
813,II-VI,M_i_A,Zn,ZnTe,0.72,1.1786812389652737,0.018374294233735343
814,II-VI,M_i_B,Zn,ZnTe,1.13,1.179699154983406,0.018082534698346163
815,II-VI,M_i_neut,Zn,ZnTe,0.78,1.1789172941121613,0.018939407092476917
816,II-VI,M_i_A,Te,ZnTe,0.67,1.0068427153222441,0.02178476583938624
817,II-VI,M_i_B,Te,ZnTe,0.74,1.0040147717092025,0.02151590914246627
818,II-VI,M_i_neut,Te,ZnTe,0.9,1.0050880312728356,0.02161738626066042
819,II-VI,M_B,Cd,CdO,1.22,0.9131095992716165,0.06849820969311422
820,II-VI,M_i_A,Cd,CdO,1.0,1.1261180479544644,0.026945163631290858
821,II-VI,M_i_B,Cd,CdO,0.96,1.1239355729339358,0.025176646758847877
822,II-VI,M_i_A,O,CdO,-0.01,-0.010134285905480465,0.03505454868485701
823,II-VI,M_i_B,O,CdO,-0.17,-0.01587736934370987,0.03792933944217502
824,III-V,M_B,Sr,InN,2.04,1.5103012214552611,0.08280598736011041
825,III-V,M_B,B,BP,-0.53,0.338551681036954,0.04323704985118983
826,III-V,M_A,P,BP,1.22,0.6063862517193142,0.09195390685169462
827,III-V,M_i_A,B,BP,1.07,1.0043641771381122,0.04041719535546632
828,III-V,M_i_B,B,BP,1.18,1.0049976302302324,0.04038917647821718
829,III-V,M_i_neut,B,BP,0.83,0.999947456499607,0.03763657295278753
830,III-V,M_i_A,P,BP,1.24,0.9377608625118917,0.03145036299934366
831,III-V,M_i_B,P,BP,1.2,0.9397464133467665,0.03595015402218684
832,III-V,M_i_neut,P,BP,1.07,0.940203534204666,0.0361225068481634
833,III-V,M_B,B,BAs,-0.63,0.17419817931927667,0.050406225847190754
834,III-V,M_A,As,BAs,1.01,0.4033477268277016,0.06759571180973546
835,III-V,M_i_A,B,BAs,1.0,0.6884533283708263,0.04059434586304416
836,III-V,M_i_B,B,BAs,1.12,0.6864313584378494,0.038352949805289166
837,III-V,M_i_neut,B,BAs,0.86,0.6875535096601197,0.03613107055535968
838,III-V,M_i_A,As,BAs,1.15,0.8861463304465484,0.03204169936408311
839,III-V,M_i_B,As,BAs,1.08,0.8904333796294608,0.034504323851919795
840,III-V,M_i_neut,As,BAs,0.96,0.8883819885202385,0.03663596259129515
841,III-V,M_B,B,BSb,-0.62,-0.2622809325810035,0.05175911017025104
842,III-V,M_A,Sb,BSb,0.85,0.44404794420694194,0.07423939209463351
843,III-V,M_i_A,B,BSb,0.61,0.3257893801419775,0.04036393693640343
844,III-V,M_i_B,B,BSb,0.78,0.33078680240095093,0.041678857267111596
845,III-V,M_i_neut,B,BSb,0.59,0.33438472376694295,0.035051469057445626
846,III-V,M_i_A,Sb,BSb,0.98,0.7974188365458738,0.03725746999088199
847,III-V,M_i_B,Sb,BSb,0.93,0.7947400315664781,0.032960702686001944
848,III-V,M_i_neut,Sb,BSb,0.79,0.7957721329785288,0.03805253373184276
849,III-V,M_B,Al,AlP,0.76,0.944375163833832,0.05222783242575932
850,III-V,M_A,P,AlP,1.03,0.6896753262205151,0.0617786209840792
851,III-V,M_i_A,Al,AlP,1.83,1.47432228492162,0.03483040008835435
852,III-V,M_i_B,Al,AlP,1.66,1.4770949089071528,0.033639210343816325
853,III-V,M_i_neut,Al,AlP,1.55,1.479558922191586,0.031757808610556444
854,III-V,M_i_A,P,AlP,1.0,1.2382378841310921,0.036120964466198
855,III-V,M_i_B,P,AlP,1.11,1.2392263772518053,0.03839849410322072
856,III-V,M_i_neut,P,AlP,1.48,1.2371657170221684,0.030049771596858735
857,III-V,M_B,Al,AlAs,0.36,0.6277909079974521,0.03482492077995545
858,III-V,M_A,As,AlAs,0.62,0.5113327925597592,0.05049361461799924
859,III-V,M_i_A,Al,AlAs,1.64,1.0693141497831937,0.027849147526585485
860,III-V,M_i_B,Al,AlAs,1.46,1.0713714934057201,0.02798242256572861
861,III-V,M_i_neut,Al,AlAs,1.33,1.0675233577194183,0.029800379852738243
862,III-V,M_i_A,As,AlAs,0.92,1.1073085533137694,0.030906769437998492
863,III-V,M_i_B,As,AlAs,0.97,1.1109366973804709,0.03199195620309714
864,III-V,M_i_neut,As,AlAs,1.29,1.111960036975605,0.03300640356580676
865,III-V,M_B,Al,AlSb,-0.09,0.2515392756787408,0.0660973053420604
866,III-V,M_A,Sb,AlSb,0.6,0.5724692661173403,0.06114307435702524
867,III-V,M_i_A,Al,AlSb,1.13,0.8646753941910837,0.04388251368447042
868,III-V,M_i_B,Al,AlSb,1.15,0.861448783129549,0.04601671528641769
869,III-V,M_i_neut,Al,AlSb,0.84,0.8659397736411675,0.04056123261272064
870,III-V,M_i_A,Sb,AlSb,0.82,1.1155914118642805,0.042011855251376254
871,III-V,M_i_B,Sb,AlSb,0.78,1.1131335258377744,0.04022899729792055
872,III-V,M_i_A,Ga,GaN,2.6,2.4140401759071377,0.052227460318792725
873,III-V,M_i_B,Ga,GaN,3.0,2.410610006050807,0.06301096158469105
874,III-V,M_i_neut,Ga,GaN,2.46,2.397584643002351,0.06861357244765826
875,III-V,M_B,Ga,GaP,0.18,0.8532968408282077,0.04336558469415511
876,III-V,M_A,P,GaP,0.82,0.7437051676754004,0.040115264064534126
877,III-V,M_i_A,Ga,GaP,1.53,1.4719628959071263,0.03660111745709605
878,III-V,M_i_B,Ga,GaP,1.56,1.4672841106716736,0.03646933983025463
879,III-V,M_i_neut,Ga,GaP,1.3,1.4701341452489944,0.03754047579056535
880,III-V,M_i_A,P,GaP,0.87,1.025931059640523,0.03198764303935208
881,III-V,M_i_B,P,GaP,1.31,1.0289056061617152,0.03302680138763814
882,III-V,M_i_neut,P,GaP,1.42,1.0312299414836135,0.03328949095076115
883,III-V,M_B,Ga,GaAs,-0.14,0.4891387010687989,0.032883947853435354
884,III-V,M_A,As,GaAs,0.29,0.43721470072300195,0.03475650296436047
885,III-V,M_i_A,Ga,GaAs,0.75,0.9510785966362368,0.026678437548350347
886,III-V,M_i_B,Ga,GaAs,0.84,0.9507843193393303,0.029932023379062096
887,III-V,M_i_neut,Ga,GaAs,0.77,0.9481189017711895,0.025173103678958544
888,III-V,M_i_A,As,GaAs,0.66,0.7995351718362046,0.024837544916524644
889,III-V,M_i_B,As,GaAs,0.83,0.8051261590335766,0.030362327314385734
890,III-V,M_i_neut,As,GaAs,0.74,0.7990973514602452,0.030236532979114147
891,III-V,M_B,Ga,GaSb,-0.26,0.00519078937656785,0.03386602417680352
892,III-V,M_A,Sb,GaSb,0.39,0.44817847882534495,0.027700053628158607
893,III-V,M_i_A,Ga,GaSb,0.37,0.6194571690862454,0.01978128923676445
894,III-V,M_i_B,Ga,GaSb,0.47,0.6239477866946634,0.019825720618030247
895,III-V,M_i_neut,Ga,GaSb,0.41,0.6202262600935501,0.02083244623435795
896,III-V,M_i_A,Sb,GaSb,0.62,0.7575993001751591,0.022437820368711555
897,III-V,M_i_B,Sb,GaSb,0.73,0.7516160144488749,0.020375341831111057
898,III-V,M_i_neut,Sb,GaSb,0.44,0.7496592571389227,0.020526334908749937
899,III-V,M_i_A,In,InN,1.8,1.643883815544001,0.03986974123757719
900,III-V,M_i_B,In,InN,1.62,1.6300675273225806,0.043856561597389085
901,III-V,M_i_A,N,InN,-0.08,0.348373995161209,0.05416927801021008
902,III-V,M_i_B,N,InN,0.02,0.3465435476578236,0.05381139781231108
903,III-V,M_i_neut,N,InN,0.73,0.3686561323698212,0.04935671660806125
904,III-V,M_B,In,InP,0.41,0.7793582326189868,0.05271980849118675
905,III-V,M_A,P,InP,0.58,0.2580027517436625,0.045248985698834995
906,III-V,M_i_A,In,InP,1.34,1.3247768081961004,0.036914060251321996
907,III-V,M_i_B,In,InP,1.33,1.318178137271507,0.03186269509314025
908,III-V,M_i_neut,In,InP,1.28,1.3209935901927348,0.034684974447679574
909,III-V,M_i_A,P,InP,0.65,0.8563668819223871,0.03520744555988403
910,III-V,M_i_B,P,InP,1.28,0.8588535884818322,0.03530080143411542
911,III-V,M_i_neut,P,InP,1.17,0.8593814259489407,0.03281025200830408
912,III-V,M_B,In,InAs,0.22,0.3784410821575506,0.03175762283636941
913,III-V,M_A,As,InAs,0.19,-0.010571724761042692,0.03183591737600685
914,III-V,M_i_A,In,InAs,0.84,0.8286861971964757,0.024233910044972676
915,III-V,M_i_B,In,InAs,0.82,0.8255835645989567,0.02214490315980647
916,III-V,M_i_neut,In,InAs,0.84,0.8293241751156488,0.023259738758790446
917,III-V,M_i_A,As,InAs,0.64,0.6468981564789408,0.02011792711420304
918,III-V,M_i_B,As,InAs,0.86,0.6486024206910108,0.018385867563690508
919,III-V,M_i_neut,As,InAs,0.75,0.6420850473261124,0.018805845587193046
920,III-V,M_B,In,InSb,-0.06,-0.013810358050775679,0.03476342951605893
921,III-V,M_A,Sb,InSb,0.25,0.017529714058889777,0.033931830802842074
922,III-V,M_i_A,In,InSb,0.49,0.6013809392820406,0.023386565164821106
923,III-V,M_i_B,In,InSb,0.53,0.6048166598818906,0.02349982054706331
924,III-V,M_i_neut,In,InSb,0.53,0.5981338133798357,0.021826476612741837
925,III-V,M_i_A,Sb,InSb,0.62,0.691160302260512,0.021196540608979835
926,III-V,M_i_B,Sb,InSb,0.66,0.6877191495530931,0.023778379141629797
927,III-V,M_i_neut,Sb,InSb,0.5,0.6870684805653697,0.025385205299180657
928,IV-IV,M_i_A,In,SiC,2.46,1.9091046603711714,0.038211303521192466
929,IV-IV,M_i_neut,Br,SiC,2.46,1.6412482889726232,0.07920949630457735
930,IV-IV,M_A,Ba,GeC,0.49,0.9100999688677369,0.0882784108158163
931,IV-IV,M_i_A,Sn,GeC,2.19,1.589024279865359,0.03407892972083094
932,IV-IV,M_i_A,S,GeC,1.08,1.1735948478616223,0.0459162076759793
933,IV-IV,M_i_A,Se,GeC,1.49,1.2909306837614118,0.036235513290274066
934,IV-IV,M_i_neut,Pb,GeC,1.96,1.5376680573605843,0.03207647900028209
935,IV-IV,M_i_A,Se,SnC,0.62,1.0949976572429434,0.04634792951248608
936,IV-IV,M_i_A,Si,Si,0.69,0.46588891154929896,0.031408208329416286
937,IV-IV,M_i_neut,Si,Si,0.1,0.458682904590654,0.029698626755373818
938,IV-IV,M_i_A,Ge,Ge,0.51,0.5205959718498494,0.02697797949403964
939,IV-IV,M_i_neut,Ge,Ge,0.07,0.5148725135846127,0.02362281663139326
940,IV-IV,M_i_A,Sn,Sn,0.35,0.529693994944704,0.026393964384768282
941,IV-IV,M_A,C,SiC,-0.34,0.5731189139650402,0.061635257629991294
942,IV-IV,M_B,Si,SiC,0.36,1.3953309810116317,0.062447493062970316
943,IV-IV,M_i_A,C,SiC,1.66,1.5515660325531222,0.04420794621888284
944,IV-IV,M_i_B,C,SiC,1.79,1.552581678678696,0.04673008406650071
945,IV-IV,M_i_neut,C,SiC,1.69,1.5523424674271598,0.03799583612429198
946,IV-IV,M_i_A,Si,SiC,2.21,1.7743429996048863,0.04298941533340187
947,IV-IV,M_i_B,Si,SiC,1.89,1.7770764155356857,0.04151726368209401
948,IV-IV,M_i_neut,Si,SiC,2.54,1.785615879473974,0.036280099623697416
949,IV-IV,M_A,C,GeC,-0.42,0.26412305942099357,0.06324257809955701
950,IV-IV,M_B,Ge,GeC,0.11,1.226443700946301,0.05238416441157187
951,IV-IV,M_i_A,C,GeC,0.86,1.1602759226348969,0.042510203668768655
952,IV-IV,M_i_neut,C,GeC,1.14,1.1580043495181962,0.040151206028639655
953,IV-IV,M_i_A,Ge,GeC,2.22,1.511797099140407,0.03320781943398637
954,IV-IV,M_i_B,Ge,GeC,2.04,1.5067270404544812,0.03563104974988231
955,IV-IV,M_i_neut,Ge,GeC,1.58,1.5086551466839535,0.03396396359230941
956,IV-IV,M_A,C,SnC,-0.36,-0.05838219405109192,0.06298601132792278
957,IV-IV,M_B,Sn,SnC,0.36,1.0357716229074323,0.0659094871456678
958,IV-IV,M_i_A,C,SnC,0.48,0.9643937802219164,0.040700126391878345
959,IV-IV,M_i_neut,C,SnC,1.76,0.9832942850898185,0.04197103341761885
960,IV-IV,M_i_B,Sn,SnC,1.61,1.387150582173783,0.03491483547839664
961,IV-IV,M_i_neut,Sn,SnC,1.46,1.3797170581900358,0.03573826934233931
962,IV-IV,M_A,Ge,SiGe,-0.2,-0.09831603048967878,0.04652903986043694
963,IV-IV,M_B,Si,SiGe,-0.22,0.1716722337144204,0.040029430208826274
964,IV-IV,M_i_A,Ge,SiGe,0.65,0.726333311555709,0.021666641075529982
965,IV-IV,M_i_neut,Ge,SiGe,0.51,0.7254903646191889,0.02031878872139728
966,IV-IV,M_i_A,Si,SiGe,0.6,0.6519798056792986,0.029037749328821128
967,IV-IV,M_i_B,Si,SiGe,0.65,0.6503086579343439,0.028219914641908154
968,IV-IV,M_A,Sn,SiSn,-0.12,-0.13904284691436766,0.048559688091645195
969,IV-IV,M_B,Si,SiSn,-0.27,-0.1802751252010394,0.04349047672912547
970,IV-IV,M_i_A,Sn,SiSn,0.63,0.6206852449686877,0.021981752667063044
971,IV-IV,M_i_B,Sn,SiSn,0.71,0.6212935557716305,0.020296829295308155
972,IV-IV,M_i_neut,Sn,SiSn,0.32,0.6163033953425424,0.02085204828865506
973,IV-IV,M_i_A,Si,SiSn,0.45,0.4500594682622078,0.03162138048058021
974,IV-IV,M_i_B,Si,SiSn,0.6,0.45488345023377413,0.025854864014603077
975,IV-IV,M_i_neut,Si,SiSn,0.58,0.4470571638049017,0.030562096906089787
976,IV-IV,M_A,Sn,GeSn,-0.02,-0.24112028564865112,0.046044144082820676
977,IV-IV,M_i_A,Sn,GeSn,0.53,0.42949261847815273,0.021161899144133193
978,IV-IV,M_i_B,Sn,GeSn,0.59,0.4277433016456502,0.02157728459671329
979,IV-IV,M_i_neut,Sn,GeSn,0.26,0.43137249187998244,0.02290826063328112
980,IV-IV,M_i_A,Ge,GeSn,0.43,0.32972262868266977,0.022843145264924206
981,IV-IV,M_i_B,Ge,GeSn,0.49,0.3299563371783962,0.02013294608867072
982,IV-IV,M_i_neut,Ge,GeSn,0.16,0.3297116861863803,0.022626189837108363
