(+1/0),Type,AB,Site,M,Ion_pot_1.3-Ion_pot_1.1,Ion_pot_1.3-Ion_Energy.1,Electronegativity.3-Ion_pot_1.1,Electronegativity.3-Ion_Energy.1,Electronegativity.3-Elec_cond,Elec_Aff.2+Therm_cond.1,Group.2+At_rad_2.1,At_wt.3-Therm_cond.1,abs(Valence.3-Valence.2),abs(Elec_Aff.3-Elec_Aff.2),abs(Electronegativity.3-Electronegativity.2),At_wt.3-Density.2,abs(Ion_rad.3-Ion_rad.2),At_vol.1+Electronegativity,abs(Ox_state.3-Ox_state.2),MP/Electronegativity.3,Period.3-CM1,Ox_state.3/CM1,Electronegativity.3*Electronegativity,CM1/Cov_rad.2,abs(Cov_rad.3-At_rad_1.2),Heat_vap/Electronegativity.3,At_wt.3-CM5,PBE_latt_const+PBE_delta_H,Electronegativity.3*ICSD_vol.1,Electronegativity.3*Heat_vap.1,Thermal_expn.1/CM8,Electronegativity.3-Therm_cond,At_rad_1.1-Cov_rad.1,Ox_state.1*Heat_fusion,abs(Ion_pot_2.1-BP),At_vol.2+Valence.1,abs(At_rad_1-Eps_ion),Ion_pot_1.1/Period.1,At_wt.3+Ion_pot_1,At_vol.2+Ox_state.1,Therm_cond/Valence.1,abs(Density.2-Ion_pot_1.1),MP.1/Thermal_expn.1,Thermal_expn.3+Valence.1,abs(At_rad_2.1-Period)
2.27779997,II-VI,ZnS,M_i_neut,Zr,0.28143377,0.281296299,0.360637925,0.360496918,0.856698752,-0.621186437,-0.813321213,-0.3512918,-0.742786022,-0.688984389,-0.50473692,-0.002326123,-0.752019799,-0.793880021,-0.537634526,0.491933167,-0.469439979,-0.314205487,0.497043422,-0.03817033,-0.858513892,0.064942154,-0.154778824,-0.155104329,-0.356074774,0.386405221,1.31382686,0.623289988,-1.578021871,-2.258426773,0.419330422,0.750723922,-0.160655445,3.740180856,0.856767619,1.479198744,0.251708658,-1.03532987,-0.06953689,0.762682426,-0.766421465
0.81470233,IV-IV,SnC,M_i_neut,Br,-0.729376125,-0.729566932,-0.773871701,-0.774055173,-1.229110813,1.365422119,0.520385376,-0.207744811,-0.176824276,0.126158841,-0.172568099,-0.543530258,0.113194367,-1.633769752,-0.227273266,-0.617413126,0.119018241,-0.300262169,0.967049363,0.170242747,0.110947599,3.542091428,-0.064619159,0.496038945,-3.356336158,3.591344208,0.923426173,-1.560785133,-0.034505527,-0.392430589,-1.184010284,0.041253853,-0.56124411,-0.323769842,-0.191188283,0.764920052,0.115555645,0.148442405,-0.204493771,-0.679069273,1.129176298
2.56283333,II-VI,ZnS,M_i_A,Ta,-0.084049174,-0.084195344,0.212923167,0.212780469,0.691348011,-0.550075307,-0.67979404,-1.22496831,-0.578849158,-0.725230747,-0.602219604,0.730533531,-0.576074322,-0.793880021,-0.277921422,0.335358212,-0.880994509,-0.307163046,0.347722323,0.041565544,-0.471504978,0.030051944,-1.188159103,-0.155104329,-0.264971149,0.268736896,0.931063736,0.456279519,-1.578021871,-2.258426773,0.419330422,0.540706022,-0.160655445,3.740180856,1.760403176,1.269180844,0.251708658,0.714254023,-0.06953689,0.764262028,-0.766421465
1.04206235,III-V,InN,M_i_B,Cs,2.156462919,2.156453948,2.136841261,2.13680503,0.558121404,-0.659014114,-1.973513094,-0.762818339,-0.1397487,-0.672637281,-0.195086041,-1.649849915,-0.080345657,0.317985202,-0.227273266,0.604296362,-0.849530637,-0.302163251,0.333192666,-1.254402504,0.118664542,0.593093374,-0.677348445,-1.243403124,-0.16738006,0.795622659,0.072655625,0.747999561,-0.718276379,0.839510702,0.387852177,3.757587895,2.477878131,-0.045801387,-0.367196879,3.014627886,0.008167752,2.126861187,-0.351288383,0.297570577,1.74947578
1.15050036,IV-IV,GeC,M_i_neut,Re,0.198243168,0.198074438,0.147173258,0.147000332,-0.728999335,-0.843289561,-0.814886356,-1.242858466,-0.176824276,-0.558497499,-0.780401306,1.571959925,-0.47930431,-1.365015537,0.241504788,0.364123309,-0.909598835,-0.306002751,0.262799925,0.091677173,-0.468180626,0.066165184,-1.297735777,-0.063777628,-0.517929738,0.514609083,0.748805101,-0.598461249,-0.034505527,0.180489534,-1.296711571,-1.058058591,-0.85985305,-0.323769842,1.1322698,-0.334392392,0.104334913,1.156334114,-0.204493771,-0.662746712,-0.068584548
0.87503965,III-V,BP,M_i_B,Ta,-0.04485836,-0.045119893,0.252377159,0.252117837,-0.339938952,-0.550880685,-0.367013303,-1.225759975,-0.578849158,-0.725230747,-0.602219604,0.730533531,-0.576074322,1.646656411,-0.277921422,0.04019135,-1.055251449,-0.309912726,-0.157570803,0.025729004,-0.471504978,-0.059583664,-1.157309597,-0.512510599,0.011811915,0.265621458,2.578401261,-0.593595192,-0.834644207,0.466716702,0.850794814,-0.191404926,-0.242275325,-0.958462026,-0.105672247,0.534665584,0.040769365,0.648219643,-0.196977261,0.050889292,0.718647421
1.61685771,II-VI,CdO,M_i_A,Ta,0.929313309,0.929187147,1.233090664,1.23295551,0.557097637,-0.550113208,-1.662819214,-1.225005565,-0.578849158,-0.725230747,-0.602219604,0.730533531,-0.576074322,-0.923130202,-0.277921422,0.283156375,-0.735335575,-0.304864627,0.295897387,0.198946253,-0.471504978,0.025551415,-1.237288579,-0.383061644,0.076937341,0.277290201,0.281099305,0.229789694,2.759046375,1.698564835,2.852977428,-2.387737769,0.794752606,-0.066823893,1.577713663,-1.668880194,4.486851076,-0.993206384,-1.13517728,-2.089228918,2.137162955
0.82510988,IV-IV,GeC,M_B,Nb,0.663691542,0.663533889,0.604121652,0.603953958,-0.217494888,-0.260178299,-1.081940702,-0.989423333,0.501533815,-0.200332473,-0.294899297,-0.657951226,1.523339764,-1.365015537,0.20278977,-0.587867371,-1.286007089,-0.30893743,-0.238767183,0.033324576,1.992666549,-0.253389826,-0.142890456,-0.063777628,0.890259128,-1.011819308,0.899312244,-0.081822513,-0.034505527,0.180489534,-1.296711571,-0.925484791,-0.85985305,-0.323769842,0.870144178,-0.201818593,0.104334913,-0.996376121,-0.204493771,-0.333894168,-0.068584548
2.32137842,II-VI,ZnO,M_i_A,In,1.425426932,1.425312577,0.98979577,0.98965783,0.419005615,-0.770557709,-0.594601829,-0.581092484,-0.541773581,-0.612867036,-0.762779319,-0.206457374,-0.716830703,-1.138133574,-0.746699476,0.07747005,-0.379963406,0.253519899,0.101781689,-0.049307303,-0.566611906,-0.027414284,-0.46354007,-1.09399153,-0.149054127,0.074076285,0.270613285,0.181203452,2.759046375,1.481949792,2.703779725,-2.07271092,1.502734565,-0.066823893,1.094409815,-1.353853345,-0.386237965,0.504083781,-1.13517728,-2.021306002,0.939402109
1.74419337,II-VI,ZnO,M_A,Re,1.70156995,1.701462167,0.344536974,0.344391646,-0.303292019,-0.877224403,-1.395764868,-1.26155934,1.336042027,1.338204874,0.980746559,1.595830333,0.08578578,-1.138133574,0.881618964,-0.606492534,2.650556005,-0.287509693,-0.550494051,0.004616701,-0.826564027,-0.179824341,-1.26432982,-1.09399153,-0.74842134,-0.464881045,0.334542071,-0.548344333,2.759046375,1.481949792,2.703779725,-2.522280486,1.502734565,-0.066823893,1.798210408,-1.803422911,-0.386237965,-0.079452147,-1.13517728,-2.644967249,0.939402109
0.99118638,IV-IV,GeC,M_i_A,Mo,0.382399413,0.382235065,-0.07874343,-0.078918943,-0.981888703,-0.260178299,-0.948413529,-0.36389358,-0.377836717,-0.702432911,-0.631310142,0.711646222,-0.532087953,-1.365015537,-0.018208317,0.834790422,-0.393466931,-0.306844654,0.510776242,0.065519965,-0.29152875,0.224154162,-0.253225427,-0.063777628,-1.214142633,1.269279963,0.924145737,-0.853889026,-0.034505527,0.180489534,-1.296711571,-1.021961764,-0.85985305,-0.323769842,0.223164524,-0.298295566,0.104334913,-1.108095925,-0.204493771,-0.666432451,-0.068584548
0.78364384,IV-IV,SiC,M_A,Rb,1.399319092,1.399178946,1.328229077,1.328069675,0.59308951,-0.609405056,-1.616049395,-0.817639686,1.836592422,2.419348438,-0.586873727,-1.874481698,1.237812499,-1.95627481,1.285344071,-0.493753865,-0.426254612,-0.306580254,-0.354067901,0.54651765,-0.918170062,-0.532028024,-0.805534343,-0.634808845,3.121758413,-3.430687931,0.80857227,1.776131758,-0.034505527,0.609015155,-0.921848606,2.029860841,-1.010929859,-0.323769842,0.807277312,2.753527039,0.009141858,0.482015216,-0.204493771,0.399940337,-1.266345394
1.73846239,IV-IV,SnC,M_i_A,Sn,0.324629528,0.324463806,0.095038637,0.094865115,-0.256459397,-0.082400476,0.119803857,-0.585613926,-0.742786022,-0.611817015,-0.745995653,-0.268149924,-0.637655239,-1.633769752,-0.537634526,-0.02152547,-0.288927378,-0.308473156,0.267754641,-0.047953438,-0.631759793,0.585199433,-0.52238364,0.496038945,-0.678594252,0.688763902,0.914305433,-0.578370609,-0.034505527,-0.392430589,-1.184010284,-0.569110668,-0.56124411,-0.323769842,0.199638258,0.154555531,0.115555645,-0.73170248,-0.204493771,-0.621150508,1.129176298
0.50051209,III-V,BAs,M_i_A,S,-0.837534946,-0.83614436,-0.897719803,-0.896310108,-1.390402481,1.626474737,1.325200415,1.382701164,-0.377836717,-0.323948437,-0.39047057,-0.008089903,-0.268169739,0.751597173,-0.018208317,0.297648083,0.552846664,-0.308358539,1.03737497,0.18178102,-0.399425231,0.09901651,0.534371938,-0.126665354,-0.240469608,-0.384527113,0.866305997,-1.654602879,0.206767512,-0.534263254,1.062436337,0.110495805,-0.242275325,-0.16445051,-1.60510527,-0.632464204,0.040769365,-0.390915684,-1.027046644,0.218590443,1.106334597
1.31327642,III-V,AlP,M_B,Zr,0.346792876,0.346540664,0.12800489,0.127744145,1.821402931,-0.621991815,-0.500540476,-0.751070227,-0.273995301,0.418479802,0.40676577,-0.652155127,1.308395883,-0.664629841,1.889956991,0.443320064,-0.780688929,-0.291149828,0.24468456,-0.034258558,-0.645413379,-0.339717672,0.138493973,0.080040754,-0.067098882,0.168299179,-1.743618241,1.74301848,-0.834644207,-0.932861949,-0.785051431,0.018612974,-1.143152068,-0.958462026,-0.283197119,0.744683484,0.056092339,-0.969295489,-0.196977261,-0.011529329,-0.479113426
0.61405556,IV-IV,SnC,M_B,Nb,0.663691542,0.663533889,0.604121652,0.603953958,0.313404135,-0.260178299,-1.081940702,-0.989423333,0.501533815,-0.200332473,-0.294899297,-0.657951226,1.523339764,-1.633769752,0.20278977,0.327597186,-1.224170279,-0.307750877,-0.141952839,0.041649656,1.992666549,-1.147204272,-0.142890456,0.496038945,0.890259128,-1.011819308,0.913718404,-0.002787001,-0.034505527,-0.392430589,-1.184010284,-0.925484791,-0.56124411,-0.323769842,0.617294603,-0.201818593,0.115555645,-0.996376121,-0.204493771,-0.333894168,1.129176298
1.8872826,II-VI,CdS,M_i_A,Ta,-0.084049174,-0.084195344,0.212923167,0.212780469,0.557097637,-0.550075307,-0.67979404,-1.22496831,-0.578849158,-0.725230747,-0.602219604,0.730533531,-0.576074322,-0.578876649,-0.277921422,0.283156375,-0.782380152,-0.305606965,0.295897387,0.082526641,-0.471504978,0.025551415,-1.196748876,0.394405416,-0.264971149,0.268736896,1.048168221,0.229789694,-1.578021871,-2.536060138,0.568528125,0.540706022,-0.880270324,3.740180856,1.577713663,1.269180844,-1.987278199,0.714254023,-0.06953689,0.764262028,0.431339381
2.62332514,II-VI,ZnS,M_i_A,Y,0.272001952,0.271864256,0.456218062,0.45607815,0.963690407,-0.976742084,-0.946848386,-0.328719559,-0.541773581,-0.507752597,-0.441659889,-0.39927701,-0.713749371,-0.793880021,-0.746699476,0.593246373,-0.433849125,0.39063029,0.593662957,-0.159693807,-0.747095987,0.087518172,-0.140360965,-0.155104329,-0.415024179,0.462543548,1.592789816,0.731355586,-1.578021871,-2.258426773,0.419330422,1.124818306,-0.160655445,3.740180856,0.833421358,1.853293128,0.251708658,-0.606810641,-0.06953689,0.777425384,-0.766421465
1.185547025,IV-IV,SiC,M_i_B,Ir,-0.089427279,-0.089602856,-0.113499844,-0.113675754,-1.020770534,0.123821799,-0.547832009,-1.301409386,-0.541773581,-0.506702576,-0.60837304,1.816766193,-0.567277048,-1.95627481,-0.537634526,0.319084169,-0.976484552,-0.312991901,0.299576089,0.078285511,-0.448580854,0.164887064,-1.365594165,-0.634808845,-1.321252309,1.385383175,0.546362245,0.146072394,-0.034505527,0.609015155,-0.921848606,-1.078404075,-1.010929859,-0.323769842,1.30763585,-0.354737876,0.009141858,1.492427627,-0.204493771,-0.662220178,-1.266345394
1.28636348,III-V,BP,M_i_A,Au,-0.359645283,-0.359914308,-0.651289593,-0.651559261,-1.351496424,0.606381835,0.434149736,-1.381739313,-0.541773581,-0.243046565,-0.413407672,1.039893592,-0.760817072,1.646656411,-0.746699476,0.288112648,-1.04616513,0.561250213,0.993117719,0.026153865,-0.547687832,0.09314243,-1.356592685,-0.512510599,-0.561539882,-0.441504889,-0.16741355,-1.615306298,-0.834644207,0.466716702,0.850794814,-0.237346341,-0.242275325,-0.958462026,0.055655744,0.488724169,0.040769365,1.204874523,-0.196977261,0.071687394,0.718647421
0.65305264,IV-IV,GeC,M_i_B,Ru,0.318498846,0.318332978,-0.113499844,-0.113675754,-1.02079476,-0.160622718,-0.681359182,-0.413846385,0.024188164,-0.65168801,-0.60837304,1.087388988,-0.558479775,-1.365015537,-0.746699476,0.907200747,-0.407648591,0.323963917,0.548926444,0.099821383,-0.371289883,0.248460159,-0.308753171,-0.063777628,-1.321252309,1.385383175,0.785082474,-0.893185607,-0.034505527,0.180489534,-1.296711571,-1.094155417,-0.85985305,-0.323769842,0.27483025,-0.370489219,0.104334913,-0.656470268,-0.204493771,-0.662220178,-0.068584548
1.5198153,IV-IV,SnC,M_i_B,Si,0.134342601,0.13417235,0.147173258,0.147000332,-0.198100312,0.007199547,0.119803857,0.296832077,-0.742786022,-0.566146604,-0.780401306,0.110315217,-0.241777917,-1.633769752,-0.537634526,0.01422779,0.606560386,-0.314666616,0.225796957,0.158788289,-0.648381551,0.407785914,0.537676124,0.496038945,-0.517929738,0.514609083,0.974502321,-0.519425737,-0.034505527,-0.392430589,-1.184010284,-0.844759161,-0.56124411,-0.323769842,-0.713067504,-0.121092963,0.115555645,0.314388577,-0.204493771,-0.672224328,1.129176298
1.89880424,II-VI,CdS,M_B,Na,0.557666989,0.557536092,0.943507546,0.943373213,1.374908059,-0.601986432,-1.213902733,-0.071105187,1.074165951,2.127685001,-0.548343011,-0.723818552,0.682064106,-0.578876649,3.057698002,0.885156468,0.306881021,-0.30236583,0.863265318,-0.083033226,-0.194988757,0.18325155,0.15745318,0.394405416,-0.715561777,0.850714224,2.111237261,1.055808989,-1.578021871,-2.536060138,0.568528125,1.380777621,-0.880270324,3.740180856,0.384283676,2.109252443,-1.987278199,0.128393917,-0.06953689,1.048735805,0.431339381
1.82231603,II-VI,CdS,M_i_A,Mo,0.102465025,0.102323294,-0.360557656,-0.36070692,-0.084852297,-0.294075241,-0.546266867,-0.397213326,-0.377836717,-0.702432911,-0.631310142,0.711646222,-0.532087953,-0.578876649,-0.018208317,-0.189390696,-0.368454863,-0.306582079,-0.149464761,0.072225477,-0.29152875,-0.098237166,-0.224805246,0.394405416,0.088725277,-0.18809307,1.601777404,-0.418603892,-1.578021871,-2.536060138,0.568528125,0.442260132,-0.880270324,3.740180856,0.721574317,1.170734954,-1.987278199,-0.636421779,-0.06953689,0.760313022,0.431339381
2.10823865,II-VI,ZnSe,M_i_neut,La,0.27152708,0.271318019,0.370106137,0.369893407,1.080408577,-0.579235714,-0.65640913,-0.774348722,-0.541773581,-0.688984389,-0.372848582,-0.83505759,-0.590587538,-0.575852771,-0.746699476,0.703769871,-0.987567878,0.412151486,0.699066086,0.088744905,2.006729448,0.112146555,-0.593645848,0.113828502,-0.908424424,0.491132736,-0.236892393,0.849245329,-0.952719512,-0.388238491,0.004575055,1.185854758,-0.199871447,-0.146824247,1.336981908,0.44529906,0.251708658,-1.172717562,0.020945576,0.76136609,-1.270414794
1.42388228,II-VI,CdO,M_i_A,Tc,1.073148532,1.073025794,0.885526529,0.885387395,0.168037071,-0.479002078,-1.395764868,-0.417309602,-0.176824276,-0.761477106,-0.780401306,0.951110566,-0.505696132,-0.923130202,0.241504788,-0.003235789,-0.336507047,-0.305783851,0.025980933,0.115169795,-0.454929425,-0.049471967,-0.271912068,-0.383061644,-0.245907614,-0.013015393,0.264044109,-0.163176116,2.759046375,1.698564835,2.852977428,-2.545251194,0.794752606,-0.066823893,0.742321178,-1.826393619,4.486851076,-0.376061104,-1.13517728,-2.084753377,2.137162955
0.74456821,II-VI,CdTe,M_B,Zr,-0.500913924,-0.501198658,-0.451574146,-0.451853958,0.286806019,-0.571892561,-0.076052332,0.603063677,1.677203272,1.791214122,0.799024011,1.473113122,0.187356344,0.568635194,-0.056923335,0.084191463,0.531705916,-0.315959642,0.108378627,-0.053541472,1.098568323,-0.026569497,1.734698421,0.999667243,-0.085489046,0.081218549,0.120427402,-0.043215009,-0.3566514,-0.418747652,-0.348197522,0.750723922,-1.272975274,-0.204329482,-0.262886917,0.010168224,-1.987278199,-0.70770331,0.34640461,1.033996475,-0.848028299
0.97628457,II-VI,CdTe,M_B,La,-0.321709383,-0.321989852,-0.251724769,-0.252002292,0.510515845,-0.571892561,-0.209579506,0.138770367,1.476190832,1.791214122,0.930912349,0.640381656,0.468869106,0.568635194,-0.31663644,0.248866958,0.050982021,-0.289870331,0.263580588,0.141094313,4.1157556,0.016568948,2.305748703,0.999667243,-0.510285975,0.192767863,-0.335109287,0.182740331,-0.3566514,-0.418747652,-0.348197522,1.185854758,-1.272975274,-0.204329482,0.217327371,0.44529906,-1.987278199,-0.783324351,0.34640461,1.032680139,-0.848028299
0.43958827,II-VI,CdTe,M_B,W,-0.887618458,-0.887912396,-1.346551795,-1.346841854,-0.715024939,-0.500781431,0.191002014,-0.29887171,2.079228153,1.82746048,0.208393631,2.723350918,-0.023778228,0.568635194,0.462502875,-0.653268361,0.11551884,-0.305648359,-0.58665624,0.133565482,0.58237175,-0.219754706,3.502848506,0.999667243,1.816862417,-0.418328378,-0.790645977,-1.05510197,-0.3566514,-0.418747652,-0.348197522,0.450792109,-1.272975274,-0.204329482,0.669976535,-0.289763589,-1.987278199,1.978944204,0.34640461,1.03083727,-0.848028299
2.02024417,IV-IV,GeC,M_i_B,Al,0.644839747,0.644681645,0.399157256,0.398987215,-0.446930424,-0.622845059,-0.013723317,0.307581765,-0.541773581,-0.67086121,-0.665296635,0.206487074,-0.488101584,-1.365015537,-0.746699476,-0.160851548,0.585120966,0.572690241,-0.013789044,0.111911102,-0.390560294,-0.110053291,0.551065962,-0.063777628,0.258615415,-0.327139206,0.972515568,-0.313561037,-0.034505527,0.180489534,-1.296711571,-0.982583408,-0.85985305,-0.323769842,-0.471336232,-0.25891721,0.104334913,0.236666952,-0.204493771,-0.61825457,-0.068584548
0.26566538,III-V,BP,M_i_neut,Pt,-0.306591307,-0.306859069,-0.425372905,-0.425639987,-1.098607056,0.482364025,0.300622563,-1.363369729,-0.742786022,-0.306260214,-0.562498836,1.526912908,-0.567277048,1.646656411,-0.537634526,0.226132323,-1.061711921,-0.315698368,0.705445588,0.046265074,-0.405803032,0.054960906,-1.309972663,-0.512510599,-0.418201933,-0.264723302,0.857144216,-1.359878521,-0.834644207,0.466716702,0.850794814,-0.309539994,-0.242275325,-0.958462026,0.036656253,0.416530516,0.040769365,1.65650018,-0.196977261,0.05747097,0.718647421
1.40691184,III-V,BP,M_i_neut,Ag,0.029181411,0.02892164,-0.121254287,-0.121517886,-0.75817906,-0.083680565,0.434149736,-0.514152566,-0.34076114,-0.594781227,-0.76319848,0.582006288,-0.599384812,1.646656411,-0.227273266,0.142697271,-0.528351222,-0.298670687,0.318194643,0.024934591,-0.560384974,0.003562702,-0.331073997,-0.512510599,-0.225247001,-0.026748089,-0.836791289,-1.016033438,-0.834644207,0.466716702,0.850794814,-0.230783282,-0.242275325,-0.958462026,-0.841681227,0.495287228,0.040769365,-0.643639795,-0.196977261,0.084060948,0.718647421
1.61257136,III-V,GaP,M_i_A,Ba,0.58660185,0.586355345,0.782412465,0.782159212,0.363219627,-1.347325335,-0.767594822,-0.801035518,-0.34076114,-0.319271534,-0.252428796,-1.354340183,-0.361858419,0.410387021,-0.486986371,0.474081287,-0.926512125,-0.297567641,0.179515227,-0.502434075,-0.409721319,1.243703642,-0.698709446,0.202681919,0.348104795,0.680378257,-1.509250411,0.166107961,-0.834644207,-1.533857488,-1.064264276,1.668566099,0.496790711,-0.958462026,-0.225595876,2.394636609,0.038396913,-0.355924829,-0.196977261,0.088536489,-1.309183511
0.37708687,II-VI,CdTe,M_B,Nb,-0.628243466,-0.62853123,-0.686179938,-0.686462436,0.024190137,-0.244781366,0.057474841,0.586681494,1.878215713,1.957947371,0.644198572,1.884397846,0.011410867,0.568635194,0.20278977,-0.109123248,0.535502199,-0.308815344,-0.073814979,0.0339746,0.705210837,-0.07721028,1.766566809,0.999667243,0.413185609,-0.049730646,0.093631126,-0.308466931,-0.3566514,-0.418747652,-0.348197522,0.538737104,-1.272975274,-0.204329482,-0.245942976,-0.201818593,-1.987278199,-0.274982913,0.34640461,1.038208749,-0.848028299
1.70861774,IV-IV,SiC,M_i_A,Tc,0.339720437,0.339555074,0.147173258,0.147000332,-0.728975109,-0.445067236,-0.814886356,-0.383952601,-0.176824276,-0.761477106,-0.780401306,0.951110566,-0.505696132,-1.95627481,0.241504788,0.172118253,-0.472128214,-0.306850557,0.181393397,0.069293273,-0.454929425,0.038880702,-0.274836891,-0.634808845,-0.517929738,0.514609083,0.910178654,0.440796752,-0.034505527,0.609015155,-0.921848606,-1.081029298,-1.010929859,-0.323769842,0.358718759,-0.3573631,0.009141858,-0.839221115,-0.204493771,-0.658007904,-1.266345394
0.73394787,II-VI,CdTe,M_B,Y,-0.510345741,-0.5106307,-0.355994009,-0.356272727,0.393797675,-0.927448208,-0.209579506,0.625635918,1.476190832,1.60998233,0.862101042,1.076162235,0.345707272,0.568635194,-0.31663644,0.162949308,0.527909632,-0.284005775,0.182605652,-0.185024464,1.361930165,-0.005938067,1.71218743,0.999667243,-0.288652795,0.134568221,0.147223678,0.064850588,-0.3566514,-0.418747652,-0.348197522,1.124818306,-1.272975274,-0.204329482,-0.286233178,0.384262608,-1.987278199,-1.136222539,0.34640461,1.048739433,-0.848028299
0.722991,III-V,AlP,M_i_B,I,-0.648730503,-0.649006407,-0.755558834,-0.755829696,0.83234863,1.12236419,1.235312776,-0.69951837,-0.176824276,0.019957011,-0.344596365,-0.904108655,0.324328939,-0.664629841,-0.227273266,-2.681176711,-0.489530351,-0.299275755,-0.855488853,0.032351245,0.100420486,2.557404825,-0.567503102,0.080040754,-0.627695858,-0.52309639,0.189776916,0.744036424,-0.834644207,-0.932861949,-0.785051431,0.782553084,-1.143152068,-0.958462026,-0.336516729,1.508623594,0.056092339,-0.637403146,-0.196977261,0.263345852,-0.479113426
1.50339142,II-VI,CdSe,M_B,Ca,-0.020952235,-0.021168257,0.653272463,0.653062975,1.263132368,-2.04412498,-0.789936303,0.437015841,1.275178391,1.197543208,-0.638955829,0.159906515,-0.119307832,-0.360849399,-0.576349545,0.802877036,0.401105041,-0.297403019,0.785719299,-0.215116913,0.074437272,0.161697604,0.851289694,0.602768265,-1.296693477,0.689582113,1.015481978,0.942911335,-0.952719512,-0.418747652,0.153772758,1.525164927,-0.904690763,-0.146824247,-0.098610802,0.78460923,-1.987278199,-0.312082071,0.020945576,0.997269885,-0.072653947
1.50784467,III-V,InN,M_B,I,1.700739837,1.70072002,1.345747377,1.345702088,-0.327422884,1.11741301,0.162921676,-1.332503434,0.32904202,2.032770392,2.448562113,-1.927123595,4.269667484,0.317985202,1.238895868,0.129135379,-1.165878923,-0.30050147,0.135842615,0.073532256,2.713051886,0.012336626,0.253484556,-1.243403124,-0.130719412,0.131986059,-0.043254629,-0.146433487,-0.718276379,0.839510702,0.387852177,0.782553084,2.477878131,-0.045801387,0.222023161,0.039593075,0.008167752,1.484082345,-0.351288383,-0.144381304,1.74947578
1.80026604,IV-IV,SiC,M_i_A,B,0.807067015,0.806912774,0.02552581,0.025351492,-0.865146307,-0.750845092,-0.013723317,0.465040602,-0.541773581,-0.605617765,-0.700121449,0.386402182,-0.215386096,-1.95627481,-0.746699476,0.240702347,1.098024421,0.655022191,0.23654532,0.279984202,-0.887093914,0.097683671,0.737604441,-0.634808845,-0.892813604,0.920970326,1.034728416,0.303258718,-0.034505527,0.609015155,-0.921848606,-1.336988614,-1.010929859,-0.323769842,-0.519387081,-0.613322415,0.009141858,0.312287993,-0.204493771,-0.666695719,-1.266345394
0.42174608,III-V,BP,M_i_A,W,-0.06607995,-0.066341988,-0.494885732,-0.49515361,-1.176419169,-0.550880685,-0.233486129,-1.254018851,-0.377836717,-0.725230747,-0.516624632,1.247911672,-0.540885227,1.646656411,-0.018208317,0.245203193,-1.049044165,-0.30800275,0.79396009,0.047610673,-0.34231732,0.066709067,-1.208370176,-0.512510599,-0.462305917,-0.319117636,-0.372325103,-1.438471683,-0.834644207,0.466716702,0.850794814,-0.281318839,-0.242275325,-0.958462026,-0.076444351,0.444751671,0.040769365,1.204874523,-0.196977261,0.046150484,0.718647421
1.43636659,III-V,InP,M_B,Ba,0.612770142,0.61252426,0.510325439,0.510069071,0.15628418,-1.347325335,-0.767594822,-1.200022281,-0.676020182,0.788192657,0.659073894,-2.004169187,0.798154002,0.249134491,1.370530781,0.388680528,-1.134270823,-0.30278026,0.243640288,-0.77224519,-0.622821832,0.329560897,0.645580791,0.632877485,0.175473032,0.467468018,-1.259281372,0.342128847,-0.834644207,-1.807892635,-1.200673604,1.668566099,2.036793494,-0.958462026,0.090032886,2.394636609,0.008167752,-0.355924829,-0.196977261,0.027697471,-0.111422665
0.65823245,III-V,GaAs,M_B,La,0.138015158,0.139428961,0.077150279,0.078571135,-0.189299345,0.556821129,-0.410652837,0.536869641,-0.475007742,0.24988904,0.669406855,-0.518265632,-0.572051446,-0.484672217,0.719469658,0.228877965,-0.609369321,-0.311017678,0.143110714,0.108773268,2.877288045,0.411971754,1.435534811,0.408789593,-0.088328906,0.263901923,0.085190991,-0.391956988,0.206767512,0.674004326,-0.852622752,0.45374381,-1.364414255,-0.16445051,-0.410904569,-0.289216199,0.038396913,-1.20311434,-1.027046644,0.329744745,-1.289187096
1.36773388,II-VI,CdO,M_i_B,Sn,1.058057624,1.057934526,0.833391909,0.833252178,0.109677986,-0.116335318,-0.461074655,-0.618970927,-0.742786022,-0.611817015,-0.745995653,-0.268149924,-0.637655239,-0.923130202,-0.537634526,-0.046194614,-0.335036525,-0.309937391,-0.014506535,-0.032673373,-0.631759793,-0.060725475,-0.507475362,-0.383061644,-0.294334357,-0.056561233,0.296448981,-0.222120988,2.759046375,1.698564835,2.852977428,-2.033332564,0.794752606,-0.066823893,0.950897626,-1.314474989,4.486851076,0.504083781,-1.13517728,-2.047895981,2.137162955
0.51101621,III-V,BAs,M_i_B,Tc,-0.111284966,-0.109877095,-0.306860773,-0.305444313,-0.728999518,0.699043387,0.123455856,0.740676162,-0.176824276,-0.761477106,-0.780401306,0.951110566,-0.505696132,0.751597173,0.241504788,0.135545695,-0.526101559,-0.307275076,0.285001705,0.060508823,-0.454929425,-0.000842859,-0.138725453,-0.126665354,-0.148258646,0.008479257,-0.423349976,-0.986561002,0.206767512,-0.534263254,1.062436337,-0.34891835,-0.242275325,-0.16445051,-0.941064732,-1.09187836,0.040769365,-0.079301658,-1.027046644,0.055364833,1.106334597
