(0/-1),Type,AB,Site,M,Ion_Energy.3-Ion_pot_1.1,Ion_Energy.3-Ion_Energy.1,Valence.1-Cov_rad.1,Cov_rad.3-Therm_cond.1,At_vol.1+Mend_num,Electronegativity.3+Therm_cond.1,Electronegativity.2-Ion_pot_1.1,Electronegativity.2-Ion_Energy.1,Period.3-Therm_cond.1,Ion_pot_1.1+Ion_Energy,Ion_Energy.1+Ion_Energy,Elec_Aff.2+Therm_cond.1,Ion_pot_1.1+Ion_pot_1,Ion_Energy.1+Ion_pot_1,At_rad_1.3+Elec_cond,ICSD_vol.3-Therm_cond.1,PBE_gap,Therm_cond.1^-1,Elec_Aff.2-Ion_pot_1.1,MP.1-Mend_num,Elec_Aff.2-Ion_Energy.1,Cov_rad.3+Elec_cond,Ion_pot_1.1/At_wt.1,Electronegativity+At_rad_2,Thermal_expn.1/Ion_Energy,abs(Group.3-Group.2),abs(Ion_rad.3-Ion_rad.2),abs(Electronegativity.3-Electronegativity.2),Ion_pot_2/MP.1,At_wt.3-Elec_Aff.2,abs(Thermal_expn.3-Elec_Aff.3),MP/Electronegativity.3,abs(Elec_Aff.3-CM5),abs(Electronegativity.2-Electronegativity),Ion_pot_2.2-Therm_cond,Elec_Aff.2*Electronegativity,Period.3-Elec_Aff.2,CM1/Cov_rad.3,CM1/Cov_rad.2,Therm_cond/Ion_pot_2.3,Therm_cond.1/At_num.3,MP.1+Elec_cond,CM1/At_rad_2.2,Ion_pot_2.2*CM5,Ox_state.3^-1,abs(Electronegativity.3-At_vol.3),abs(Valence.3-Ox_state.2),Heat_fusion/Elec_Aff.2,abs(At_rad_2.3-At_rad_2.2),At_vol/At_rad_1.1,abs(Elec_Aff.2-Elec_cond),BP/Group.3,Heat_vap.3+Ion_pot_2.2,abs(Group.2-BP),Electronegativity.3*Therm_cond.1,Ion_pot_2/Eps_ion,Electronegativity.3*Heat_vap.1,Group.2*Mend_num.1,exp(PBE_gap),abs(Ion_rad.3-At_vol.2),abs(Group.3-BP),abs(Valence.3-Group),At_wt.3-Density.2,At_vol.1*Cov_rad,abs(At_vol.3-CM5),MP/Cov_rad.3,abs(At_rad_2.2-Group.1)
2.66033048,II-VI,ZnS,M_i_neut,Zr,0.174964043,0.174823896,-1.392206069,-0.621249728,-1.334250054,-0.861877656,0.476747169,0.476593601,-0.607226671,0.913280353,0.913233322,-0.621186437,1.022074911,1.022073265,0.536712469,-0.33934358,0.921531414,-0.566487935,0.127480221,-0.985520057,0.127326653,0.582310592,3.705267034,-1.352539223,-1.26020467,-0.469758791,-0.752019799,-0.50473692,0.222605043,-0.008991581,-0.898178146,0.491933167,-0.707259873,-0.907864527,0.592682651,0.186719314,-0.26898603,0.001984892,-0.03817033,-0.12309475,0.1357255,0.063436686,-0.045781992,0.588442648,0.419131686,-0.832228839,-0.227067197,0.177723478,-0.606224111,-0.033475359,-0.301755479,0.069834425,0.620110411,-0.794476155,0.368630364,0.347689489,0.386405221,-0.940261109,0.017723185,-0.809253809,-0.579742708,0.354178481,-0.002326123,-0.072550421,-0.654821052,-0.199768129,-0.183301433
0.81470233,IV-IV,SnC,M_i_neut,Br,-0.721279158,-0.72146597,-0.455437824,0.003904474,-0.686152196,0.647143647,-1.018909375,-1.019094131,-0.124009813,0.168888684,0.168717951,1.365422119,0.36255418,0.362415086,-0.731155773,-1.832312356,-0.484608581,-0.600911336,-1.527040977,-0.89375135,-1.527225733,-0.517549426,-0.219095465,1.366553941,0.475498918,-0.284824384,0.113194367,-0.172568099,0.198951214,2.128311397,1.475108725,-0.617413126,1.595218196,-0.018022248,-0.615935551,1.981863779,2.118844265,0.030141567,0.170242747,-0.040775938,0.223002055,2.091588582,0.172364659,-0.030444656,0.381372571,-0.371150936,3.178567086,-2.327163242,-0.31692834,-0.350183207,1.698957709,0.45631878,-0.628813682,0.197908767,-1.09473299,0.351063516,3.591344208,-2.84365156,-0.314197522,1.001905551,-0.076711284,-1.114460434,-0.543530258,-2.440414674,0.22145853,0.279059975,-1.294157332
2.99004641,II-VI,ZnS,M_i_A,Ta,-0.072327839,-0.072472816,-1.392206069,-0.411137519,-1.334250054,-0.707976116,0.289658836,0.289505268,-1.057269695,0.913280353,0.913233322,-0.550075307,1.022074911,1.022073265,0.246811003,-0.135398059,0.921531414,-0.566487935,0.056369091,-0.985520057,0.056215523,0.362824808,3.705267034,-1.352539223,-1.26020467,-0.536756126,-0.576074322,-0.602219604,0.222605043,-0.855384346,-0.814884895,0.335358212,-0.665698824,-0.612243104,0.449627528,0.089265984,-0.653742299,0.01287468,0.041565544,-0.075753857,-0.373508809,0.063436686,-0.057577108,0.436252945,0.406389206,-1.055857243,0.125620559,0.084965293,-0.651202264,-0.033475359,-0.41000235,0.056756309,1.29787472,-0.557965797,0.207690325,0.347689489,0.268736896,-0.711146851,0.017723185,-0.958691372,-0.387948694,0.867368513,0.730533531,-0.072550421,-0.693596498,0.031168821,-0.033260251
1.69205397,III-V,InN,M_i_B,Cs,2.163883227,2.16386546,-1.441058999,-2.345957218,0.946975319,-1.356409653,2.453968642,2.453904419,-1.062903451,0.492485358,0.492479259,-0.659014114,0.773501209,0.773555243,1.565497226,-1.958299287,-0.513470074,-0.561114388,1.542492225,1.254496517,1.542428001,1.585704112,-0.065289087,1.48024298,-0.074160108,-0.268766786,-0.080345657,-0.195086041,-4.461245106,-0.469575333,-0.584197802,0.604296362,-0.714393581,0.215641492,-0.702789828,0.056925189,-0.755866699,-0.161976999,-1.254402504,-0.170079841,-0.093703727,-1.080540573,-0.571582479,-0.258014342,0.381372571,3.957272521,-0.935503913,0.15510055,0.15197904,-0.382887542,-0.856954339,0.754180443,-0.15185934,0.016656018,0.890691704,-3.702532511,0.795622659,0.498781835,-0.317263193,3.898086593,-0.258173291,0.160686631,-1.649849915,0.525898806,3.476085529,-1.199540749,1.682492517
1.7627694,IV-IV,GeC,M_i_neut,Re,0.208881098,0.208712458,-0.455437824,-0.263511065,-0.991796327,-0.312477725,0.147641409,0.147456653,-1.024095862,0.453800514,0.453664757,-0.843289561,0.626922459,0.62682517,-0.851842323,0.003197329,0.560460013,-0.600911336,0.681670703,-1.212532892,0.681485947,-0.748861002,-0.219095465,0.80499348,0.296652395,-0.670750796,-0.47930431,-0.780401306,0.193467286,-1.247898806,-0.678567334,0.364123309,-0.834129212,-0.271791018,0.013898869,-0.583693042,-0.977499872,0.019596758,0.091677173,0.073040839,-0.440639874,1.513312941,-0.015577833,0.638823687,0.40007705,-0.42651118,0.830996072,-0.349674509,-0.728307669,-0.714842486,-0.899287094,-0.00861135,0.981287678,-0.473005748,-0.161369229,0.358330509,0.514609083,0.352861872,-0.115531282,-0.90578679,-0.520582361,-1.114460434,1.571959925,-0.171413131,-0.59647174,-0.416058003,0.415991827
1.33542928,III-V,BP,M_i_B,Ta,-0.033301369,-0.033561391,-0.335241851,-0.411922056,-0.044517171,-0.708769143,0.331405494,0.331128049,-1.058057892,0.393104898,0.392865634,-0.550880685,-0.884634159,-0.885069016,-0.749524335,-0.136181669,0.166692375,-0.565728479,0.098115749,0.045332444,0.097838304,-0.62914166,-1.056546338,-0.529269124,1.600408091,-0.536756126,-0.576074322,-0.602219604,0.209460966,-0.855384346,-0.814884895,0.04019135,-0.700983685,0.611980298,-0.532908386,-0.112444491,-0.653742299,0.010589932,0.025729004,0.028162239,-0.372759821,-1.116025062,-0.028946824,0.413582137,0.406389206,-1.055857243,0.125620559,-0.158745532,-0.651202264,-0.04197765,-0.401351228,-0.010421731,1.29787472,1.434017146,0.208090599,0.354059992,0.265621458,0.063085608,-0.215269829,-0.958691372,1.23367761,-0.636735992,0.730533531,-1.044581313,-0.660396108,-0.053579192,-0.996814306
1.92334405,II-VI,CdO,M_i_A,Ta,0.93678518,0.936655824,1.230432359,-0.411174438,-1.401406415,-0.708013434,1.369108142,1.368950196,-1.057306787,1.825704743,1.825765185,-0.550113208,1.978511334,1.978656278,0.117110545,-0.135434935,-0.62952153,-0.566452139,1.135818397,-0.331104906,1.135660452,0.233693079,-0.074181469,-0.32747911,0.46421831,-0.536756126,-0.576074322,-0.602219604,0.219642173,-0.855384346,-0.814884895,0.283156375,-0.60950581,-0.863165102,0.237664724,0.06857773,-0.653742299,0.035580108,0.198946253,0.855237942,-0.373473507,-0.335705745,-0.342099768,0.472357411,0.406389206,-1.055857243,0.125620559,0.075048485,-0.651202264,-1.331494791,-0.603173286,0.053126757,1.29787472,-0.386081974,0.207709162,0.343561088,0.277290201,-0.55630036,-0.328734649,-0.958691372,-0.223655824,0.867368513,0.730533531,-0.304830367,-0.746469881,0.016180682,-0.033260251
1.5823894,IV-IV,GeC,M_B,Nb,0.672518239,0.672358657,-0.455437824,-1.124119841,-0.991796327,-0.788564631,0.477797291,0.477612536,-1.307725392,0.453800514,0.453664757,-0.260178299,0.626922459,0.62682517,0.027106956,-1.421120654,0.560460013,-0.600911336,0.098559441,-1.212532892,0.098374686,0.15014145,-0.219095465,0.80499348,0.296652395,2.219891443,1.523339764,-0.294899297,0.193467286,-0.377454059,-0.667207015,-0.587867371,-0.321105702,0.249893846,-0.117681245,0.284018019,-0.687207553,-0.029611649,0.033324576,0.108370679,-0.327646965,1.513312941,-0.04024241,-0.228312154,0.409108163,0.820633565,-0.797837548,0.170147413,0.894508623,-0.714842486,-0.011662759,0.148925901,-0.665404704,1.50E-05,0.301690764,0.358330509,-1.011819308,0.992164559,-0.115531282,0.361040399,-1.239209639,-1.079123074,-0.657951226,-0.171413131,0.138530862,1.443094598,0.651770827
2.96944577,II-VI,ZnO,M_i_A,In,1.433082847,1.432963188,1.230432359,-0.602185538,-1.707050546,-0.454528544,1.060962652,1.060804706,-0.607263762,2.031799842,2.031885585,-0.770557709,2.16952337,2.169698518,0.639030633,-0.4449951,-0.485214067,-0.566452139,1.356262899,-0.649886448,1.356104953,0.562357339,-0.074181469,-1.352539223,0.48463515,-0.552813724,-0.716830703,-0.762779319,0.229415237,-0.405510567,-0.706494467,0.07747005,-0.84774778,-0.125337232,0.153648773,0.391371305,-0.4167884,0.000550045,-0.049307303,0.02219369,-0.003150225,-0.189475073,-0.022361086,0.197972638,-1.635616284,-1.068526158,-0.579754953,0.372515667,-0.709031317,1.101416727,-0.074437052,-0.047868616,-0.147248408,1.33411707,-0.057389266,0.333139135,0.074076285,0.877511446,-0.31426275,-0.788796835,1.146403422,-0.15901155,-0.206457374,-0.135342469,-0.509779189,-0.178773861,0.15964984
2.62043624,II-VI,ZnO,M_A,Re,1.642725209,1.642609645,1.230432359,-0.18779071,-1.707050546,0.217755827,0.928900299,0.928742353,-0.930390399,2.031799842,2.031885585,-0.877224403,2.16952337,2.169698518,0.287420278,-0.38622442,-0.485214067,-0.566452139,1.462929593,-0.649886448,1.462771647,0.129475435,-0.074181469,-1.352539223,0.48463515,2.154812962,0.08578578,0.980746559,0.229415237,-1.232465605,0.474456485,-0.606492534,-0.179482905,0.083336714,0.633227686,0.5375513,-0.849146554,0.00713182,0.004616701,-0.064719409,-0.36874817,-0.189475073,0.000790451,0.619313203,0.398010261,-0.154559449,-0.882513243,0.511652945,-0.334157341,1.101416727,0.087933254,-0.067957023,1.809855181,-0.08494508,-0.760474683,0.333139135,-0.464881045,-0.197847408,-0.31426275,-0.123845432,1.441005217,3.176209525,1.595830333,-0.135342469,-0.565789365,0.276692663,0.223953204
2.21649711,IV-IV,GeC,M_i_A,Mo,0.392758527,0.392593479,-0.455437824,-0.301713285,-0.991796327,-0.077098898,-0.138493689,-0.138678445,-0.574052838,0.453800514,0.453664757,-0.260178299,0.626922459,0.62682517,-0.865484745,-0.025937746,0.560460013,-0.600911336,0.098559441,-1.212532892,0.098374686,-0.708954496,-0.219095465,0.80499348,0.296652395,-0.603753461,-0.532087953,-0.631310142,0.193467286,0.281241507,-0.500826524,0.834790422,-0.281766153,-0.7239179,-0.281467886,0.284018019,0.054771542,0.016034571,0.065519965,0.028808125,0.106864718,1.513312941,-0.02354906,0.381156021,0.402176761,-0.154271846,0.478308315,0.170147413,-0.702605867,-0.714842486,-0.011662759,-0.038045315,0.913951871,-0.23649539,-0.39030751,0.358330509,1.269279963,0.672513216,-0.115531282,-0.923937447,-0.328788346,-0.901159022,0.711646222,-0.171413131,-0.669103322,-0.333530659,0.501729645
1.77360158,IV-IV,SiC,M_A,Rb,1.299054491,1.298907149,-0.455437824,-2.25591513,-1.297440457,-1.543000074,1.336202585,1.33601783,-1.018260195,0.583209065,0.583089194,-0.609405056,0.746959947,0.74688164,1.221061125,-2.706012362,0.179003921,-0.600911336,0.447786198,-1.531314433,0.447601442,1.332451951,-0.219095465,-0.214398242,0.215419301,1.399865824,1.237812499,-0.586873727,0.190559699,-0.558043359,2.109439503,-0.493753865,0.303681748,0.916238998,-0.136521942,-0.097336278,-0.74011147,0.095496693,0.54651765,0.158976295,-0.162379965,1.513339329,0.224672844,-0.443893362,0.387428471,2.965128763,-0.550184818,-0.062234886,-0.288990851,-1.95025884,-0.543297997,-2.132192468,-0.359080861,0.360423663,1.035482991,0.356229803,-3.430687931,2.270769932,-0.212709451,0.535178066,1.480525504,1.376402454,-1.874481698,1.142219341,2.21103759,1.025811068,2.58087174
2.06627732,IV-IV,SnC,M_i_A,Sn,0.33473063,0.334564449,-0.455437824,-0.511825494,-0.686152196,-0.258159534,0.081610232,0.081425477,-0.574052838,0.168888684,0.168717951,-0.082400476,0.36255418,0.362415086,0.087389543,-0.44475444,-0.484608581,-0.600911336,-0.079218382,-0.89375135,-0.079403138,0.021188406,-0.219095465,1.366553941,0.475498918,-0.485816389,-0.637655239,-0.745995653,0.198951214,0.231781442,-0.353517398,-0.02152547,-0.079154847,-0.689780487,-0.067583079,0.402208047,0.230726745,0.000900104,-0.047953438,0.058578193,-0.025863668,2.091588582,0.087656378,0.519857527,0.419131686,-0.895988271,-0.227067197,-0.47228462,-0.702455366,-0.350183207,-0.504948569,0.311639741,-0.297396849,-0.511622308,-0.21420114,0.351063516,0.688763902,-1.88469753,-0.314197522,-0.436335829,-0.652093328,0.125221041,-0.268149924,-2.440414674,-0.453106818,-0.087677693,-0.119869538
1.05557719,III-V,BAs,M_i_A,S,-0.826828976,-0.825440531,0.164159441,1.347622398,-1.013798449,1.429693637,-1.081129817,-1.079627346,1.445737004,0.16102412,0.162600931,1.626474737,-1.122717387,-1.121297554,-1.022372774,0.715776572,0.126326651,0.212052684,-1.124400865,-0.723322237,-1.122898394,-1.267645756,-0.113083899,-0.529269124,0.132599703,-0.351821719,-0.268169739,-0.39047057,0.211696928,1.704782264,0.140224542,0.297648083,0.543721077,-1.18066707,-1.170153934,1.61131962,1.699977933,0.031641356,0.18178102,-0.023370717,-0.221142352,-0.536816657,0.125942728,-0.116888715,0.402176761,-0.093318158,0.478308315,2.274809448,-0.297651989,-0.113871117,1.118651324,0.098582617,-0.510218156,-1.167596796,1.083484068,0.354059992,-0.384527113,0.233433546,-0.223446795,0.719725817,-0.87605655,-0.123545961,-0.008089903,0.729577526,-0.537320093,-0.22746248,0.440165619
1.91709182,III-V,AlP,M_B,Zr,0.239834765,0.239580078,-0.335241851,-0.686714853,0.26112696,-0.579187752,0.518493827,0.518216382,-0.84229686,-0.794471515,-0.794856568,-0.621991815,-0.556912761,-0.557295796,1.74435722,-0.607875937,0.518883317,-0.565728479,0.169226879,0.364113986,0.168949434,1.870758532,-1.056546338,-1.206824952,-2.393602187,-0.504216886,1.308395883,0.40676577,0.519157183,-0.429132766,-0.303991672,0.443320064,-0.705458344,-0.65694253,1.928489904,0.229993318,-0.505920531,-1.91E-05,-0.034258558,0.00041574,-0.098402425,1.389836911,-0.042065667,-0.305762117,0.362362136,-0.725504748,0.096143141,0.267207466,-0.476280228,-0.065877437,1.524587922,-0.291653156,1.027498652,-0.214055837,0.072357913,0.192183076,0.168299179,0.08341026,-0.128010271,0.499962982,-0.358255927,-1.136979535,-0.652155127,-0.178217921,0.266246938,-0.819162513,-0.846773124
1.10508724,IV-IV,SnC,M_B,Nb,0.672518239,0.672358657,-0.455437824,-1.124119841,-0.686152196,-0.788564631,0.477797291,0.477612536,-1.307725392,0.168888684,0.168717951,-0.260178299,0.36255418,0.362415086,0.540013137,-1.421120654,-0.484608581,-0.600911336,0.098559441,-0.89375135,0.098374686,0.660798568,-0.219095465,1.366553941,0.475498918,2.219891443,1.523339764,-0.294899297,0.198951214,-0.377454059,-0.667207015,0.327597186,-0.321105702,-0.063758651,-0.043715058,0.208242461,-0.687207553,-0.043038579,0.041649656,0.129488363,-0.327646965,2.091588582,-0.054430093,-0.228312154,0.409108163,0.820633565,-0.797837548,-0.244524475,0.894508623,-0.350183207,-0.775565745,0.23217365,-0.665404704,-0.283593339,0.301690764,0.351063516,-1.011819308,0.992164559,-0.314197522,0.361040399,-0.968126404,-1.079123074,-0.657951226,-2.440414674,0.138530862,-0.523082683,0.651770827
2.58003647,II-VI,CdS,M_i_A,Ta,-0.072327839,-0.072472816,-1.392206069,-0.411137519,-1.028605924,-0.707976116,0.289658836,0.289505268,-1.057269695,0.707185253,0.707112922,-0.550075307,0.831062875,0.831031025,0.117110545,-0.135398059,-0.065410538,-0.566487935,0.056369091,-0.666738515,0.056215523,0.233693079,3.705267034,-0.32747911,-0.890751177,-0.536756126,-0.576074322,-0.602219604,0.216505762,-0.855384346,-0.814884895,0.283156375,-0.655874065,-0.863165102,0.237664724,0.06857773,-0.653742299,0.018784167,0.082526641,0.855237942,-0.373508809,-0.082793987,-0.131629134,0.442565432,0.406389206,-1.055857243,0.125620559,0.075048485,-0.651202264,-0.039578443,-0.603173286,0.053126757,1.29787472,-0.386081974,0.207690325,0.350309069,0.268736896,-0.711146851,-0.25808225,-0.958691372,-0.223655824,0.867368513,0.730533531,0.035230829,-0.702840854,0.016180682,-0.033260251
3.24352493,II-VI,ZnS,M_i_A,Y,0.282695159,0.282557118,-1.392206069,-0.945968597,-1.334250054,-0.961461006,0.597804326,0.597650758,-0.607226671,0.913280353,0.913233322,-0.976742084,1.022074911,1.022073265,0.894826044,-0.692606356,0.921531414,-0.566487935,0.483035868,-0.985520057,0.4828823,0.921515893,3.705267034,-1.352539223,-1.26020467,-0.402761456,-0.713749371,-0.441659889,0.222605043,-0.353254497,-0.538906553,0.593246373,-0.72118163,-1.099148977,0.660767709,0.673985961,-0.620896435,-0.014395282,-0.159693807,-0.145625977,0.151156842,0.063436686,-0.074915999,0.6661845,-1.635616284,-0.285813714,-0.579754953,0.641514404,-0.535544156,-0.033475359,0.239478872,0.082912541,-0.148501681,-1.030986513,0.472768036,0.347689489,0.462543548,-1.169375366,0.017723185,-0.894606001,-0.771536723,-0.15901155,-0.39927701,-0.072550421,-0.230123249,-0.556670689,-0.419080433
1.185547025,IV-IV,SiC,M_i_B,Ir,-0.084931039,-0.085105418,-0.455437824,-0.244409955,-1.297440457,-0.040886771,-0.182514474,-0.182699229,-1.024095862,0.583209065,0.583089194,0.123821799,0.746959947,0.74688164,-0.873987853,0.035974287,0.179003921,-0.600911336,-0.285440658,-1.531314433,-0.285625413,-0.768790952,-0.219095465,-0.214398242,0.215419301,-0.804745467,-0.567277048,-0.60837304,0.190559699,-0.308507223,-0.044678929,0.319084169,0.121566238,-0.963240906,0.726398801,0.35333288,-0.02030357,0.017726545,0.078285511,-0.012801183,-0.473821971,1.513339329,0.009516576,0.398769211,0.419131686,-0.043726445,0.458611303,0.225914036,-0.792562173,-1.95025884,0.572835482,0.180903757,0.779392821,-1.392149669,-0.425528784,0.356229803,1.385383175,-0.286440814,-0.212709451,-0.686733819,-1.322377358,0.638411073,1.816766193,1.142219341,-0.570095483,-0.150129267,0.201647281
1.96409063,III-V,BP,M_i_A,Au,-0.349394259,-0.349660457,-0.335241851,-0.411922056,-0.044517171,0.232746165,-0.813134898,-0.813412343,-1.058057892,0.393104898,0.392865634,0.606381835,-0.884634159,-0.885069016,-0.729060702,-0.110688479,0.166692375,-0.565728479,-1.059146771,0.045332444,-1.059424216,-0.62914166,-1.056546338,-0.529269124,1.600408091,-0.686808395,-0.760817072,-0.413407672,0.209460966,0.178236613,0.547864303,0.288112648,0.642982909,-1.196527229,-0.955265249,1.885314884,0.491655687,0.010651226,0.026153865,-0.005993037,-0.465194363,-1.116025062,0.021072102,0.116964576,-1.635616284,0.243895981,-0.579754953,2.661627189,-0.747433519,-0.04197765,1.360258338,0.049035186,0.341891943,0.014954996,-0.778118922,0.354059992,-0.441504889,-0.058862303,-0.215269829,-0.249656439,0.082913523,-0.865693432,1.039893592,-1.044581313,-0.619111599,-0.053579192,-1.060246201
1.25577503,IV-IV,GeC,M_i_B,Ru,0.328854387,0.328688091,-0.455437824,-0.206207735,-0.991796327,-0.040886771,-0.182514474,-0.182699229,-0.574052838,0.453800514,0.453664757,-0.160622718,0.626922459,0.62682517,-0.928580946,0.028690519,0.560460013,-0.600911336,-0.00099614,-1.212532892,-0.001180895,-0.808720761,-0.219095465,0.80499348,0.296652395,-0.737748132,-0.558479775,-0.60837304,0.193467286,0.331689131,-0.387165159,0.907200747,-0.173362418,-0.793475881,-0.304341405,0.43216381,0.153306456,0.020651472,0.099821383,0.025382696,0.073682621,1.513312941,0.005778661,0.35625805,-1.635616284,-0.026281268,1.787513074,0.258897498,-0.779711272,-0.714842486,0.13988286,0.020822615,0.861176357,-0.709516107,-0.425528784,0.358330509,1.385383175,0.033210529,-0.115531282,-0.68426135,-0.712376375,-0.601270402,1.087388988,-0.171413131,-0.583882224,-0.539849019,0.24451619
1.81778762,IV-IV,SnC,M_i_B,Si,0.144242428,0.144072525,-0.455437824,0.061207804,-0.686152196,-0.312477725,0.147641409,0.147456653,0.326033211,0.168888684,0.168717951,0.007199547,0.36255418,0.362415086,-0.424201279,-0.189822539,-0.484608581,-0.600911336,-0.168818405,-0.89375135,-0.169003161,-0.577409185,-0.219095465,1.366553941,0.475498918,-0.485816389,-0.241777917,-0.780401306,0.198951214,1.2537591,-0.170352346,0.01422779,0.046330327,-0.585443515,-0.198627691,0.499966702,1.229684867,0.028560813,0.158788289,0.034834663,0.571414068,2.091588582,0.08454349,0.397690382,0.419131686,-0.662747951,-0.227067197,-0.587075733,-0.522542754,-0.350183207,-0.368557513,0.311639741,0.094032167,-0.511622308,-0.161369229,0.351063516,0.514609083,-1.88469753,-0.314197522,0.348456437,-0.652093328,0.125221041,0.110315217,-2.440414674,-0.734709094,0.319808605,-0.720034266
2.23245341,II-VI,CdS,M_B,Na,0.569946358,0.569813928,-1.392206069,-0.951815689,-1.028605924,-1.469159788,0.916955012,0.916801444,0.058577386,0.707185253,0.707112922,-0.601986432,0.831062875,0.831031025,0.92152791,-0.679983149,-0.065410538,-0.566487935,0.108280216,-0.666738515,0.108126648,0.798492107,3.705267034,-0.32747911,-0.890751177,1.468782013,0.682064106,-0.548343011,0.216505762,0.305924353,0.770546768,0.885156468,0.129959913,-0.592385938,-2.232216403,0.123231063,0.423359331,-0.010208565,-0.083033226,-6.651157847,0.369385353,-0.082793987,-0.053590405,-1.910215614,0.38901683,0.561639902,0.284748317,0.134858716,-0.303374182,-0.039578443,-0.524153071,0.189668644,2.328227124,-1.332123407,1.003685798,0.350309069,0.850714224,-1.627603882,-0.25808225,-0.558745693,-0.350119262,-0.168455932,-0.723818552,0.035230829,-0.039079992,-0.445783961,-0.333342615
2.23814949,II-VI,CdS,M_i_A,Mo,0.113998024,0.113856687,-1.392206069,-0.334733079,-1.028605924,-0.110476016,-0.436684105,-0.436837673,-0.607226671,0.707185253,0.707112922,-0.294075241,0.831062875,0.831031025,0.001149958,-0.058918489,-0.065410538,-0.566487935,-0.199630975,-0.666738515,-0.199784543,0.153880067,3.705267034,-0.32747911,-0.890751177,-0.603753461,-0.532087953,-0.631310142,0.216505762,0.281241507,-0.500826524,-0.189390696,-0.314272416,0.284541598,0.125898128,-0.200945555,0.054771542,0.016966341,0.072225477,0.479883054,0.104862814,-0.082793987,-0.026361472,0.369364794,0.402176761,-0.154271846,0.478308315,-0.219906076,-0.702605867,-0.039578443,-0.992862019,0.041290635,0.913951871,-0.149571616,-0.417135708,0.350309069,-0.18809307,-0.482032594,-0.25808225,-0.923937447,-0.03186181,1.380558545,0.711646222,0.035230829,-0.638517384,0.081461938,0.138215386
2.68945225,II-VI,ZnSe,M_i_neut,La,0.285109999,0.28490095,-0.892804776,-0.198362361,-1.098143076,-1.028789997,0.528422487,0.528192914,-1.016213889,0.704544979,0.704393558,-0.579235714,0.807940883,0.80782457,1.009081328,-0.815674311,0.04458606,-0.609864736,-0.073963972,-1.086787103,-0.074193545,0.183245531,-0.127247879,-1.352539223,-0.595430563,-0.402761456,-0.590587538,-0.372848582,0.220550278,-0.49790189,-0.896237892,0.703769871,-0.854898159,-1.138929358,0.751114287,0.186719314,-0.72412438,0.019130727,0.088744905,-0.175524156,-0.146004845,0.139744976,-0.16879391,0.521946997,-1.635616284,-0.074113101,-0.579754953,0.177723478,-0.233547985,-0.30669012,-0.301755479,0.082912541,-0.230867799,-1.030986513,0.532764417,0.348032528,0.491132736,-1.423997422,-0.239027734,-0.745818868,-0.771536723,-0.15901155,-0.83505759,-0.032782123,-0.316262683,0.220117235,-1.273594346
2.21626996,II-VI,CdO,M_i_A,Tc,1.081242814,1.08111628,1.230432359,-0.277466669,-1.401406415,-0.345892162,0.928900299,0.928742353,-0.607263762,1.825704743,1.825765185,-0.479002078,1.978511334,1.978656278,-0.005671253,-0.011610869,-0.62952153,-0.566452139,1.064707268,-0.331104906,1.064549322,0.094020308,-0.074181469,-0.32747911,0.46421831,-0.670750796,-0.505696132,-0.780401306,0.219642173,0.068742338,-0.735860204,-0.003235789,-0.501625589,-0.167585284,0.217774707,-0.006289849,-0.128221868,0.022807723,0.115169795,0.788439673,0.089430596,-0.335705745,-0.011462254,0.469370856,0.40007705,-0.401070297,0.830996072,-0.006883337,-0.74115857,-1.331494791,-0.711420156,0.029454513,0.498566553,0.086938743,-0.171002878,0.343561088,-0.013015393,-0.197847408,-0.328734649,-0.892082222,0.159932205,1.893748576,0.951110566,-0.304830367,-0.597991325,0.130422879,0.266822113
1.07957948,II-VI,CdTe,M_B,Zr,-0.604401271,-0.604684746,-0.179374358,0.066903363,0.214062382,-0.40786207,0.029130222,0.028839625,0.205514772,0.243367012,0.243095736,-0.571892561,0.355248612,0.354995836,-0.300856641,0.605619378,-0.527598077,-0.618316648,-0.320136726,-0.995528143,-0.320427324,-0.215513764,-0.195388148,-0.32747911,-0.146914161,1.669774018,0.187356344,0.799024011,0.213433305,0.94494059,0.623116384,0.084191463,0.938151551,-1.158786524,0.380719847,0.14344531,0.504168657,0.035789509,-0.053541472,0.121628868,0.728583717,0.164960591,-0.060385136,-0.305762117,0.433226786,0.093393499,1.342811585,0.156980308,0.686415323,0.749925992,-0.494926416,0.154160277,0.91070256,-0.622592332,-0.053148231,0.351891116,0.081218549,-1.349729656,-0.31873192,-0.453273561,-0.925501306,-0.820783461,1.473113122,1.168768147,0.917260629,0.383599301,-0.183301433
