(+2/+1),Type,AB,Site,M,abs(Valence.3-Valence.2),Elec_Aff.3-CM2,Electronegativity.3+Electronegativity,abs(Therm_cond.3-Ion_pot_1.2),Electronegativity.3+Ion_pot_2.2,Heat_vap.1/Electronegativity.3,abs(Ion_pot_1.3-MP),abs(Ion_Energy.3-Therm_cond.2),Electronegativity.2+At_rad_2.1,Elec_cond/Elec_Aff.3,Elec_Aff.2-At_wt.2,Ox_state.2+At_rad_1.2,abs(Ox_state.3-Ox_state.2),abs(Density.3-CM1),abs(Density.2-CM1),abs(Period.3-At_wt.2),abs(Elec_cond.3-At_vol.3),abs(Ion_Energy.3-Ion_Energy.2),abs(At_vol.3-CM4),abs(At_vol.3-Density.2),abs(Elec_Aff.3-Valence.2),abs(Ion_pot_2.3-Ion_pot_2.2),abs(At_vol.3-CM6),abs(Ion_rad.3-CM5),Elec_Aff.3*Mend_num,At_wt.1+Heat_vap,Elec_cond.2+CM1,Thermal_expn.1/CM8,Valence.3/Ion_pot_2.2,Valence.3/Ion_pot_2.3,Ox_state.3/CM1,abs(At_wt.3-CM2),Valence.3/Ox_state.2,abs(Group.3-Elec_Aff.2),Thermal_expn.1/Eps_ion,abs(At_vol.3-At_rad_2.1),abs(ICSD_vol.3-At_vol.2),abs(Elec_cond.3-Density.2),abs(Elec_cond.2-Elec_Aff),abs(Elec_cond.2-Electronegativity),Thermal_expn.3^-1,Ox_state.3-CM1,At_wt.1-Ion_pot_1,abs(Group.3-Density.1),abs(Mend_num.3-Density.1),At_vol.1+Heat_vap,ICSD_vol.1+Heat_vap,abs(BP.3-Group.2),abs(Heat_fusion.3-Mend_num.2),abs(Heat_fusion.3-Group.2),abs(BP.3-Mend_num.2),At_rad_1.1-Cov_rad.1,abs(Elec_Aff.3-ICSD_vol.1),At_vol.1+Electronegativity,abs(Mend_num.2-MP.2),Ion_Energy.3+Elec_cond.2,Electronegativity.3-Ox_state.2,Heat_vap.2/Ion_pot_1.3,abs(Mend_num.3-At_rad_1.1),Mend_num.3*Elec_Aff.3,Ion_rad.2/Ion_pot_1.3,At_wt.3-Density.2,abs(Ion_pot_2.3-Therm_cond.1),abs(CM4-Ion_pot_2),Electronegativity.3-Ion_pot_1.1,Electronegativity.3-Ion_Energy.1,Heat_fusion/Elec_cond.2,Elec_cond.2+CM8,ICSD_vol.2+Ox_state.1,abs(Density.2-BP),abs(Density.2-Sp_heat_cap),Thermal_expn.1/Ion_rad,abs(Density.2-Ion_pot_2.1),Heat_fusion.2+Ox_state.1,Ox_state.3/Electronegativity.2,Sp_heat_cap.1-Ion_pot_2,Ion_pot_1.1-Ion_pot_2,Ion_Energy.1-Ion_pot_2
1.72784859,II-VI,ZnS,M_i_neut,Zr,-0.742786022,0.232295922,-1.186330062,-0.912231188,-0.729591397,0.592430845,-1.10973644,-0.729975564,-0.750854516,-0.125151585,-0.01462573,0.717846708,-0.537634526,-0.795564383,-0.803246265,-0.19832824,-0.835565238,-0.647210415,-0.597585758,-1.035714929,-0.852005494,-0.509950562,-0.887043991,-0.715947698,0.32553993,-1.368493934,-0.643027007,1.31382686,-2.272853002,-1.695642162,-0.314205487,-0.698164035,1.973303584,-0.631046391,-0.581401793,-1.088689072,-0.550330678,-0.754026719,-0.555500045,-0.624718776,-0.112594276,-0.698653345,1.415532044,-1.123498584,-0.708192365,-0.89917904,-0.659379256,0.624314431,-0.600547912,-0.05566323,0.1570179,-1.578021871,-0.535497913,-0.793880021,-0.305658999,-0.581933547,0.921701326,0.104390353,-1.071635859,-0.424699613,1.393583852,-0.002326123,-0.782502563,-0.610921368,0.360637925,0.360496918,0.481457801,-0.755055673,1.484118352,0.022800436,-0.999758377,-0.743328853,-0.637686512,1.93503498,-0.152509906,-0.636316709,-0.23561672,-0.235474007
-0.2,IV-IV,SnC,M_i_neut,Br,-0.176824276,-0.886260273,1.824100229,1.391568484,1.266738531,0.424941414,1.218142243,1.205276129,0.640845782,-8.330102561,-2.187312773,-2.077277939,-0.227273266,-0.590854195,-0.422691367,-1.014530797,0.25054231,-0.219107891,-0.71877547,0.316786442,-0.668357608,-0.598894116,0.591195189,1.628656595,3.892243253,-0.76170954,-0.729040293,0.923426173,0.153395263,0.152625741,-0.300262169,0.775650219,-0.421710148,0.53871345,-0.587209078,0.552074519,1.55154972,-0.802476887,1.203451767,0.44067269,-0.083291796,0.655491636,0.829728806,1.266622513,1.080788274,-2.03290467,-1.888444417,1.885081593,1.313240409,1.412831282,1.901032978,-0.034505527,3.8222147,-1.633769752,1.98044724,0.588336235,-2.223793564,-0.022420583,1.673756442,1.949653761,0.384546468,-0.543530258,0.015140181,1.17825497,-0.773871701,-0.774055173,0.627421002,-1.140909407,1.870031393,0.077638801,-1.106655582,-0.118745703,0.276585657,-0.306310111,-0.158739045,-1.491474888,-1.480607079,-1.4805935
1.37888225,II-VI,ZnS,M_i_A,Ta,-0.578849158,0.906074265,-1.013933656,-0.757085414,-0.453161632,0.384796614,-0.524889052,-0.763656962,-0.563766183,-0.083941441,1.006326214,0.920073382,-0.277921422,0.918368134,1.294034078,-0.133088402,-0.725331693,-0.805480166,0.783831932,0.885922202,-0.213157689,-0.579501995,-0.572385621,-0.720176915,0.209926113,-1.368493934,-0.21708843,0.931063736,-0.173098495,-0.096632923,-0.307163046,-1.0793496,0.519875383,-0.733820528,-0.581401793,-1.210658598,-0.549279692,0.93410549,-0.111178325,-0.174050162,-0.116060359,-1.022892879,1.415532044,-0.931936748,-0.559986217,-0.89917904,-0.659379256,1.080082149,0.340142696,0.824513334,0.692778511,-1.578021871,-0.632209375,-0.793880021,1.230057841,0.003817385,1.291462962,0.153375684,-1.213341449,-0.447875011,0.026080347,0.730533531,-0.599368502,0.367607226,0.212923167,0.212780469,0.084649678,-0.29240608,1.236202267,2.181475751,1.203917518,-0.743328853,0.333210437,2.672257749,-0.139098445,-0.636316709,-0.23561672,-0.235474007
-0.64681743,III-V,InN,M_i_B,Cs,-0.1397487,1.250878786,-1.1646877,0.205271205,-0.342466557,1.192578769,-0.589462355,-0.031507525,-2.104745466,0.057874139,0.527493235,1.374598634,-0.227273266,-0.184667274,0.034336038,-0.29316433,3.605206561,-0.201704572,2.931079402,3.715401932,0.732246492,-0.476156293,4.171942823,1.156638907,0.054147031,-1.074268898,-0.339999099,0.072655625,-0.137228917,-0.073394908,-0.302163251,0.562409765,0.133641619,0.119001086,-0.12089957,5.098922419,4.64438107,-0.17760565,-0.949023547,-1.029797808,0.535849662,0.760199865,0.107803637,-1.266343623,-1.140555043,0.157470782,-0.308959276,-1.122416795,-0.183925089,-0.741432589,-0.672716373,-0.718276379,-0.966582278,0.317985202,-1.077654764,-1.186766708,-0.159038581,0.328152663,-1.110429602,-0.22765165,-0.192374765,-1.649849915,0.398485979,-0.688409065,2.136841261,2.13680503,0.19512284,-0.603391953,1.241765883,-0.240732524,-1.192775855,0.46456244,1.568602917,-1.197804673,-0.112123987,-1.23470185,-1.554363798,-1.554496397
1.11014147,IV-IV,GeC,M_i_neut,Re,-0.176824276,1.79386452,0.968101959,-0.666746508,-0.28310336,0.116208948,-1.000013373,-0.66013155,-0.525705002,0.117531294,1.411328643,1.956242704,0.241504788,1.774645924,2.316990792,0.072673046,-0.70864324,-0.803913138,1.87724727,1.757795252,1.797246881,-0.490238123,-0.945530125,-0.549919097,-0.549758062,-0.524050005,-0.364959583,0.748805101,-0.087794166,-0.032928869,-0.306002751,0.147999174,0.349408431,-0.680603877,0.578870576,-0.915551492,-0.482124685,1.99006785,0.737635389,0.28407425,-0.115477018,-1.925489648,1.075484825,-0.648995847,-0.438324745,-1.7597733,-1.606163924,0.742187764,-0.165107194,0.116318518,0.525414771,-0.034505527,0.818356683,-1.365015537,1.171548917,-0.123122592,1.973896234,0.153647208,0.221274141,-0.482808143,0.052193451,1.571959925,-0.885840227,1.819687043,0.147173258,0.147000332,-0.165391108,-0.633280426,-0.361213367,0.96629253,2.416961176,0.242484299,1.031052634,1.058240085,-0.131804475,-1.156337979,-1.125997854,-1.125937439
0.32305292,III-V,BP,M_i_B,Ta,-0.578849158,-0.514734396,0.693829773,-0.757085414,-0.453161632,0.390392972,0.609699907,-0.763656962,-0.250985446,-0.025630571,1.006326214,0.920073382,-0.277921422,1.163669795,1.543845994,-0.133088402,-0.725331693,-0.805480166,-0.614535801,0.885922202,-0.213157689,-0.579501995,-0.214621956,-0.684101545,0.152150132,0.736379771,-0.367212207,2.578401261,-0.173098495,-0.096632923,-0.309912726,1.708544488,0.519875383,-0.733820528,-2.891561171,-0.71821656,-0.549279692,0.93410549,-0.69153409,0.281802938,-0.116060359,-1.172485028,-0.380657856,-0.800117313,-0.427554966,1.846407884,1.066321815,1.080082149,0.340142696,0.824513334,0.692778511,-0.834644207,-0.773392016,1.646656411,1.230057841,0.003817385,1.291462962,0.153375684,-1.172757928,-0.447875011,0.026080347,0.730533531,-0.598146466,1.674292824,0.252377159,0.252117837,-0.158155849,0.39385844,0.501687008,-1.248184239,-1.283221812,-3.728953008,1.045963342,1.937742489,-0.139098445,1.066663939,1.675382968,1.675918308
1.21525667,II-VI,CdO,M_i_A,Ta,-0.578849158,2.093708313,-0.838778432,-0.757085414,-0.453161632,0.370402379,-0.387151718,-0.763656962,-1.546791357,-0.098352898,1.006326214,0.920073382,-0.277921422,0.713323913,1.085219799,-0.133088402,-0.725331693,-0.805480166,2.585960575,0.885922202,-0.213157689,-0.579501995,-0.994349703,-0.777628859,0.190667453,-1.724622959,-0.091602069,0.281099305,-0.173098495,-0.096632923,-0.304864627,1.547892404,0.519875383,-0.733820528,0.506864687,0.178603619,-0.549279692,0.93410549,-0.111178325,-0.409306301,-0.116060359,-0.897850898,1.49588596,-0.593951717,-0.22043249,-1.300362466,-1.742293184,1.080082149,0.340142696,0.824513334,0.692778511,2.759046375,-0.528384927,-0.923130202,1.230057841,0.003817385,1.291462962,0.153375684,0.739219141,-0.447875011,0.026080347,0.730533531,-0.599310994,2.283672369,1.233090664,1.23295551,0.074769707,-0.552311096,-1.701858771,2.337040827,1.818006329,0.239675712,-0.419246211,-0.26580329,-0.139098445,-1.433976365,-1.744960784,-1.745012468
-0.21257022,IV-IV,GeC,M_B,Nb,0.501533815,0.349175411,0.434802088,-0.292835214,-0.608075523,-0.036959259,-0.255200873,-0.516910311,-0.855860884,-0.054528789,-0.334910055,0.917817254,0.20278977,0.237438344,-0.441924757,2.239783206,0.220241933,-0.164881571,0.021232947,0.244052363,-0.316241212,0.08726889,1.658054975,-0.693873567,0.131812135,-0.524050005,-0.350329113,0.899312244,-0.069976398,-0.140795883,-0.30893743,-0.791892342,0.15777713,-0.624033949,0.578870576,1.600689519,2.957277712,-0.859887333,0.676349635,0.221913061,0.386677572,-0.920549637,1.075484825,0.376286507,1.025447309,-1.7597733,-1.606163924,-1.475429992,0.263321548,-0.301298562,-1.04292168,-0.034505527,1.353030092,-1.365015537,0.459152052,-0.590701071,1.41124416,0.103363068,1.62084282,-0.442931668,0.53762863,-0.657951226,-0.836426663,0.343260032,0.604121652,0.603953958,-0.127985989,-0.75673954,-0.210692887,-0.825913583,-0.284389059,0.242484299,-0.858559471,0.75597875,-0.13772787,-1.156337979,-1.125997854,-1.125937439
1.0861753,II-VI,ZnO,M_i_A,In,-0.541773581,0.734017087,-0.729986633,-0.109474499,0.057870885,0.044247937,-0.935545711,-0.162556961,-1.238645867,-0.211692889,0.428944092,0.267445901,-0.746699476,-0.771449569,-0.750929916,-1.121517975,-0.777159151,-0.487843745,-0.163462592,-1.014043753,-0.950548359,-0.707907619,-0.432186729,-0.765421817,0.568328947,-1.641147278,-0.507006937,0.270613285,0.010299619,0.036923078,0.253519899,-0.398473377,-0.148248877,0.71586158,0.479840763,0.599177044,-0.541186103,-0.665351957,-0.471232132,-0.539247143,-0.421729494,-0.182820936,1.673450219,0.938542971,0.779959011,-1.204427637,-1.643144811,-0.2586914,0.522035684,0.59024168,-0.341740393,2.759046375,-0.82819046,-1.138133574,0.736848769,-0.79684516,-0.037990305,0.496205073,1.695731876,-0.65161536,1.265899211,-0.206457374,-0.22040956,-0.112763825,0.98979577,0.98965783,0.406201088,-0.880488553,-1.325557572,0.193110126,-0.825898346,0.173166555,1.526121769,-1.874914853,-0.164171163,-1.162160255,-1.457351459,-1.457365156
1.04627051,II-VI,ZnO,M_A,Re,1.336042027,0.126325627,0.023088411,-0.438865219,0.245487946,-0.820768251,-0.49366046,-0.237917601,-1.106583514,0.142365184,1.411328643,1.956242704,0.881618964,1.712786851,0.513240333,0.505823221,-0.436634268,1.647548444,-0.267084565,1.298754717,0.676920772,0.0790562,-0.824074049,-0.000311455,-0.424970298,-1.641147278,2.569669917,0.334542071,-0.021480494,0.049644866,-0.287509693,-0.364607378,0.124933253,1.399850548,0.479840763,0.572397321,0.464212982,2.54416634,-0.287374869,-0.352763578,0.123725603,0.138579147,1.673450219,1.232788131,1.454264589,-1.204427637,-1.643144811,1.997435261,0.398994486,0.677587504,1.857906868,2.759046375,0.002708688,-1.138133574,1.171548917,-0.898165699,1.381485791,0.073276979,2.340461336,-0.033191037,0.647426337,1.595830333,-0.556625205,-0.226089781,0.344536974,0.344391646,0.242004623,-0.301608799,-1.830243886,3.107534687,2.149281438,0.173166555,-1.091191384,-0.410790434,-0.132264594,-1.162160255,-1.457351459,-1.457365156
0.385629,IV-IV,GeC,M_i_A,Mo,-0.377836717,0.216360923,1.231767051,-0.085219635,0.210384085,0.191935779,-0.705325753,0.022143202,-0.239569904,-0.137670277,-0.297886236,1.352425161,-0.018208317,-0.206557119,-0.074680781,-0.382840988,-0.002630067,-0.686229393,0.194566568,-0.085083065,0.137047193,-0.633841377,-0.7892016,-0.708605712,0.461155,-0.524050005,0.226087175,0.924145737,-0.009281482,0.027995308,-0.306844654,-0.21987223,0.395667145,-0.386031634,0.578870576,-0.867360788,-0.498019184,-1.028664595,-0.143347331,-0.60949283,-0.107543921,-1.5114749,1.075484825,-0.840557683,-0.586530894,-1.7597733,-1.606163924,0.343909148,0.245767234,0.580919969,0.05068099,-0.034505527,1.611390673,-1.365015537,0.538653279,0.29551054,1.194989601,0.130080472,0.079568551,-0.463206403,0.210848389,0.711646222,-0.507722254,0.382805476,-0.07874343,-0.078918943,0.37230748,-0.20476041,-0.325796784,-1.177177317,0.074197255,0.242484299,-1.202227262,1.203227229,-0.127575146,-1.156337979,-1.125997854,-1.125937439
-0.17192,IV-IV,SiC,M_A,Rb,1.836592422,0.655228345,-0.891973263,-0.334886975,-0.400069444,-0.27967865,1.581475732,0.430950522,-1.714266178,0.561598882,-0.061835528,0.945934223,1.285344071,-0.783995897,0.707300376,1.542907779,-0.893312918,-0.617639233,2.695599253,2.525759325,1.131607553,0.555410097,2.844526793,2.058281771,-1.838712547,-0.390423997,2.295610034,0.80857227,-0.26814082,-0.400813593,-0.306580254,0.800458794,0.207275526,2.172973806,0.327131643,2.979413252,-0.015562169,3.570486847,0.058440936,1.440347931,0.224547178,1.956683372,1.187071342,0.470391133,0.67959797,-1.606202965,-1.447449419,-1.220514008,-0.886643286,-0.400978934,-0.733134501,-0.034505527,-0.561496381,-1.95627481,-1.011156644,0.944599789,0.078111232,0.384714929,0.078256243,2.990313442,-0.355594588,-1.874481698,1.328278414,-0.983123348,1.328229077,1.328069675,0.792786725,1.575155478,3.105184742,0.142353472,0.719009973,0.784329302,0.60733987,-0.451100663,-0.122722233,-1.050545914,-1.014058998,-1.013983797
1.26555463,IV-IV,SnC,M_i_A,Sn,-0.742786022,0.9166543,0.81000372,-0.886083987,-0.08861927,0.13368437,-0.46848216,-0.85705955,-0.459673826,-1.759227146,-0.205214712,0.762969278,-0.537634526,-0.899601073,-0.881437686,-1.032194274,-1.074336715,-0.723367939,0.912848496,-1.036842578,-0.67906079,-0.565814868,-0.237028204,-0.935001634,0.895828039,-0.76170954,-0.144617807,0.914305433,-1.601387423,-1.179062583,-0.308473156,1.15655657,1.973303584,-0.602370767,-0.587209078,-0.26278649,-0.555888265,-1.032579694,0.536969187,-0.235330232,-0.248729086,-0.543690978,0.829728806,0.691937005,0.525015218,-2.03290467,-1.888444417,-0.381022325,0.461307698,0.538658144,-0.479829669,-0.034505527,1.853169329,-1.633769752,0.874487911,-0.105118564,0.322256331,-0.078577169,1.142360478,-0.129142385,0.187590134,-0.268149924,-0.686841076,1.930106054,0.095038637,0.094865115,0.042823046,-0.659621028,0.183316604,-0.814358198,-0.196063669,-0.118745703,-0.596122249,-0.212240486,-0.124936392,-1.491474888,-1.480607079,-1.4805935
-0.02379118,III-V,BAs,M_i_A,S,-0.377836717,-1.594618727,1.789054002,0.802974877,1.052201771,-1.133523952,-0.322282705,0.711384933,1.160990543,-0.462647564,-1.851096986,1.144861341,-0.018208317,-0.550749255,-0.345416469,-0.955664999,-0.571467994,-0.438993153,-0.078970169,-0.215913234,-1.022187195,-0.541988398,-0.590452218,-0.063267346,-0.464926231,1.482183211,-0.825040122,0.866305997,0.253142886,0.229886624,-0.308358539,-1.121172171,0.395667145,-1.337177294,1.041730391,-0.76952178,-0.54595545,-0.586056347,-0.817046082,0.911184968,1.367584126,-1.635271171,-1.08615539,-0.780956968,-1.043204497,1.052761532,1.370820678,1.424875446,1.250679229,1.435646308,1.333305942,0.206767512,0.186493818,0.751597173,1.442526129,0.209828285,0.795359604,0.037190989,-0.522237368,0.586446647,-0.201464045,-0.008089903,-0.453246251,1.807865429,-0.897719803,-0.896310108,-1.193530505,-1.000049758,-0.608750604,1.855709853,1.885377257,0.957398331,-0.641562485,-1.215596315,-0.121498259,2.165927353,1.928879802,1.927433825
0.69995421,III-V,AlP,M_B,Zr,-0.273995301,-0.705095997,-1.043935257,-0.33854908,-0.463739987,0.212423467,-0.765923916,-0.767004703,-0.438073779,-0.007100321,-0.01462573,0.717846708,1.889956991,0.185203326,-0.763967747,0.601247667,-0.332193697,-0.73765609,-1.027688382,-0.658337405,-0.813131594,0.06652582,-0.972461188,-0.739726015,0.034773461,-0.437581511,-0.666631323,-1.743618241,1.597659096,0.600997125,-0.291149828,0.381274995,-1.56365976,-0.605674995,1.707224568,-0.527195147,0.16060588,-0.711040127,-0.606338783,-0.389462637,-0.02150728,0.060729473,-0.076008953,-1.009284224,-0.466197756,0.497227203,-0.328052575,1.282558021,0.143275638,0.684425136,0.855768053,-0.834644207,-0.30024719,-0.664629841,-0.305658999,-0.610406395,0.623752514,0.10063327,-1.135810072,-0.494261911,1.509634151,-0.652155127,-0.500052679,-0.636997793,0.12800489,0.127744145,0.723872389,-0.814209602,0.749603092,-0.795168868,0.424459276,-0.39583572,-1.066031445,1.20051972,-0.109231343,-0.561658706,-0.047549409,-0.047241632
-0.0277689,IV-IV,SnC,M_B,Nb,0.501533815,0.853363511,0.215858059,-0.292835214,-0.608075523,-0.036959259,-1.011050661,-0.516910311,-0.855860884,-0.090219074,-0.334910055,0.917817254,0.20278977,0.150390607,-0.530573003,2.239783206,0.220241933,-0.164881571,-0.743827484,0.244052363,-0.316241212,0.08726889,1.678260303,-0.693873567,0.134735969,-0.76170954,-0.297056196,0.913718404,-0.069976398,-0.140795883,-0.307750877,-0.606628329,0.15777713,-0.624033949,-0.587209078,1.600689519,2.957277712,-0.859887333,0.697844293,-0.072157113,0.386677572,-0.867465373,0.829728806,0.376286507,1.025447309,-2.03290467,-1.888444417,-1.475429992,0.263321548,-0.301298562,-1.04292168,-0.034505527,1.353030092,-1.633769752,0.459152052,-0.590701071,1.41124416,0.103363068,1.62084282,-0.442931668,0.53762863,-0.657951226,-0.836426663,1.426772622,0.604121652,0.603953958,0.183932898,-0.772703883,-0.210692887,-1.082595959,0.07776588,-0.118745703,-0.858559471,0.75597875,-0.13772787,-1.491474888,-1.480607079,-1.4805935
1.3629553,II-VI,CdS,M_i_A,Ta,-0.578849158,1.710129086,-0.838778432,-0.757085414,-0.453161632,0.384796614,-0.387151718,-0.763656962,-0.563766183,-0.098352898,1.006326214,0.920073382,-0.277921422,0.779548609,1.15266214,-0.133088402,-0.725331693,-0.805480166,2.003913341,0.885922202,-0.213157689,-0.579501995,-0.672001763,-0.730221785,0.190667453,-1.451969614,-0.132131356,1.048168221,-0.173098495,-0.096632923,-0.305606965,0.699352015,0.519875383,-0.733820528,-1.059592883,-1.210658598,-0.549279692,0.93410549,-0.111178325,-0.409306301,-0.116060359,-0.938236661,1.237967785,-0.931936748,-0.559986217,-0.995113869,-0.758527629,1.080082149,0.340142696,0.824513334,0.692778511,-1.578021871,-0.632209375,-0.578876649,1.230057841,0.003817385,1.291462962,0.153375684,-1.213341449,-0.447875011,0.026080347,0.730533531,-0.599368502,1.772728383,0.212923167,0.212780469,0.074769707,-0.337847744,1.236202267,2.337040827,1.818006329,-1.946847141,0.333210437,2.672257749,-0.139098445,-0.908132819,-0.523226045,-0.523121319
1.93460727,II-VI,ZnS,M_i_A,Y,-0.541773581,0.471062744,-1.297880678,-0.970660507,-0.885852318,0.726782406,-1.094643604,-0.823009336,-0.871911673,-0.331202308,0.327536431,0.605865173,-0.746699476,-0.854807023,-0.738339251,-0.107632948,-0.339015993,-0.578261217,-1.005126516,-0.315998204,-1.046787263,-0.476848543,-0.258145702,-0.332104002,0.903609017,-1.368493934,-0.639153954,1.592789816,0.691438239,0.560944431,0.39063029,-0.790958632,-0.148248877,-1.221446148,-0.581401793,-0.58925813,-0.578795434,-0.956013013,-0.593803641,-0.663569519,-0.148466723,-0.229079527,1.415532044,-1.31506042,-0.966071025,-0.89917904,-0.659379256,0.153855054,0.619569499,-0.100504146,0.829701901,-1.578021871,-0.051940602,-0.793880021,0.797474502,-0.727631144,0.494849691,0.035804129,0.062008864,0.125848467,-0.601165318,-0.39927701,-0.869662624,-0.698008412,0.456218062,0.45607815,0.515665397,-0.89038488,1.913544426,-0.411489272,-1.147668613,-0.743328853,-0.212788152,1.74581447,1.799697911,-0.636316709,-0.23561672,-0.235474007
-0.79855656,IV-IV,SiC,M_i_B,Ir,-0.541773581,-0.419968053,0.790654047,-0.804776943,0.211778059,0.203586061,-0.800822647,-0.561937177,-0.19554912,-0.305740363,0.477080997,0.169607488,-0.537634526,2.168943156,2.774054086,0.307930711,0.328502406,-0.62637827,-0.803126443,2.047339135,0.3927514,-0.616695275,-0.875996442,-0.75019246,0.931130588,-0.390423997,0.407869365,0.546362245,0.305093208,0.263717054,-0.312991901,0.53987852,-0.651966286,-0.27844971,0.327131643,-0.942713526,-0.516593365,1.24588362,-0.157448755,-0.618741427,-0.116645997,-0.665846419,1.187071342,-0.265872175,-0.216015523,-1.606202965,-1.447449419,-0.432492441,-0.951964506,-0.872069601,-0.530228366,-0.034505527,2.133632569,-1.95627481,-0.223314163,1.037859429,0.093896333,0.20274709,0.433832527,-0.304387545,-0.271573892,1.816766193,-0.552869207,-0.685959975,-0.113499844,-0.113675754,0.246573259,0.430519449,-0.401057024,1.836944347,1.268823879,0.784329302,1.364306249,0.72943873,-0.114432197,-1.050545914,-1.014058998,-1.013983797
-0.38386826,III-V,BP,M_i_A,Au,-0.541773581,-1.430581222,1.748490142,0.816006612,0.819808888,-0.902701755,0.105976511,1.298015887,0.893554946,-0.532112165,-0.003925856,-0.224390107,-0.746699476,1.6479894,2.129019429,0.493636766,1.9887339,-0.610551295,-0.975651274,1.378565292,1.200285487,-0.646464321,-0.254537403,-0.762969779,-0.563011578,0.736379771,1.82122074,-0.16741355,-0.159445592,-0.093667248,0.561250213,1.9028366,-0.148248877,0.429951795,-2.891561171,-0.656882936,-0.49828193,-0.756147641,2.426378669,0.694652929,-0.170713861,-0.286643634,-0.380657856,0.349253703,0.239372701,1.846407884,1.066321815,-1.184252163,-0.587848429,-0.578698807,-1.26408112,-0.834644207,0.800490321,1.646656411,-1.065381018,2.550612127,-0.761130299,0.536830534,-0.855199379,0.028462499,-1.935626799,1.039893592,-0.057460288,1.408508309,-0.651289593,-0.651559261,5.044282238,2.03018748,0.470697497,-0.693472769,-0.731636905,-3.728953008,1.597914643,0.775879406,-2.829422049,1.066663939,1.675382968,1.675918308
0.07901778,IV-IV,GeC,M_i_B,Ru,0.024188164,0.015569669,1.272330912,-0.401103603,0.265465879,0.203586061,-0.807579716,-0.30355314,-0.19554912,-0.181241277,-0.33900374,-0.488357139,-0.746699476,0.216722423,0.430981435,-0.583551419,-0.069787902,-0.727128804,-0.614721846,0.351929808,1.481352708,-0.644962167,-0.945717509,-0.763486434,0.633749913,-0.524050005,0.085283514,0.785082474,0.031254135,0.058386133,0.323963917,-0.590374647,-0.163873329,-0.695555994,0.578870576,-0.963742197,-0.456560117,-0.41922597,0.040509932,-0.423009266,-0.116645997,-0.206587486,1.075484825,-0.457434011,-0.364221671,-1.7597733,-1.606163924,-0.394492648,-0.826462306,-0.691407352,-0.541836324,-0.034505527,1.74678672,-1.365015537,-0.187287821,0.23626995,-0.437620301,0.138729624,0.292126936,-0.413582784,0.156573664,1.087388988,-0.47844039,-0.408103418,-0.113499844,-0.113675754,0.260092122,-0.180636956,-0.392202878,-0.870923246,0.541446089,0.242484299,-0.766434055,0.688154255,-1.637072968,-1.156337979,-1.125997854,-1.125937439
0.94116069,IV-IV,SnC,M_i_B,Si,-0.742786022,-0.750202557,0.74915793,-0.411724619,-0.018549564,0.116208948,-0.163984198,-0.222432595,-0.525705002,-2.165872677,-1.40460313,0.086130734,-0.537634526,-0.523909495,-0.327104615,-0.799928571,-0.848210448,-0.773052019,-0.700450396,-0.497916483,-0.539179988,-0.629526956,-0.362786625,-0.053445376,1.081264344,-0.76170954,-0.77874388,0.974502321,-0.835594787,-0.589914235,-0.314666616,-0.334858791,1.973303584,-0.820720543,-0.587209078,-0.630788236,-0.520663607,-0.63961848,1.203421124,0.440641609,-0.095899258,-0.711119056,0.829728806,0.691937005,0.450912144,-2.03290467,-1.888444417,-0.223885446,-0.006284594,-0.303991419,-0.400454458,-0.034505527,1.975025771,-1.633769752,-0.98027477,-0.365195183,0.379346331,0.223387704,1.071507683,-0.08007236,0.047213563,0.110315217,-0.519082441,-0.474709233,0.147173258,0.147000332,0.627394124,-1.197488329,-0.126578502,0.24581962,-1.278342363,-0.118745703,0.441129629,1.90113145,-0.127562441,-1.491474888,-1.480607079,-1.4805935
1.15685205,II-VI,CdS,M_B,Na,1.074165951,0.57958906,-1.691436106,1.308483475,1.113740674,1.411737511,-0.84028923,0.708865019,-1.191062359,-1.080547983,-0.867400456,-0.362620295,3.057698002,-0.960001598,-0.0427967,0.199016959,-0.266745586,-0.365229865,0.010253263,0.437737154,-0.952081525,0.965054962,0.469253226,0.3759284,1.715387342,-1.451969614,0.284505788,2.111237261,-0.410611621,-0.244480814,-0.30236583,-1.125102216,0.001288331,2.324400105,-1.059592883,-0.379495027,-0.008060441,1.664166756,0.808107992,0.523111521,0.446834568,2.003130661,1.237967785,0.405418513,0.6395222,-0.995113869,-0.758527629,-0.432174132,0.701989132,-0.000819396,0.191149173,-1.578021871,0.975412666,-0.578876649,-0.824244398,-0.055560141,-0.034577381,0.284770781,1.597178211,2.65871587,-1.325084251,-0.723818552,2.261956037,-1.080099676,0.943507546,0.943373213,-0.650390859,-0.100460029,2.214585386,-1.001029087,-1.001119787,-1.946847141,0.516204132,1.030757532,-0.126242869,-0.908132819,-0.523226045,-0.523121319
