∆H (B-rich),Type,AB,Site,M,Group.3+At_rad_2.1,BP.3+Ion_pot_2.1,BP.3+Sp_heat_cap.1,Group.3-Ion_pot_2.1,At_rad_2.3-At_rad_2.1,Mend_num.3+At_rad_2.1,Thermal_expn/Group.3,ICSD_vol/BP.2,At_rad_2.3+Ion_pot_2.1,CM6-CM2,Cov_rad/Heat_vap.2,ICSD_vol/Heat_vap.2,Period/Heat_vap.2,Period.2-CM8,At_rad_2.3+BP.3,Mend_num.3-Ion_pot_2.1,ICSD_vol.3+Heat_vap.2,Ion_Energy/BP.2,Electronegativity/MP.2,Therm_cond.1/MP.2,Period.2/CM1,Thermal_expn/Mend_num.3,Elec_Aff/Group.3,abs(Group.3-Group.1),ICSD_vol/CM1,Mend_num/CM1,CM1-Eps_elec,abs(Group.3-Ion_rad),CM1+ICSD_vol,Ion_Energy/CM1,abs(Elec_Aff.2-CM1),abs(Ion_pot_1.3-CM1),At_rad_2/Mend_num.3,abs(Heat_vap.3-Mend_num.3),abs(Mend_num.3-Ion_rad),Ion_pot_1/Elec_Aff.3,abs(Density.3-CM1),Cov_rad/Group.3,abs(Mend_num.3-BP.3),Elec_cond/Elec_Aff.3,Elec_Aff.1/Elec_Aff.3,abs(Group.3-Heat_fusion.3),CM1-Heat_fusion,Valence.2-CM1,Electronegativity.2+Therm_cond.2,Therm_cond.1/Mend_num.3,abs(Group.3-Ion_pot_1),Ion_pot_2.2*CM1,abs(Thermal_expn.3-Thermal_expn.2),CM1+Eps_ion,abs(Mend_num.3-Ion_pot_1),CM1-Ion_Energy,ICSD_vol/Elec_Aff.3,abs(CM1-Therm_cond.1),Heat_vap.1/CM1,CM1^3,abs(CM1-Thermal_expn.1),Valence.1/Electronegativity.3,CM1+Elec_Aff.1,Density/Group.3,CM1+Valence.1,Ion_pot_1/Electronegativity.3,Period.3/Thermal_expn.3,Mend_num.1/Mend_num.3,abs(Mend_num.3-At_rad_2.2),Period.3/Sp_heat_cap.2,Mend_num.3+Ion_pot_2.2,abs(Group.3-At_rad_1),Cov_rad.2*CM1,Cov_rad/Elec_Aff.3,Ion_rad.3+Ox_state.2,Therm_cond.3+Mend_num.2,abs(Mend_num.3-CM2),Mend_num.1/Elec_Aff.3,Density/Mend_num.3,abs(Electronegativity.3-Ion_Energy.3),Ion_rad/Elec_Aff.3,Period.3/At_wt,Group.3-Ion_rad.3,Thermal_expn.3+CM1,abs(Mend_num.3-Heat_vap.2),abs(Mend_num.3-Heat_fusion.2),abs(Electronegativity.3-MP.3),abs(Group.3-CM5),Ion_Energy.3*At_wt.3,Ion_Energy.2*CM4,abs(Heat_vap.3-Elec_Aff.3),Ion_Energy.3*Density.3,Electronegativity.2*CM4,abs(Ion_Energy.3-At_wt.3),abs(At_num.3-Ion_Energy.3),abs(Group.2-CM4),abs(BP.3-Mend_num.2),Therm_cond.3-CM5,Electronegativity.2*CM5,abs(At_wt.3-Group.2),Ion_pot_2.3*Ion_Energy.3,abs(Period.2-CM1),Elec_cond.3+Elec_cond.1,abs(Ion_pot_1.2-MP.2),abs(Period.3-Ion_Energy.2),abs(Group.3-Density.2),abs(Heat_fusion.3-Elec_Aff.3),exp(Therm_cond.3),Ion_pot_2.3*Ion_pot_1.3,abs(Valence.3-Heat_vap.3),Elec_cond.2^3,abs(Electronegativity.2-CM5),abs(Ion_pot_1.2-CM2),At_rad_2.3*CM2,Group.2*CM5,At_rad_2.2/Ion_rad.2,At_wt.3*At_rad_1.2,Ion_pot_1.2*CM5,Group.3*BP.2,abs(Valence.3-BP.3),abs(Heat_vap.2-Eps_elec),abs(Electronegativity.2-Heat_fusion.2),Mend_num.3*MP.3,abs(Density.3-Group.2),abs(Valence.3-Elec_Aff.2),abs(Mend_num.3-CM3),At_rad_2.3*Ion_pot_2.2,abs(Mend_num.3-Density.2),abs(Period.3-Electronegativity.3),Ion_pot_2/Therm_cond.2,At_wt/Elec_cond.2,abs(MP.3-Electronegativity.2),Elec_cond.3-Eps_elec,At_num/Elec_cond.2,abs(MP.2-MP.1),abs(At_rad_2.3-Heat_fusion.1),abs(Valence.3-Heat_fusion.3),At_num.3*At_rad_2.2,Heat_vap.3*Heat_vap.2
4.12082135,IV-IV,SiSn,M_i_neut,Tl,1.732482421,-1.191664252,-1.107837894,-1.450684618,0.906546074,1.733250576,-0.091176886,-0.89439414,-0.64852561,-2.640575366,0.118729743,-0.858856028,0.284619172,1.235191399,-0.198285916,-1.440195456,-0.4687656,-0.711007981,-0.383447037,-0.179672213,-0.452217896,-0.076967551,0.136459571,1.330765439,-0.565115403,-0.049840505,0.719663711,1.29769002,-0.093286425,-0.4021084,-0.853039492,-0.783730804,-0.305757752,0.042096579,1.162003373,-0.023513683,0.219298489,-0.134459728,0.035490957,0.06774075,-0.195531938,0.434570133,1.490472952,0.077755841,0.127628227,0.19805265,-1.031543899,0.098292554,-0.576475228,0.079403397,-1.224901408,0.543393491,-0.428336198,0.930389512,-0.344079443,-0.220937945,-0.596175139,-0.248318247,-0.093207336,-0.010252482,-0.817171009,0.272978493,0.012306539,-0.210567776,-1.038135992,0.09801555,0.681598004,-0.059022045,-0.425972546,0.139129936,-0.063181688,0.433466256,-0.559044587,0.124180648,0.002794417,1.098339519,0.008118941,-0.269773624,0.399651526,-0.352208319,0.136354675,0.547375565,0.061086047,-0.303689354,-0.348480293,0.140413827,-0.928429597,-0.231590888,0.165201828,0.645082804,0.579989163,-0.426207368,0.111533163,0.186388983,0.07065256,-0.931410593,-0.300599466,0.654295164,1.557008892,-0.872800205,0.203803293,-1.223454715,-0.641968956,-0.221912066,-0.232320858,-1.028707203,-0.228660429,-0.659856757,-0.483097813,-0.25640616,0.093410637,0.486709093,0.363480412,0.078896365,-0.208058332,-1.043615194,0.154769464,0.235396358,-0.390299547,-1.101814839,-1.097537965,-0.559044587,0.308376686,-1.229513035,-0.730422562,0.000923163,0.020361453,0.006319564,0.646366984,0.069095028,-0.65949087,-0.403299446,-0.698107489,-0.019189375,-0.466705881
4.116324207,III-V,GaSb,M_i_A,Ir,0.847144453,0.172116172,0.001861586,-0.751652094,0.722272875,0.933337439,0.552491276,2.713074768,-0.636426685,-0.924443404,0.64196393,2.897790346,2.399923505,0.170119193,0.698950042,-0.833105907,0.688351111,-0.530619817,-3.844100625,3.775968865,-0.339266877,0.842293226,-0.080833784,-1.195444627,-0.461570493,-0.629807741,-0.157321496,-1.379003922,-0.031291774,0.100806243,0.113411637,-0.207698956,0.055527125,-0.332165145,-1.209746957,-0.122743067,2.047692375,0.082658194,-0.446187831,-0.36436398,-1.750556702,-0.707240326,-0.279187988,0.191772007,1.139063624,0.790511624,-0.206843662,0.338058119,-0.54130038,-0.955632496,-0.167123595,-0.64004983,1.449564864,-0.596655788,0.33207961,-0.217970788,-0.411552927,0.757619548,-0.220181999,0.040198333,0.034574378,-0.190207521,0.00279172,0.190888475,-1.147846494,0.098450957,0.004525221,-1.428129422,-0.113874705,0.378855495,0.145898551,0.744511652,-0.474779414,0.466836682,0.063323237,-0.897813908,1.509661223,0.069991779,-0.494656636,-0.301498308,-0.072185723,-0.633268928,-0.488478246,-0.839040942,0.868822679,1.022157801,-0.569805268,1.306380653,0.969680058,-0.557703691,-0.590502315,-0.179836124,-0.530228366,-0.623750525,-0.013566989,-0.233325864,-0.306729275,0.411131332,0.731620093,-0.316869933,-0.932955692,1.778218034,-0.937030573,-0.020279835,-0.242272886,0.845923325,-0.157442919,-0.294996396,-0.656825135,-0.352974149,0.042363612,0.644004885,-1.008769249,0.036346242,0.529432237,0.751323391,0.880413468,-0.900482754,0.439099156,1.324303733,0.439023131,-0.474779414,0.275993646,1.85576696,-0.916153034,0.005673587,0.447664747,-0.684774938,-0.865878759,1.242997366,0.446244053,-1.226492625,0.238261632,-0.540422444,0.768039979
4.107217534,II-VI,ZnS,M_A,Bi,1.402379316,0.651639281,0.806154976,-1.434362198,-0.102929927,1.387329284,0.329592241,0.322467191,0.074814814,0.069642878,-0.29118718,0.293850994,-0.853130183,-0.360874442,0.271529138,-1.416027595,0.419860445,-0.197091382,0.178817813,0.41848738,3.357515176,0.324177424,-0.546577074,-0.253779141,-2.912108475,-0.476801504,-4.136717238,0.69939453,3.039811177,1.713535472,3.486766418,4.859184871,-2.015461388,0.548391816,0.580637924,0.39611728,5.21424187,1.224718791,0.447603604,0.537982571,0.332071181,1.262981601,-3.902837101,3.108990612,-0.211088446,-1.127457843,-0.187343008,-1.290034003,1.007233098,3.956086088,-0.337879107,-2.652747318,-0.66193665,4.580959472,-4.586366293,8.211856519,3.750038744,0.273222814,4.628710887,0.13078961,4.492746793,0.342383568,-0.10853231,0.535187962,1.191503006,0.058970984,1.456284339,1.771997645,1.981717103,0.749034864,-0.305213883,0.250749879,0.706032667,0.293767,0.136039861,4.373952785,0.50834316,0.03681234,-1.753534144,2.930343626,1.834557131,1.785099485,0.55204997,1.574313038,-1.164894231,0.112352086,-0.450178162,0.442382827,0.355042293,1.306014495,1.184831837,-0.537854593,-0.845506568,0.40704625,-0.080481173,-1.330429639,-0.321225093,4.651858117,-1.314946541,-0.354046574,-0.405671709,0.930131123,0.1187543,-0.273949388,-0.262111832,0.328740049,-0.250800433,-0.374875882,-0.517901039,-0.364748787,-0.362959216,0.101710562,0.343179762,0.163987054,-1.015100538,0.254012873,-0.805340517,-0.293722735,-0.703705987,0.564283511,0.636552118,0.706032667,0.294543196,0.95718624,-0.707956426,0.007480044,-1.74297008,-0.421569029,0.092878176,-1.435831694,-0.734455297,-0.730428664,0.863104539,-1.15679351,-0.983041997
4.10573819,IV-IV,SiGe,M_i_B,K,-0.089633253,-1.307517009,-1.175850589,0.087459781,-0.200273515,-0.375478099,0.094716999,-1.577855694,0.199056032,-0.408688241,0.204615369,-1.48012738,0.490504363,0.279014871,0.233826471,0.37240861,1.432662626,-1.254332895,-0.496519604,-0.272461619,0.385101656,0.138663636,-0.132260549,-1.042320217,-0.643517616,-0.055729246,0.624076724,-1.099692501,-0.130738456,-0.461814819,-0.653968972,-0.254666294,0.549797389,-0.718161211,-1.217231254,0.05438143,-0.304627375,0.213104288,-0.806735911,0.01059814,-0.04717125,-0.841719975,1.528683231,0.853540485,-0.741633182,-0.370649273,0.639037563,-0.814365382,-0.571909006,0.083116059,1.097718162,0.581723875,-0.202716593,0.765321593,-0.303816056,-0.222747538,-0.568841151,0.539367042,-0.143064342,0.048906105,-0.855691479,-0.63924685,0.004951649,0.373639395,1.431545242,-0.046019623,-0.042595323,-0.427242616,-1.62256275,0.108949538,-0.232999585,-1.004292966,-0.791364318,0.067182875,0.07076614,-0.890141695,-0.025700704,0.571261384,1.576877036,-0.246613482,-0.90966061,-0.529646236,-0.926202037,-0.344968912,1.213180832,1.717608344,-0.360478204,1.258944165,1.655690693,-0.97903107,-0.95799917,-0.9649094,-0.524936166,-0.505032748,0.723660124,-0.990473981,-1.300473666,-1.286059721,-0.180059084,-0.888616037,-0.290333122,-1.079465294,-0.351014812,-0.134820306,-1.199143991,-0.583012154,-0.212330914,0.067073375,-0.67875668,-1.535669851,0.625417115,0.197437729,-2.550201775,0.827994629,1.512321836,-0.694570766,0.429503447,-0.393998868,1.502444167,-1.043326938,0.358407131,-0.791364318,2.142421707,-0.999083132,-0.475425891,-0.001661934,-0.038478905,-0.71976939,0.013678432,-0.130575213,0.333746369,-0.088204556,-0.273232015,-1.877376551,0.046765059
4.104,II-VI,CdTe,M_i_neut,Be,-0.200731164,-0.136206068,-0.580778667,0.312381167,0.964695985,0.837066653,-0.143985651,0.260854215,-0.86571036,-0.07698178,0.009138356,0.060323086,0.026363367,1.21240301,-0.325571988,-0.721362889,-0.834657937,0.169980019,-0.046291592,-0.092645669,-0.030907071,0.060808635,0.253482314,1.540658696,-0.328293993,0.044401012,-0.009091945,1.639010601,0.041118034,-0.178697062,1.65851627,0.075338922,0.239133487,-0.96545348,-0.135478963,-0.545257578,-0.507501882,-0.078096447,-1.261554519,-1.870962138,-0.329778275,-0.38778349,-0.10011958,0.435930458,0.888033618,-0.242981586,1.064982201,0.254718857,-0.54863471,0.190320354,-0.653062505,1.011203538,-1.787337546,-0.762289836,0.565506419,-0.223319327,-0.639978829,-0.134142983,0.684499023,-0.010959237,0.610107485,-0.012583105,0.032266875,0.095426951,-0.129518346,-0.068773532,0.321362734,0.441673029,0.809546286,-0.191209178,-1.73412172,1.29546001,0.32689492,-0.368360807,0.038280895,0.95951145,-0.577519018,-0.160558459,0.008241578,-0.453878386,-1.003028802,-0.389673927,-0.76321605,-0.561711391,-0.395561919,-0.516517907,1.773747641,-0.39612354,0.435097047,0.64309768,0.732540495,-1.140041127,-1.296987967,-1.246298378,0.215506794,-1.290418928,-0.224891556,1.037945968,0.235365233,-0.595462935,1.062662485,-1.108489811,1.627375249,0.205169851,-0.160692747,0.005130046,-0.071437943,-0.936754746,0.570796105,0.597827608,0.614930194,0.212154358,1.265848737,-0.318458584,-0.058997263,0.305009798,-0.642099747,-0.940519493,0.209008906,-1.081664433,1.767230315,0.32689492,0.266985587,0.574731039,0.205606859,-0.007894123,0.064643817,-0.774308261,-1.046941655,0.213570684,-0.744951327,-0.480659472,-0.196871972,0.959428833,-0.724472078
4.102450915,IV-IV,GeSn,M_i_B,Hf,0.703962516,0.009250662,0.118735535,-0.421351768,0.826388439,1.034004986,0.062186695,0.818160642,-0.56802444,-1.379660345,6.396533217,1.080564044,3.224563903,2.107280105,1.058974108,-0.742393434,1.563381551,3.08042607,0.216300753,0.245379225,-0.367148771,0.019026746,-0.081849365,-0.449048803,-0.160895534,-0.031278146,0.977077934,-0.951047327,0.256781815,-0.510321429,-0.452794665,-0.850543566,0.135450822,0.704435379,-1.312069385,-0.259361058,0.351445692,-1.878200119,0.202442895,0.161102294,-0.458910353,-0.077028273,0.722140539,-0.243585189,-0.874544177,-0.018787363,-0.091417637,0.40633613,-0.540551979,-0.026690913,-0.670959428,0.332924858,-0.285696623,0.814068951,-0.241078956,-0.218429343,-0.494315493,0.229458076,-0.008948491,-1.967239369,-0.731565525,-0.408134385,0.002589278,0.081585599,-0.861865042,0.102805031,-0.398534998,-0.710913267,-0.310481206,-1.785524618,0.570443293,-0.509846061,-0.367385383,0.199078857,-0.59745478,-0.42456885,0.642444194,0.093549935,0.317533159,-0.331544541,1.061970501,-0.464737055,0.618013667,-0.520488811,-0.006753524,0.212402167,1.268071876,-0.180922823,0.125445098,0.106982261,0.081725883,-0.489494066,0.244170817,0.286794969,0.108385513,0.663919471,-0.140949606,0.471156184,1.450750639,0.459343237,-0.002275821,0.713236485,0.061193932,-0.245391621,-0.081886273,0.767595025,-0.235002409,-0.372266952,-0.022081792,0.010614442,0.112327517,0.112373671,-0.272295228,0.143749484,-0.621364275,0.255687107,-0.362507045,0.2459935,-0.05234131,0.676150765,-0.096360063,-0.367385383,0.118436979,0.281392873,0.128580871,0.001704084,-0.143753669,0.659284235,1.101006414,-0.44401207,0.590800999,-0.261673104,-0.637115402,0.034137052,1.977718909
4.1015888,IV-IV,SiGe,M_i_A,Zr,0.253206715,0.092974689,0.254563743,-0.255651169,0.41092845,0.549330584,0.048243528,1.91997209,-0.414765391,-0.573840364,-0.313178475,2.265440952,-0.750752054,-0.480415557,0.986431746,-0.550490839,1.272916584,1.526301904,0.346675986,0.190235994,-1.401073588,0.017555709,-0.065080519,-0.449048803,-0.58825993,-0.051578876,0.597437475,-0.500346871,-0.104342357,-0.419733882,-0.674457553,-0.874450633,0.069280118,0.384655663,-0.008960855,0.061339382,-0.76359899,0.126213284,0.112200662,0.005493898,-0.03170549,-0.129130396,1.50175272,-0.340863183,-0.844162089,-0.034791819,0.090759777,0.622557749,-0.540252618,0.109831844,-0.439362425,0.554708714,-0.182563208,0.728431406,-0.278760888,-0.221422607,-0.536537134,0.210088766,-0.116342286,0.034116459,-0.828542346,-0.257906748,-0.068273511,0.074912768,-0.832341922,-0.045249166,-0.555202869,-1.027151515,-0.376481352,0.106253685,0.59167053,-0.537127172,-1.041092892,0.064017429,0.032590241,-0.361000376,-0.028721631,-1.276130674,0.331319409,-0.431143266,0.674767806,-0.490654058,0.182553168,-0.772379548,0.34293917,0.400988366,0.477184264,0.153285826,0.485902503,-1.13637935,-1.088455857,-1.059579664,0.1570179,0.114418986,0.312999191,-0.795068768,-0.12209896,-0.494468168,-0.861077889,0.188314361,-0.653094855,-0.728017191,-0.445391355,-0.24566152,-0.003113459,0.383998066,-0.240622382,-0.666629363,-1.059759054,-0.476699825,0.331719543,0.115798262,-0.396945597,0.342844079,-0.540634307,0.1138803,0.004459293,0.140450645,-0.00664659,-0.639728274,-0.740684427,-1.041092892,0.04737478,-1.248997686,-0.486842682,0.001995703,0.038340451,0.223086939,0.659165818,0.130105379,-0.563176362,-1.168105419,-0.688855043,-0.499105059,1.066537234
4.098501165,IV-IV,Si,M_i_neut,As,1.32998428,-1.317962124,-0.363871753,-1.461418243,1.076379915,1.266735722,-0.122159201,-1.728351436,-1.201586023,-0.075279153,0.249478737,-1.804655789,0.598050917,-0.113010987,-1.286274775,-1.397408608,-1.416044874,-1.373971059,-0.14195567,-0.023969711,0.371583659,-0.100598366,0.181246258,1.726279715,-0.62856654,-0.05460628,0.272806872,1.697253774,-0.123596461,-0.450428977,-0.390433559,0.212302081,-0.399517219,0.986995362,1.45474443,0.175891019,-0.867751411,-0.192387064,0.887971934,-0.078539353,0.180587694,-0.79345667,1.52139664,-0.767940446,0.291419287,0.108725664,-0.666025376,0.221238458,-0.554771598,-1.050138709,-0.924983245,0.574414381,0.149230329,3.614112331,-0.264796403,-0.222364866,-0.546185178,-0.325795489,0.02658373,-0.020112246,-0.848345736,0.362705576,0.054452634,-0.172774693,0.493261162,0.295275897,0.718186464,0.340917221,0.130689402,0.061870747,-0.709202636,0.662323609,0.513030933,0.01509393,-0.004654539,-0.398125959,-0.078456403,0.571261384,-1.207345641,-0.424384251,1.20781033,-1.081861622,-0.295012163,0.446054456,0.024901527,-0.355750615,0.111633367,-0.088492784,-0.240994058,-0.077373572,-0.100998306,0.766055797,1.051184992,-0.135111212,-0.229989003,0.537318371,-0.203011754,-1.270344702,-0.788526011,0.102442132,0.087935498,0.40901615,-0.269718348,-0.217371126,-0.138808643,0.892756323,-0.233407172,-0.056708054,0.412553917,0.359147006,-0.511804832,0.184733637,-0.187901086,-0.389418017,-1.063719361,0.844052732,0.12520686,-0.735678496,-0.121125835,0.532628721,-0.4740363,0.513030933,0.226420305,0.312275028,-0.270710203,0.000744406,0.030168179,-0.30902791,0.233824626,0.102373401,-0.084583417,0.848523782,-0.794945312,-0.008777558,0.422926176
4.095368217,III-V,AlP,M_i_A,Rh,0.171010752,0.279163581,1.007595022,-0.34503657,0.139161709,0.217603991,0.058746538,-0.864930598,-0.300592276,-0.077260914,-0.667765254,-1.098629274,-0.52089244,-0.89897675,0.383981178,-0.394920156,0.257671078,-0.336337409,-0.144740246,-0.416549099,-1.395552321,0.089538421,-0.521214506,-1.195444627,0.3844212,0.204043588,-0.147659806,-0.961766936,-0.515484653,0.165743797,-0.008143516,-0.584877112,0.629378247,-0.63993555,-0.849391097,-0.025560571,0.341059417,-0.083312334,-0.886663255,0.00472386,-0.051085445,-1.02259528,0.033368643,-1.15400606,1.251572386,-0.090006638,-0.197445621,0.26275236,-0.543994624,0.077499385,-0.194599897,-0.523090859,-0.406719631,-0.640948671,0.347400886,-0.22136614,-0.233983905,0.905195246,-0.691906826,0.008708424,-0.089182234,-0.23198622,-0.06382671,-0.56888652,-1.10829163,-0.114110151,0.139712733,-1.331275533,0.009698066,-0.185810714,-0.518157502,0.740569164,-0.507778027,-1.055356331,0.017629978,0.702990067,-0.71049022,-1.315705849,-0.439511636,-0.422883459,-0.445096155,-0.973889128,-1.110226,-0.542462325,0.300907595,0.255057987,-0.61279093,0.072764681,-0.282785869,-1.192883744,-1.128647516,-0.618287429,-0.981508029,-0.850925584,-0.308700738,-1.282694977,-0.220363504,-0.497202022,0.138714897,-0.156722559,-0.887720032,-0.381542988,-0.921547939,-0.010518224,-0.156392942,-1.015661708,-0.12359418,0.121221588,-0.621232813,-0.171675658,-0.014040463,0.368490489,-0.352872907,0.143808754,0.445539037,-0.805047092,0.668670322,-0.657739166,0.307739912,-0.64757971,-0.41357197,-0.507778027,0.258633859,-0.456451145,-0.712011439,-0.257787815,-0.072242627,-1.270913065,-1.059570663,-0.2362277,0.462078258,-0.603798015,-0.202151861,-0.444444576,0.133232761
4.08218533,III-V,GaAs,M_i_A,Tc,0.167828673,0.364816365,0.221102943,-0.255270632,0.226655252,0.313325181,-0.49611392,2.495593948,-0.308380369,-0.010393464,0.50262982,2.268843733,1.879035664,-0.442738565,0.719231234,-0.401933125,0.42033756,-0.488085186,-3.140934585,0.375261088,-1.153935471,0.142475557,0.111415905,-1.183308508,-0.65493103,-0.898631203,-0.553000025,-1.081001348,-0.097244614,0.137033606,-0.559737349,-0.71620087,-0.006008514,-0.388712811,-1.260594644,0.131800367,0.077766032,-0.047349618,-0.302413704,-0.058139852,0.130269198,-0.55935975,-0.211899877,-1.505122504,0.01153425,0.043012831,-0.572362186,0.42211694,-0.543695263,-0.177841223,-0.429551988,-0.572550213,0.072750041,0.329461141,0.326144393,-0.219364063,-0.512018183,0.20421068,-0.573569065,-0.006976303,-0.033259979,-0.021979656,-0.064182454,0.099827826,-1.460709415,-0.117935761,-0.201520223,-1.057831566,-0.067270159,0.083715427,2.244202894,-0.113374961,-1.29529014,0.056983684,0.032138256,-0.279151474,-0.024809872,0.216506139,-0.376574468,-0.36632648,-0.185916538,-0.654058189,-0.297509669,-0.941163574,0.309017746,0.160823035,-0.121368322,0.041007498,0.181021442,-1.194862178,-1.133875455,-0.81009817,-0.334066569,-0.082946281,-0.020669389,-1.357858946,-0.195644005,-0.616838573,0.014440157,0.172332035,-0.817332479,-0.212806518,-0.502460697,-0.216656298,-0.135728518,-0.443337494,-0.259406312,-0.542081464,-0.788979417,-0.25021847,0.130431865,-0.701968299,-0.317725268,0.169478462,0.114328686,-0.598167674,1.27885085,-0.652977962,0.182769954,-0.363847282,0.845335677,-1.29529014,0.241138219,-0.439059749,-1.148507488,-0.00109883,-0.349379925,-0.411412313,-0.370007034,-0.970097221,-0.028143824,-1.07813432,0.27564688,-0.438716054,0.187154551
4.08,II-VI,CdTe,M_i_B,Fe,0.484948773,-0.220642399,-0.667019049,-0.373840734,0.644065447,0.566390941,-0.010794865,0.159093756,-0.543705679,-0.287855594,0.03712613,0.245072823,0.107105673,0.952943488,-0.083576075,-0.451245977,-0.413780112,0.103670012,-0.114446821,-0.229048127,0.286270081,0.010015031,0.019729451,0.354115868,-0.265367997,0.033787431,-0.071959642,0.44031934,0.103411906,-0.139416537,-0.775567642,-0.483258817,0.038966114,-1.2308401,0.303632623,0.040247538,-0.551695864,0.013796461,-1.361767774,-0.311066007,0.071626541,-1.164330074,-0.163674645,-1.128649044,0.1801314,-0.03368135,-0.03157337,0.386019367,-0.549383111,0.253368674,-0.20318526,0.947448702,-0.221885019,-0.675230281,0.448293467,-0.220351403,-0.563742476,-0.035397479,0.747562144,0.015117117,0.674178491,0.089042907,0.057128363,0.036975098,-1.036419654,0.200160752,-0.089282255,-0.758144767,0.129154467,0.038264778,-0.772884348,0.146284252,-1.057458801,-0.027700192,0.02843068,-0.975982566,-0.135726529,-0.691889592,-0.497653677,-0.387051781,-1.174864167,-0.99737376,-0.889821326,-0.771406733,0.247586384,0.156669785,-0.411747325,0.117066852,0.068180048,-0.490164226,-0.525481174,-0.747997995,-1.448782976,-0.301261827,0.018980623,-0.721289458,-0.234492635,-1.171165469,-0.43116381,-0.77815469,-0.646050265,-1.162138907,-0.661825321,-0.175342619,-0.172447999,-0.222648241,-0.226292226,-0.644745394,-0.779432484,-0.182814026,0.065213305,0.290334173,0.222899843,0.062496723,0.300027933,-0.109238564,-0.338636272,-0.813746596,0.178655243,-1.295434431,0.823530808,-1.057458801,0.329267037,-1.269094605,-0.653779302,-0.000823827,0.007687845,-0.97302268,-0.415188043,0.025399154,-0.451405303,-1.047164843,0.339752797,-0.200640147,-0.640754103
4.069447725,III-V,AlAs,M_B,Tl,0.843005955,-0.433029367,-0.593789406,-0.930981576,0.309124274,0.735101821,0.317190972,0.625137915,-0.391202832,-0.591238989,0.364871476,0.600298507,0.284619172,-0.048073376,-0.1456329,-0.822839022,-0.380489085,0.243091489,0.139617475,-0.281609562,-0.427800881,0.249667595,-2.493934492,-0.422590516,0.335107526,0.177781115,0.089172459,-0.180999949,-0.481781735,0.147373827,-0.820332169,-0.862097128,1.73123098,-0.613463448,-0.384707408,0.100526625,-0.62344594,-0.431168175,-0.582925447,-0.038025389,0.087386187,0.586863774,-0.00101662,0.102403113,0.127628227,0.248015112,0.516795333,0.111425322,0.276588977,0.450421128,0.2814764,-0.557584204,-0.062752393,0.358346268,0.358779259,-0.220022013,-0.537312326,1.122969858,-0.594492515,-0.013309206,-0.054517831,-0.297493884,0.082576604,1.113112652,-1.165119889,-0.007351818,0.589239343,-0.773123966,-0.407403335,0.0164906,0.143534632,-0.155386389,-0.590395355,0.199869119,0.004117411,1.64753141,-0.21047181,-0.533895041,0.543766117,-0.029394506,-0.020986033,0.390950666,0.712060292,3.17533192,-0.00095,0.218897933,-0.931752796,0.10956922,0.116963941,0.156700206,0.058399543,-0.301081149,-0.372072036,4.289691111,2.614884686,-1.265373127,-0.368189716,0.601729593,-0.115120667,-0.872800205,-0.138113705,-1.206838218,-0.027460026,-0.285871867,-0.291713098,-0.51178731,-0.228660429,3.536509338,-0.586003979,-0.248135388,5.344931535,0.486709093,0.21892443,-4.37457934,-0.198913761,-0.600864138,-0.834860916,0.235396358,-0.359582148,-0.274427535,-0.81765737,-0.590395355,0.234285876,-1.066597332,-0.813555359,0.061988524,0.019761231,0.12552015,0.396879804,0.06461767,-0.072504687,-0.932424108,-0.794627708,-0.117893185,-0.684700631
4.064,II-VI,CdTe,M_B,Ga,0.195131032,-0.301236384,-0.749334989,-0.08379392,0.924532486,-0.084369719,-0.067090887,-0.092994655,-0.82537473,0.272431109,-0.012686777,-0.083746519,-0.036600253,0.548079096,-0.446519036,0.198171211,-1.666777083,-0.06059796,0.299178474,0.598760789,0.23588005,-0.112103349,0.118530252,0.855634351,-0.238475163,0.029251479,-0.09882756,0.946972625,0.130034588,-0.122629125,-0.786833569,-0.628503189,-0.442277847,-0.235664765,1.359348125,-0.262590004,-0.113018478,-0.025044102,-0.470693195,-1.117882372,-0.13598983,-1.230842751,-0.190836325,0.120455289,-0.169938196,0.469519909,0.431910015,0.116225645,0.260255012,0.280313786,0.878413125,0.920201644,-1.031575288,-0.63802343,0.398199887,-0.219457375,-0.531161162,0.127111628,0.774513581,0.004095371,0.70156067,0.25629257,0.009078187,-0.103555304,-0.909772017,0.235461103,-0.382661909,-0.251015327,-0.04937347,-0.080424755,-1.098867774,0.714386605,-0.35613138,-0.20389818,0.004748715,0.584112402,-0.364232391,-0.184040111,-0.437268598,-0.050418925,-0.680607848,-1.104377699,0.465921061,-0.596572447,0.348830788,0.03081877,0.797132872,0.144921437,0.137070543,0.461120323,0.364234593,-0.582190822,-0.699412905,-0.105458009,0.060961175,1.728925083,-0.23648393,-1.112585759,-0.445502686,-0.627257759,-0.365887805,-1.11987941,0.209811754,-0.153336545,-0.162624667,1.018383636,-0.24383936,-1.00705092,-0.310538391,-0.364431798,0.16301555,0.36450868,0.293791375,0.013458553,0.349888859,0.794020297,-0.878743455,-0.241553569,0.744232488,1.08404504,0.286862603,-0.35613138,0.078366186,-0.711249586,0.829201754,0.001513266,-0.031108252,-0.312471496,-0.401597283,-0.102775657,-0.116691578,-0.551622263,0.260193161,-0.099678724,-0.755172524
